Year,Month,taMax,taMin,prcp
2006,1,1.7629032258064516,-4.7780645161290325,419.88369
2006,10,9.785806451612904,1.4654838709677422,149.64338
2006,11,-1.629,-6.5390000000000015,268.1711
2006,12,-2.426774193548387,-7.793870967741935,634.8881
2006,2,1.1039285714285716,-5.867857142857143,443.04060999999996
2006,3,2.907096774193548,-5.864838709677419,154.67036000000002
2006,4,9.161666666666665,-2.8629999999999995,58.97109000000001
2006,5,12.474516129032256,-0.28838709677419366,26.14528
2006,6,20.813000000000006,5.888,55.60559
2006,7,26.110000000000003,10.260967741935483,17.489250000000002
2006,8,22.49193548387096,10.497096774193551,50.832460000000005
2006,9,21.752666666666663,8.135000000000002,21.32413
2007,1,-0.5070967741935485,-7.0051612903225795,464.54310999999996
2007,10,9.288387096774196,0.28967741935483876,67.18014
2007,11,4.206333333333333,-1.597,411.1672600000001
2007,12,-1.6151612903225803,-6.96741935483871,114.64473
2007,2,-2.8567857142857145,-10.819642857142856,338.77119999999996
2007,3,3.5067741935483863,-5.4154838709677415,127.87782000000001
2007,4,4.3663333333333325,-4.580333333333334,163.04411000000002
2007,5,12.283870967741937,-1.013548387096774,38.16923
2007,6,15.711666666666666,4.258666666666666,57.11028
2007,7,24.444516129032262,9.405483870967744,13.936440000000001
2007,8,18.289032258064516,5.957741935483872,17.67893
2007,9,18.542333333333335,4.8293333333333335,36.966840000000005
2008,1,-2.849354838709678,-8.529354838709677,243.87759999999994
2008,10,11.416451612903229,-0.2916129032258066,144.1474
2008,11,2.159333333333333,-3.378666666666667,602.9659300000001
2008,12,-2.7235483870967743,-7.421290322580647,114.62871000000001
2008,2,0.5893103448275864,-7.480689655172413,681.11282
2008,3,3.3348387096774186,-5.765161290322579,532.64372
2008,4,8.551333333333332,-2.766,137.33221999999998
2008,5,12.556774193548383,0.02161290322580643,42.05340000000001
2008,6,16.85466666666667,2.5799999999999996,47.108070000000005
2008,7,22.163548387096775,6.36741935483871,15.48213
2008,8,26.933548387096767,11.58612903225806,0.37653000000000003
2008,9,14.381333333333338,3.4520000000000004,79.69146
2009,1,1.2219354838709677,-5.903548387096776,485.8650099999999
2009,10,8.922903225806452,1.053870967741936,147.56417000000002
2009,11,3.484666666666668,-2.7133333333333334,265.02509000000003
2009,12,-4.55516129032258,-11.54967741935484,278.89158999999995
2009,2,-0.4010714285714284,-8.255,178.31392
2009,3,2.4567741935483864,-5.2629032258064505,310.85025
2009,4,7.878333333333332,-3.4350000000000005,69.9499
2009,5,17.041612903225804,2.802903225806452,23.80597
2009,6,14.971333333333332,3.3026666666666675,123.20298000000003
2009,7,23.94064516129033,8.908387096774195,12.99578
2009,8,23.304838709677416,9.584838709677417,36.24138
2009,9,17.902333333333335,4.942666666666667,82.86972000000002
2010,1,-0.8419354838709684,-7.326451612903226,44.076420000000006
2010,10,7.287419354838709,-0.08451612903225787,184.04821
2010,11,2.374,-3.612999999999999,227.06900999999993
2010,12,1.7454838709677418,-4.35,306.19952
2010,2,0.03142857142857151,-7.904999999999999,256.03408
2010,3,4.505161290322581,-3.2332258064516135,368.89185
2010,4,9.057666666666668,-3.169,38.53971000000001
2010,5,11.959999999999999,-0.8038709677419356,143.59673
2010,6,13.412666666666667,2.1783333333333332,92.24669000000003
2010,7,21.236774193548392,6.733870967741935,14.510659999999998
2010,8,22.56387096774193,8.702258064516126,14.567660000000002
2010,9,19.906666666666673,5.891000000000001,7.030170000000001
2011,1,1.3177419354838709,-4.845483870967741,700.3146600000001
2011,10,9.811290322580644,0.6893548387096773,86.05217
2011,11,3.5089999999999995,-2.3096666666666663,183.12562999999994
2011,12,-0.5980645161290321,-6.201935483870968,521.45061
2011,2,4.111428571428571,-5.645357142857143,42.05409999999999
2011,3,3.5470967741935486,-5.16,173.60538000000003
2011,4,8.216333333333333,-3.5143333333333326,89.29282000000002
2011,5,18.41645161290322,3.4787096774193547,19.41377
2011,6,16.76066666666667,4.467,59.306990000000006
2011,7,22.193548387096776,7.042903225806451,5.37751
2011,8,19.784838709677413,7.3358064516129025,38.06821
2011,9,17.154999999999998,4.726333333333331,41.906319999999994
2012,1,-1.072903225806452,-7.491612903225807,109.47247
2012,10,9.877419354838704,0.801290322580645,47.705330000000004
2012,11,0.3546666666666668,-4.447666666666667,466.8966800000001
2012,12,-1.8806451612903228,-8.30516129032258,234.24087
2012,2,0.3586206896551724,-7.267241379310346,40.12552999999999
2012,3,1.637741935483871,-5.5274193548387105,410.58722
2012,4,8.071666666666667,-4.038999999999999,139.03458999999998
2012,5,10.578387096774193,-0.2874193548387097,162.38597
2012,6,18.688666666666666,4.75,40.436420000000005
2012,7,21.438064516129035,5.849032258064516,5.92556
2012,8,21.694193548387094,6.780967741935485,5.407730000000001
2012,9,13.973999999999997,2.1746666666666665,121.94957
2013,1,-1.8219354838709678,-8.24548387096774,39.98163
2013,10,6.835806451612903,-1.1054838709677421,174.48417999999998
2013,11,0.8969999999999999,-4.112333333333334,526.9111800000001
2013,12,-2.1070967741935482,-7.854193548387096,440.22689999999994
2013,2,-1.7475000000000005,-10.5725,193.90355
2013,3,4.2790322580645155,-4.708064516129032,186.18662999999998
2013,4,4.6576666666666675,-5.513666666666667,155.95915000000002
2013,5,13.072258064516125,0.1629032258064517,32.75823
2013,6,18.261000000000003,3.073000000000001,4.739940000000001
2013,7,24.131612903225808,11.326129032258063,54.68256000000001
2013,8,20.734193548387097,7.324838709677419,46.73959000000001
2013,9,14.434999999999999,2.5436666666666667,98.42385
2014,1,-0.22064516129032255,-5.950967741935483,412.59444000000013
2014,10,9.393225806451614,2.0183870967741937,356.71965
2014,11,0.3739999999999998,-5.720999999999999,171.30500999999998
2014,12,-0.9622580645161289,-6.428709677419354,381.16037
2014,2,1.9660714285714287,-5.965357142857143,130.87184
2014,3,2.603548387096774,-5.702903225806451,254.10497000000004
2014,4,4.663666666666668,-6.898666666666668,69.88140999999999
2014,5,12.453548387096774,-0.5199999999999999,29.564379999999996
2014,6,22.593666666666667,6.864999999999999,2.09322
2014,7,23.78225806451613,9.857741935483869,6.576460000000001
2014,8,22.26838709677419,8.240645161290324,3.0195600000000002
2014,9,18.079,5.130666666666668,5.806700000000001
2015,1,-0.6632258064516129,-7.151290322580647,196.04763000000003
2015,10,10.835161290322581,1.5474193548387092,330.01099999999997
2015,11,3.594,-3.419333333333333,183.31737999999999
2015,12,-1.6561290322580644,-7.643225806451614,772.23938
2015,2,-1.6767857142857143,-9.430714285714288,262.25612
2015,3,1.9964516129032257,-5.613225806451612,243.46379000000005
2015,4,4.1706666666666665,-6.195666666666666,98.75518999999998
2015,5,9.195483870967744,-1.0190322580645157,209.86422000000002
2015,6,16.64866666666667,2.662333333333333,23.964290000000002
2015,7,18.691290322580645,5.50774193548387,43.36677000000001
2015,8,17.197096774193547,5.546129032258064,52.41036
2015,9,19.794333333333334,6.310666666666666,22.533699999999996
2016,1,-0.7161290322580646,-7.0606451612903225,269.23704
2016,10,7.992903225806452,0.336774193548387,88.53251999999999
2016,11,4.035333333333333,-1.6233333333333335,393.68808000000007
