"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4833 North,-121.0167 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
1992,3,30,0.05,10.85,0
1992,3,31,-1.65,13.55,0
1992,4,1,0.75,16.15,0
1992,4,2,3.05,17.65,0
1992,4,3,-1.45,7.25,2.3
1992,4,4,-4.45,1.95,3.2
1992,4,5,-6.05,-0.15,2.2
1992,4,6,-6.65,1.15,0.5
1992,4,7,-8.45,4.75,0
1992,4,8,-6.15,4.85,0
1992,4,9,-2.05,5.95,16.6
1992,4,10,-4.65,6.35,0.8
1992,4,11,-3.45,6.55,6.6
1992,4,12,-0.55,9.55,1.4
1992,4,13,0.15,8.35,4.8
1992,4,14,-0.25,10.35,0.8
1992,4,15,0.65,12.25,1.5
1992,4,16,1.65,8.05,26
1992,4,17,-1.35,4.35,27
1992,4,18,-2.95,5.95,2.2
1992,4,19,-3.15,10.35,0
1992,4,20,-1.75,7.05,0
1992,4,21,-4.35,5.85,1.6
1992,4,22,-5.15,2.75,3
1992,4,23,-7.35,6.95,0
1992,4,24,-1.85,9.65,0
1992,4,25,2.35,15.75,0
1992,4,26,6.05,14.55,1.1
1992,4,27,3.85,11.85,1.7
1992,4,28,2.15,13.35,2.9
1992,4,29,3.15,12.25,14.1
1992,4,30,-0.45,7.75,1.7
1992,5,1,-3.75,13.05,1
1992,5,2,0.75,17.45,0
1992,5,3,4.35,21.65,0
1992,5,4,6.85,24.45,0
1992,5,5,8.25,24.75,0
1992,5,6,10.25,26.25,0
1992,5,7,6.85,19.85,0.5
1992,5,8,0.55,10.35,4
1992,5,9,-2.95,7.95,12.7
1992,5,10,-0.15,8.45,11.9
1992,5,11,-4.45,7.85,0
1992,5,12,-4.05,11.35,0
1992,5,13,1.95,14.25,0
1992,5,14,1.65,17.45,0
1992,5,15,1.45,15.15,0
1992,5,16,0.75,18.65,0
1992,5,17,4.75,22.95,0
1992,5,18,6.35,18.35,0
1992,5,19,3.25,14.05,0
1992,5,20,-1.55,10.85,0
1992,5,21,-2.75,13.05,0
1992,5,22,1.55,16.35,0
1992,5,23,6.35,22.15,0
1992,5,24,9.55,24.15,0
1992,5,25,9.85,23.95,0
1992,5,26,5.55,14.95,0
1992,5,27,0.85,16.35,0
1992,5,28,4.15,17.55,0
1992,5,29,2.15,16.45,0
1992,5,30,3.15,20.25,0
1992,5,31,9.45,22.85,0
1992,6,1,9.05,22.05,0
1992,6,2,2.25,15.95,0
1992,6,3,2.15,17.55,0
1992,6,4,2.45,16.55,0
1992,6,5,3.05,18.45,0
1992,6,6,4.25,20.35,0
1992,6,7,4.25,18.75,0
1992,6,8,4.15,20.15,0
1992,6,9,6.25,16.95,0
1992,6,10,3.65,18.35,0
1992,6,11,8.45,22.85,0
1992,6,12,4.85,11.95,28.4
1992,6,13,2.55,9.05,7.7
1992,6,14,3.15,15.75,0
1992,6,15,4.15,17.25,0
1992,6,16,4.85,16.15,0.4
1992,6,17,3.25,19.55,0
1992,6,18,6.15,22.35,0
1992,6,19,8.05,22.95,0
1992,6,20,7.35,22.75,0
1992,6,21,9.85,26.15,0
1992,6,22,11.15,28.55,0
1992,6,23,12.45,28.25,0
1992,6,24,10.55,28.25,0
1992,6,25,11.25,27.95,0
1992,6,26,8.45,22.65,0
1992,6,27,8.85,25.35,8.8
1992,6,28,11.95,26.55,3.8
1992,6,29,8.05,15.75,19.9
1992,6,30,4.45,17.45,0
1992,7,1,6.25,17.75,0
1992,7,2,5.75,17.75,0
1992,7,3,4.65,16.65,10
1992,7,4,9.05,18.95,5.2
1992,7,5,5.05,14.65,4.9
1992,7,6,5.15,14.15,2.5
1992,7,7,5.15,16.55,0
1992,7,8,4.35,16.95,0
1992,7,9,5.75,19.15,1.6
1992,7,10,7.05,15.35,0.9
1992,7,11,5.55,20.35,0
1992,7,12,8.95,21.65,0
1992,7,13,8.35,15.75,0
1992,7,14,4.75,17.05,0
1992,7,15,5.45,21.15,0
1992,7,16,10.75,24.25,0
1992,7,17,11.95,27.15,0
1992,7,18,12.35,27.05,0
1992,7,19,12.85,25.15,0
1992,7,20,11.75,23.25,3.3
1992,7,21,8.25,20.35,0
1992,7,22,7.35,18.65,3.5
1992,7,23,8.35,12.65,12.5
1992,7,24,4.45,19.85,0
1992,7,25,8.65,21.95,0
1992,7,26,8.85,21.65,0
1992,7,27,7.25,22.25,0
1992,7,28,7.85,22.35,0
1992,7,29,8.65,24.95,0
1992,7,30,13.95,26.85,0
1992,7,31,14.55,29.05,0
1992,8,1,11.05,26.15,0
1992,8,2,7.15,22.45,0
1992,8,3,5.45,23.25,0
1992,8,4,8.55,22.75,0
1992,8,5,6.95,20.85,1.4
1992,8,6,7.25,14.25,14.3
1992,8,7,5.15,15.35,3.9
1992,8,8,1.45,15.65,1.3
1992,8,9,1.85,19.45,0
1992,8,10,8.65,25.15,0
1992,8,11,12.05,27.45,0
1992,8,12,15.35,28.65,0
1992,8,13,16.15,29.95,0.8
1992,8,14,12.65,27.05,0
1992,8,15,8.85,25.55,0
1992,8,16,8.35,27.05,0
1992,8,17,13.15,28.05,0
1992,8,18,12.35,26.55,0
1992,8,19,7.25,23.95,0
1992,8,20,9.55,23.35,0
1992,8,21,6.75,19.55,0
1992,8,22,5.65,15.45,6.5
1992,8,23,1.45,14.75,0
1992,8,24,2.15,16.75,1
1992,8,25,3.95,19.35,0
1992,8,26,8.15,22.45,0
1992,8,27,8.95,20.65,0
1992,8,28,4.55,18.65,0
1992,8,29,5.65,19.25,0
1992,8,30,5.65,19.55,0
1992,8,31,5.55,16.85,0
1992,9,1,5.05,16.85,0
1992,9,2,5.25,18.65,0
1992,9,3,5.45,17.95,0
1992,9,4,3.05,10.55,5.1
1992,9,5,-1.95,9.45,0
1992,9,6,-2.55,9.35,0
1992,9,7,-0.95,11.65,9.5
1992,9,8,2.75,12.95,24.8
1992,9,9,0.45,16.85,0
1992,9,10,8.45,18.75,0
1992,9,11,6.25,15.45,0
1992,9,12,0.15,8.95,3.9
1992,9,13,-2.65,7.15,3
1992,9,14,-1.55,9.25,0
1992,9,15,0.25,10.75,0
1992,9,16,0.45,13.65,0
1992,9,17,-0.95,12.05,0
1992,9,18,2.05,15.25,0
1992,9,19,5.35,14.75,0
1992,9,20,5.05,14.15,2.6
1992,9,21,5.25,19.15,0
1992,9,22,8.45,22.05,0
1992,9,23,6.25,14.15,44.1
1992,9,24,3.15,6.75,34.7
1992,9,25,1.35,7.95,6.6
1992,9,26,0.75,10.65,0.6
1992,9,27,-1.35,12.45,0
1992,9,28,2.35,17.35,0
1992,9,29,6.35,22.25,0
1992,9,30,8.85,20.35,0
1992,10,1,10.65,21.15,0
1992,10,2,7.75,16.35,0.3
1992,10,3,1.95,9.45,0
1992,10,4,-1.25,9.45,0
1992,10,5,-0.35,9.75,0
1992,10,6,-2.25,9.45,0
1992,10,7,0.05,11.05,0
1992,10,8,1.95,8.25,0.4
1992,10,9,-2.25,7.95,0
1992,10,10,1.95,13.85,0
1992,10,11,4.85,13.35,0
1992,10,12,4.65,11.55,3.9
1992,10,13,-2.75,5.15,1.1
1992,10,14,-6.35,1.05,0
1992,10,15,-9.15,2.25,0
1992,10,16,-2.65,3.85,2
1992,10,17,-1.45,6.55,7.2
1992,10,18,2.95,6.85,7.4
1992,10,19,3.85,8.25,4.3
1992,10,20,4.05,7.75,3.6
1992,10,21,0.75,6.75,3.4
1992,10,22,-0.35,7.55,0
1992,10,23,4.15,13.95,0
1992,10,24,3.05,10.45,0
1992,10,25,-0.35,10.45,0
1992,10,26,-1.45,6.15,0.6
1992,10,27,-1.35,6.75,0
1992,10,28,-2.55,3.55,19.4
1992,10,29,-0.35,3.05,7.9
1992,10,30,0.05,3.95,11.9
1992,10,31,-0.65,4.95,6.4
1992,11,1,-1.25,2.75,28.6
1992,11,2,-4.35,0.55,6.6
1992,11,3,-5.25,2.35,0
1992,11,4,-2.85,2.65,19.5
1992,11,5,-4.05,2.95,0.3
1992,11,6,-2.85,3.75,4.4
1992,11,7,-2.85,2.85,26.5
1992,11,8,-5.25,-2.05,8.2
1992,11,9,-8.05,-1.95,1.6
1992,11,10,-8.05,-1.15,2.3
1992,11,11,-4.35,-1.35,23.4
1992,11,12,-3.55,1.75,0.6
1992,11,13,-2.55,5.75,0.3
1992,11,14,-2.45,5.25,0
1992,11,15,-2.45,5.45,0
1992,11,16,-1.35,4.05,2
1992,11,17,-4.65,2.25,4.2
1992,11,18,-3.65,0.45,5.1
1992,11,19,-6.25,-1.55,13.2
1992,11,20,-7.65,-0.85,1.3
1992,11,21,-5.45,-2.55,49.3
1992,11,22,-5.55,-2.05,3.1
1992,11,23,-8.55,-1.45,0
1992,11,24,-9.75,-3.45,0
1992,11,25,-10.65,-3.45,0
1992,11,26,-8.35,-3.15,0.4
1992,11,27,-5.35,-2.45,7.4
1992,11,28,-7.45,-2.45,0
1992,11,29,-10.15,-3.95,7.3
1992,11,30,-6.35,-0.25,24.9
1992,12,1,-7.45,-1.35,0
1992,12,2,-10.25,-1.75,0
1992,12,3,-12.45,-4.55,0
1992,12,4,-12.85,-6.55,0
1992,12,5,-12.45,-6.15,0
1992,12,6,-11.25,-7.95,4.5
1992,12,7,-10.55,-4.65,12.6
1992,12,8,-8.45,-2.95,18
1992,12,9,-8.55,-4.45,14
1992,12,10,-8.85,-1.65,29.9
1992,12,11,-8.85,-2.85,1
1992,12,12,-7.95,-3.55,0
1992,12,13,-7.55,-1.75,2.3
1992,12,14,-6.35,0.35,13.6
1992,12,15,-10.95,-5.05,3
1992,12,16,-12.15,-5.45,8.6
1992,12,17,-10.15,-4.65,9.2
1992,12,18,-16.25,-8.75,2.2
1992,12,19,-12.85,-3.95,18.1
1992,12,20,-6.15,-3.15,19.3
1992,12,21,-6.25,-2.65,14.8
1992,12,22,-5.75,-1.65,8.4
1992,12,23,-4.55,-1.55,1.3
1992,12,24,-9.25,-1.85,0.9
1992,12,25,-9.15,-2.15,1.9
1992,12,26,-8.15,-2.75,10.8
1992,12,27,-9.85,-5.85,8.7
1992,12,28,-9.65,-4.85,12.6
1992,12,29,-10.55,-7.45,7.8
1992,12,30,-11.85,-5.35,10.5
1992,12,31,-10.05,-6.15,3.6
1993,1,1,-15.05,-7.25,0.5
1993,1,2,-17.25,-5.35,12.3
1993,1,3,-13.55,-3.35,15.6
1993,1,4,-10.15,-5.45,3.7
1993,1,5,-16.75,-8.95,0
1993,1,6,-18.45,-7.35,0
1993,1,7,-16.15,-6.75,1.5
1993,1,8,-15.75,-10.55,10.7
1993,1,9,-17.75,-11.85,0.9
1993,1,10,-19.35,-13.25,1
1993,1,11,-18.45,-10.65,1.1
1993,1,12,-17.25,-8.65,0.9
1993,1,13,-13.85,-8.15,4.6
1993,1,14,-13.25,-3.45,1.4
1993,1,15,-10.95,-3.45,0
1993,1,16,-11.55,-2.55,0
1993,1,17,-11.85,-3.25,0
1993,1,18,-10.65,-2.95,8.9
1993,1,19,-10.95,-2.15,17.3
1993,1,20,-5.15,0.25,16.6
1993,1,21,-8.05,-3.15,3.3
1993,1,22,-10.25,-5.05,2.8
1993,1,23,-14.05,-5.15,18.1
1993,1,24,-7.75,1.85,31.1
1993,1,25,0.85,2.55,31.4
1993,1,26,0.15,1.35,2.6
1993,1,27,-0.45,1.65,0
1993,1,28,-2.25,0.25,1.6
1993,1,29,-5.95,-0.65,0
1993,1,30,-5.15,-0.35,0
1993,1,31,-7.55,-0.05,0
1993,2,1,-8.15,1.05,0
1993,2,2,-7.45,0.25,0
1993,2,3,-7.75,0.15,0
1993,2,4,-6.25,1.55,0
1993,2,5,-4.65,2.25,0
1993,2,6,-3.35,3.35,0
1993,2,7,-4.25,2.05,0
1993,2,8,-4.05,3.25,0
1993,2,9,-2.15,2.95,4.1
1993,2,10,-4.55,2.25,0
1993,2,11,-4.75,1.45,0
1993,2,12,-5.45,1.15,0
1993,2,13,-7.05,0.05,0
1993,2,14,-9.25,-0.35,0.5
1993,2,15,-14.25,-4.85,1.4
1993,2,16,-18.65,-12.15,0
1993,2,17,-19.55,-8.75,0
1993,2,18,-16.65,-5.75,1.9
1993,2,19,-12.35,-4.05,10.1
1993,2,20,-9.75,-3.15,3.3
1993,2,21,-9.45,-3.25,2.3
1993,2,22,-13.15,-3.45,0.4
1993,2,23,-11.65,-5.65,0
1993,2,24,-14.05,-3.15,0
1993,2,25,-14.95,-3.15,0
1993,2,26,-13.95,-1.55,0
1993,2,27,-11.45,0.75,0
1993,2,28,-8.35,1.55,0
1993,3,1,-10.75,1.35,10.4
1993,3,2,-9.35,1.05,1.5
1993,3,3,-4.85,1.55,21.8
1993,3,4,-3.15,3.15,16.7
1993,3,5,-1.75,5.75,1.8
1993,3,6,-1.65,7.25,0.5
1993,3,7,-1.85,9.15,0
1993,3,8,-3.65,5.05,0
1993,3,9,-5.05,5.75,0
1993,3,10,-6.65,3.05,0
1993,3,11,-9.45,0.85,0
1993,3,12,-6.85,3.35,0
1993,3,13,-5.35,5.95,2.2
1993,3,14,-1.85,5.05,27
1993,3,15,-4.45,2.85,8.3
1993,3,16,-5.55,1.95,10.7
1993,3,17,-5.05,3.15,7.4
1993,3,18,-3.75,3.45,1.5
1993,3,19,-6.85,5.15,2.5
1993,3,20,-1.95,3.65,7.1
1993,3,21,-2.15,6.15,5.2
1993,3,22,0.65,7.35,15.6
1993,3,23,-3.45,5.05,6.3
1993,3,24,-5.75,5.25,0
1993,3,25,-6.25,5.25,0
1993,3,26,-3.05,5.45,0
1993,3,27,-3.65,7.45,0
1993,3,28,-5.95,5.15,0
1993,3,29,-4.35,3.85,2.9
1993,3,30,-5.15,6.35,0.3
1993,3,31,-4.75,7.95,2.1
1993,4,1,-0.65,6.25,14.7
1993,4,2,-1.35,4.05,8.1
1993,4,3,-3.75,2.85,3.6
1993,4,4,-5.35,4.35,0
1993,4,5,-5.45,3.05,7.6
1993,4,6,-4.25,5.85,3.6
1993,4,7,-5.85,7.95,1.4
1993,4,8,-1.15,6.15,15.2
1993,4,9,-2.45,4.05,7
1993,4,10,-2.85,3.55,2.9
1993,4,11,-3.45,3.55,0.9
1993,4,12,-6.75,3.35,0.3
1993,4,13,-5.75,4.05,3
1993,4,14,-6.85,7.95,0.8
1993,4,15,-2.15,6.55,2.3
1993,4,16,-3.65,8.35,7.5
1993,4,17,-0.35,7.85,11.4
1993,4,18,-2.85,3.05,3.2
1993,4,19,-5.65,7.05,0
1993,4,20,-1.95,10.15,0
1993,4,21,1.25,7.35,0.3
1993,4,22,-0.65,6.75,0.9
1993,4,23,-2.75,7.05,5.1
1993,4,24,0.15,5.15,7
1993,4,25,-0.35,7.75,9.8
1993,4,26,-2.65,4.65,9.9
1993,4,27,-3.65,6.55,0.6
1993,4,28,-1.95,7.45,4.6
1993,4,29,-0.25,7.55,12.8
1993,4,30,-1.45,8.45,3.8
1993,5,1,-1.95,8.25,6.4
1993,5,2,-2.95,8.65,1.5
1993,5,3,-0.25,8.55,9.7
1993,5,4,0.05,9.45,1.5
1993,5,5,-1.75,14.55,0.9
1993,5,6,-1.65,7.15,6
1993,5,7,-3.85,4.85,5.8
1993,5,8,-2.25,6.15,2.6
1993,5,9,-4.15,11.95,1.7
1993,5,10,4.35,20.25,1.5
1993,5,11,5.45,22.95,0
1993,5,12,10.95,26.35,0
1993,5,13,6.95,19.25,0
1993,5,14,6.65,18.95,0
1993,5,15,4.95,19.05,0
1993,5,16,2.75,18.45,0
1993,5,17,4.05,21.45,0
1993,5,18,9.65,23.05,0
1993,5,19,10.25,21.75,0.8
1993,5,20,5.95,16.25,4.3
1993,5,21,3.65,10.25,8
1993,5,22,0.15,13.15,0
1993,5,23,1.25,15.85,0
1993,5,24,3.75,19.15,0
1993,5,25,6.75,19.15,0.8
1993,5,26,5.45,19.85,0
1993,5,27,7.55,19.95,3.2
1993,5,28,3.75,17.35,7.9
1993,5,29,1.95,16.45,1.2
1993,5,30,5.75,14.55,11.7
1993,5,31,6.05,12.65,19.6
1993,6,1,2.95,12.45,7.5
1993,6,2,1.65,14.05,0.4
1993,6,3,3.05,10.85,9.1
1993,6,4,3.55,13.85,10.7
1993,6,5,5.55,18.25,2.6
1993,6,6,6.05,17.45,1.6
1993,6,7,2.85,9.75,1.9
1993,6,8,0.75,9.65,8.2
1993,6,9,2.65,10.25,8.4
1993,6,10,-2.25,11.45,0.5
1993,6,11,0.95,8.15,5.8
1993,6,12,-0.15,13.05,0
1993,6,13,2.35,16.25,1.2
1993,6,14,7.75,14.85,3.2
1993,6,15,5.85,12.05,1.5
1993,6,16,2.65,17.55,0
1993,6,17,4.15,20.55,0
1993,6,18,6.55,20.25,0
1993,6,19,5.15,17.95,0
1993,6,20,2.45,20.05,0
1993,6,21,2.95,13.55,1.2
1993,6,22,0.55,7.95,19
1993,6,23,-1.25,10.75,2.3
1993,6,24,-0.05,17.35,0
1993,6,25,5.05,20.75,2.1
1993,6,26,9.45,22.05,1
1993,6,27,2.75,12.35,1.2
1993,6,28,1.75,9.15,1.2
1993,6,29,0.25,13.45,0
1993,6,30,1.95,13.95,0
1993,7,1,2.45,15.55,0
1993,7,2,5.45,13.05,0.8
1993,7,3,3.55,13.75,0.6
1993,7,4,3.15,16.25,0
1993,7,5,3.15,15.15,0
1993,7,6,2.25,15.75,0.4
1993,7,7,3.15,16.45,0
1993,7,8,5.15,18.95,0
1993,7,9,4.65,16.85,0
1993,7,10,3.75,17.15,0
1993,7,11,4.15,12.65,2.4
1993,7,12,1.25,12.05,5.2
1993,7,13,3.55,13.35,2.7
1993,7,14,5.15,13.65,0.5
1993,7,15,2.35,15.25,0.6
1993,7,16,5.55,12.85,4.1
1993,7,17,5.25,13.85,2.4
1993,7,18,3.05,17.35,2.5
1993,7,19,8.65,17.65,1.5
1993,7,20,6.05,11.95,4.8
1993,7,21,2.85,15.85,1.3
1993,7,22,6.75,17.05,2.3
1993,7,23,4.25,14.75,0.5
1993,7,24,3.45,13.95,1.2
1993,7,25,5.95,16.85,0.6
1993,7,26,6.05,19.05,0
1993,7,27,7.35,19.95,1.1
1993,7,28,9.85,17.05,5.7
1993,7,29,3.85,11.45,7
1993,7,30,0.35,15.95,0
1993,7,31,5.35,19.25,0
1993,8,1,7.85,22.75,0
1993,8,2,10.45,23.25,0
1993,8,3,11.15,24.55,0
1993,8,4,12.25,25.55,0
1993,8,5,11.45,25.05,0
1993,8,6,9.85,23.25,0
1993,8,7,6.55,21.35,0
1993,8,8,6.95,19.65,0
1993,8,9,5.05,17.45,0
1993,8,10,3.95,18.25,0
1993,8,11,4.85,19.45,0
1993,8,12,7.25,20.45,0
1993,8,13,6.15,18.75,0
1993,8,14,6.15,16.15,2.1
1993,8,15,4.85,18.05,1.2
1993,8,16,7.45,18.15,0.5
1993,8,17,4.95,20.55,0
1993,8,18,9.55,22.55,0
1993,8,19,11.65,23.95,0
1993,8,20,10.15,22.45,0
1993,8,21,5.55,14.45,0
1993,8,22,4.85,19.25,4.6
1993,8,23,3.95,11.75,9.2
1993,8,24,-0.25,10.15,0.7
1993,8,25,-1.55,13.15,0
1993,8,26,2.85,17.15,0
1993,8,27,4.65,16.75,0
1993,8,28,3.45,14.55,0
1993,8,29,3.05,18.55,0
1993,8,30,6.05,19.55,0
1993,8,31,6.65,21.25,0
1993,9,1,7.15,20.25,0
1993,9,2,8.65,22.35,0
1993,9,3,10.85,23.55,0
1993,9,4,7.75,21.55,0
1993,9,5,7.35,22.35,0
1993,9,6,10.35,23.15,0
1993,9,7,11.25,24.05,0
1993,9,8,9.25,23.85,0
1993,9,9,10.15,24.45,0
1993,9,10,9.55,23.05,0
1993,9,11,4.35,14.65,4
1993,9,12,0.95,13.15,0
1993,9,13,2.25,15.35,0
1993,9,14,4.65,13.45,1.2
1993,9,15,1.55,15.15,0.7
1993,9,16,3.35,15.25,0
1993,9,17,4.25,15.55,0
1993,9,18,2.05,15.15,0.4
1993,9,19,0.75,12.05,0
1993,9,20,-0.65,7.85,1.2
1993,9,21,-2.45,11.95,0
1993,9,22,0.05,14.35,0
1993,9,23,3.45,17.75,0
1993,9,24,3.05,17.05,0
1993,9,25,3.35,16.25,0
1993,9,26,4.85,20.65,0
1993,9,27,8.65,22.95,0
1993,9,28,7.75,22.95,0
1993,9,29,9.55,23.35,0
1993,9,30,6.15,16.05,0
1993,10,1,4.05,16.95,0
1993,10,2,6.05,18.45,0
1993,10,3,8.15,19.55,0
1993,10,4,6.35,18.75,0
1993,10,5,5.85,15.15,0
1993,10,6,3.05,9.25,5.2
1993,10,7,0.35,7.45,0
1993,10,8,2.05,9.75,0
1993,10,9,1.25,9.65,0
1993,10,10,1.05,13.45,0
1993,10,11,4.65,12.85,2
1993,10,12,4.25,8.35,8
1993,10,13,3.45,8.75,1.7
1993,10,14,2.05,6.95,3.6
1993,10,15,2.75,8.15,3.2
1993,10,16,0.75,7.85,0
1993,10,17,-1.95,6.95,0
1993,10,18,-1.75,6.95,1.9
1993,10,19,-1.05,7.05,0
1993,10,20,-0.45,9.25,0
1993,10,21,1.35,8.65,0
1993,10,22,2.45,7.65,10.7
1993,10,23,3.65,8.45,12
1993,10,24,-1.75,4.95,0.3
1993,10,25,-1.15,8.45,0
1993,10,26,-0.65,11.05,0
1993,10,27,4.05,14.05,0
1993,10,28,3.25,9.65,2.3
1993,10,29,-0.25,9.05,0
1993,10,30,-1.15,9.25,0
1993,10,31,-2.55,3.25,5.2
1993,11,1,-6.15,4.05,0
1993,11,2,-0.85,7.85,4.2
1993,11,3,-2.05,3.35,38.2
1993,11,4,-5.45,2.35,0
1993,11,5,-6.05,1.65,0
1993,11,6,-5.15,2.55,0
1993,11,7,-5.95,2.95,0
1993,11,8,-6.35,3.85,0
1993,11,9,-4.85,3.85,0
1993,11,10,-3.85,5.35,0
1993,11,11,-5.15,4.05,0
1993,11,12,-6.15,2.95,0
1993,11,13,-7.15,-0.25,0.9
1993,11,14,-7.75,1.75,1.6
1993,11,15,-4.95,1.25,19.6
1993,11,16,-6.75,-1.05,5.9
1993,11,17,-5.75,-0.55,10.1
1993,11,18,-7.65,-1.25,1.4
1993,11,19,-7.25,0.55,0.4
1993,11,20,-5.85,0.65,6.7
1993,11,21,-8.25,-0.45,21.7
1993,11,22,-11.05,-7.55,3.6
1993,11,23,-15.25,-10.55,0
1993,11,24,-15.65,-6.45,0.3
1993,11,25,-14.05,-6.05,0
1993,11,26,-12.45,-4.45,0
1993,11,27,-9.15,-2.05,4.5
1993,11,28,-6.85,-2.45,5
1993,11,29,-5.05,-1.05,21.2
1993,11,30,-8.45,-1.25,21.4
1993,12,1,-3.35,1.15,48.6
1993,12,2,-6.35,-0.95,14
1993,12,3,-2.65,1.55,12.4
1993,12,4,-7.15,1.05,9
1993,12,5,-8.25,-2.65,0
1993,12,6,-8.65,-3.25,2.2
1993,12,7,-7.25,-1.85,23.6
1993,12,8,-5.65,-0.15,33.7
1993,12,9,-5.65,0.25,22.7
1993,12,10,-1.75,1.35,15.2
1993,12,11,-3.95,0.45,11.8
1993,12,12,-10.65,-3.05,4.9
1993,12,13,-5.15,-1.45,9.1
1993,12,14,-5.45,-1.15,1.7
1993,12,15,-8.65,-0.45,0
1993,12,16,-11.05,-2.45,0
1993,12,17,-11.35,-2.65,0
1993,12,18,-9.55,-0.85,0
1993,12,19,-7.15,0.55,0
1993,12,20,-7.95,-0.35,0
1993,12,21,-10.85,-2.65,0
1993,12,22,-8.75,-1.75,0
1993,12,23,-8.65,-0.75,0
1993,12,24,-4.05,2.85,0
1993,12,25,-5.95,0.55,0
1993,12,26,-7.05,-0.75,0
1993,12,27,-9.05,-1.25,0
1993,12,28,-9.35,-0.95,0.6
1993,12,29,-8.65,-1.75,1
1993,12,30,-5.45,-1.45,12.7
1993,12,31,-2.45,0.45,13.8
1994,1,1,-3.95,0.75,38.7
1994,1,2,-4.45,2.05,20.6
1994,1,3,-2.65,1.35,16.2
1994,1,4,-3.65,2.05,18.5
1994,1,5,-5.15,-0.85,13.7
1994,1,6,-6.25,-1.35,0.4
1994,1,7,-6.05,0.35,3.7
1994,1,8,-3.25,1.05,8.3
1994,1,9,-3.55,0.85,6.1
1994,1,10,-4.15,1.35,11.9
1994,1,11,-3.45,1.55,8.5
1994,1,12,-2.65,4.05,3.1
1994,1,13,-1.05,5.35,0
1994,1,14,-1.75,7.05,0.4
1994,1,15,-3.75,1.35,3.5
1994,1,16,-4.85,0.25,2.2
1994,1,17,-4.45,4.15,0
1994,1,18,-2.25,6.05,0
1994,1,19,-3.25,5.45,0
1994,1,20,-4.75,2.05,0
1994,1,21,-2.95,1.75,1
1994,1,22,-0.55,2.85,4.2
1994,1,23,-1.25,2.35,6.1
1994,1,24,-3.55,2.15,8.1
1994,1,25,-5.35,2.05,2.3
1994,1,26,-6.95,1.05,0.3
1994,1,27,-8.65,-1.15,0
1994,1,28,-6.75,1.35,0
1994,1,29,-3.55,4.95,0
1994,1,30,-6.15,0.05,0
1994,1,31,-8.05,2.45,0
1994,2,1,-8.45,0.95,0
1994,2,2,-7.35,1.05,0
1994,2,3,-8.75,0.45,0
1994,2,4,-10.45,-0.55,0
1994,2,5,-9.15,1.05,0.6
1994,2,6,-10.25,-1.65,1.1
1994,2,7,-15.65,-6.55,0
1994,2,8,-19.25,-6.25,0
1994,2,9,-10.75,-3.25,25.5
1994,2,10,-11.05,-2.35,0
1994,2,11,-9.95,-2.55,4.9
1994,2,12,-8.15,-0.95,9.7
1994,2,13,-7.25,-1.35,15.2
1994,2,14,-8.45,0.05,7.9
1994,2,15,-4.55,1.45,10.2
1994,2,16,-2.15,3.45,11.2
1994,2,17,-3.95,4.35,12.2
1994,2,18,-8.55,-1.95,6.8
1994,2,19,-7.95,-2.05,0.8
1994,2,20,-6.05,0.35,2.9
1994,2,21,-6.95,-2.15,8.3
1994,2,22,-9.15,-1.45,29.2
1994,2,23,-8.65,-0.35,29.3
1994,2,24,-9.15,-3.05,22.2
1994,2,25,-10.05,-2.05,8.8
1994,2,26,-7.45,-0.55,5.3
1994,2,27,-4.45,1.65,25.3
1994,2,28,-1.75,5.85,11.2
1994,3,1,0.85,8.15,8.1
1994,3,2,-0.25,8.15,9.1
1994,3,3,-0.25,7.75,11.1
1994,3,4,-4.25,3.05,6.4
1994,3,5,-7.75,3.25,0
1994,3,6,-9.25,2.25,0
1994,3,7,-9.25,2.55,0
1994,3,8,-6.65,7.05,0
1994,3,9,-3.35,8.85,0
1994,3,10,-3.75,4.95,6.7
1994,3,11,-5.15,7.75,0
1994,3,12,-3.45,10.55,0
1994,3,13,0.85,10.95,0
1994,3,14,-2.05,12.45,0
1994,3,15,-0.95,8.65,0.9
1994,3,16,-3.45,3.65,7.3
1994,3,17,-5.15,2.85,22.4
1994,3,18,-6.15,1.65,22.3
1994,3,19,-7.55,-0.05,6.5
1994,3,20,-5.25,0.45,20.9
1994,3,21,-7.65,0.85,9.5
1994,3,22,-9.05,-0.35,1.7
1994,3,23,-8.75,1.75,0
1994,3,24,-7.35,2.35,0
1994,3,25,-7.35,6.35,0
1994,3,26,-2.85,10.95,0
1994,3,27,-0.55,15.05,0
1994,3,28,1.05,15.05,0
1994,3,29,0.45,13.85,0
1994,3,30,1.55,14.15,0
1994,3,31,2.15,10.55,0
1994,4,1,-1.05,13.45,0
1994,4,2,-0.35,9.45,0
1994,4,3,-2.95,3.05,3.3
1994,4,4,-4.75,3.45,0
1994,4,5,-4.05,4.15,3.2
