"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Future Climate Projections (Daily) - MACAv2-METDATA(https://climate.northwestknowledge.net/MACA/) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4794 North,-120.9806 East" 
Variable List: 
tasmax: Max Daily Temperature from GFDL-ESM2M (USA) RCP 8.5 (2006-2099)
tasmin: Min Daily Temperature from GFDL-ESM2M (USA) RCP 8.5 (2006-2099)
pr: Precipitation from GFDL-ESM2M (USA) RCP 8.5 (2006-2099)
********************************************************
Year,Month,Day,tasmax-GFDL-ESM2M(degC),tasmin-GFDL-ESM2M(degC),pr-GFDL-ESM2M(mm)
2006,1,1,-1.68,-8.74,20.24485
2006,1,2,-1.52,-11.70,21.20953
2006,1,3,-0.56,-12.31,0
2006,1,4,0.91,-6.31,0
2006,1,5,0.94,-5.83,0.88929
2006,1,6,0.86,-7.16,0
2006,1,7,1.07,-6.91,0
2006,1,8,1.83,-2.73,11.3383
2006,1,9,0.48,-3.66,27.50977
2006,1,10,-0.41,-12.08,0
2006,1,11,-0.29,-8.74,10.1204
2006,1,12,0.60,-6.15,0
2006,1,13,0.85,-5.95,11.0582
2006,1,14,0.78,-5.54,1.4166
2006,1,15,0.13,-11.05,51.90041
2006,1,16,0.69,-5.51,26.63746
2006,1,17,-0.72,-10.40,5.99077
2006,1,18,-2.50,-6.82,18.66959
2006,1,19,-3.24,-6.78,11.80786
2006,1,20,-2.86,-10.89,2.12701
2006,1,21,-5.73,-11.55,0
2006,1,22,-5.61,-12.50,0
2006,1,23,-5.94,-12.41,1.13935
2006,1,24,-6.38,-14.24,0
2006,1,25,-6.76,-14.17,0
2006,1,26,-5.85,-14.75,0
2006,1,27,-4.85,-13.47,0
2006,1,28,-3.92,-10.90,0
2006,1,29,-4.59,-12.44,0
2006,1,30,-3.94,-12.34,0.44587
2006,1,31,-4.03,-11.09,11.927
2006,2,1,-2.55,-16.88,1.34199
2006,2,2,-8.19,-18.43,0.36032
2006,2,3,-0.14,-15.38,3.08711
2006,2,4,-2.91,-9.07,45.78374
2006,2,5,-1.76,-11.03,9.55658
2006,2,6,-4.94,-15.99,1.73426
2006,2,7,-7.59,-17.50,0.3999
2006,2,8,-4.73,-14.36,0
2006,2,9,-3.96,-12.18,0
2006,2,10,-3.50,-10.93,5.58574
2006,2,11,-3.08,-10.36,0.83644
2006,2,12,-2.60,-10.36,0.29036
2006,2,13,-2.00,-10.04,2.93077
2006,2,14,-0.38,-7.16,9.96372
2006,2,15,-3.55,-8.78,16.70331
2006,2,16,-2.55,-10.27,1.37234
2006,2,17,-1.64,-8.26,6.56087
2006,2,18,-1.65,-8.71,1.92758
2006,2,19,0.34,-7.65,25.93383
2006,2,20,1.48,-4.75,31.58232
2006,2,21,3.00,-5.98,82.34412
2006,2,22,3.35,-2.46,86.78258
2006,2,23,1.60,-4.33,49.26584
2006,2,24,1.77,-3.75,23.14556
2006,2,25,2.22,-4.20,34.95096
2006,2,26,4.54,-2.79,67.5069
2006,2,27,4.73,-2.20,30.9606
2006,2,28,3.85,-7.38,25.76823
2006,3,1,3.71,-8.20,7.39402
2006,3,2,8.88,-1.28,13.36248
2006,3,3,6.24,-3.60,2.86873
2006,3,4,7.87,-4.45,0
2006,3,5,8.35,-3.83,0
2006,3,6,8.61,-3.11,2.11758
2006,3,7,8.47,-4.40,0.59037
2006,3,8,9.21,-2.44,0.80611
2006,3,9,9.13,-1.33,0
2006,3,10,10.09,-2.84,0
2006,3,11,10.13,-5.34,0
2006,3,12,11.06,-4.18,0
2006,3,13,10.31,-5.52,0
2006,3,14,1.85,-7.50,0.57935
2006,3,15,-0.80,-8.78,1.29584
2006,3,16,-1.04,-9.58,0
2006,3,17,3.42,-8.44,0
2006,3,18,4.03,-5.31,1.4417
2006,3,19,2.08,-5.42,6.97713
2006,3,20,3.42,-6.15,6.33651
2006,3,21,4.77,-6.34,1.77657
2006,3,22,5.49,-6.40,2.02672
2006,3,23,5.46,-5.74,0
2006,3,24,9.49,-5.28,0.73924
2006,3,25,10.82,-2.85,0
2006,3,26,12.22,-3.99,0
2006,3,27,12.66,-3.63,0.72186
2006,3,28,12.85,-4.44,0
2006,3,29,13.24,-3.28,0
2006,3,30,13.18,-2.33,0
2006,3,31,14.68,-2.57,0
2006,4,1,16.07,-2.98,0
2006,4,2,15.65,-2.22,0
2006,4,3,17.87,1.27,0
2006,4,4,17.53,-2.56,0.28563
2006,4,5,12.96,-5.80,0.29757
2006,4,6,18.74,-2.37,0
2006,4,7,17.88,-2.24,0.56563
2006,4,8,10.96,-2.37,0
2006,4,9,5.39,-2.84,9.40094
2006,4,10,6.80,-5.05,4.55961
2006,4,11,5.37,-3.35,2.30502
2006,4,12,6.43,-3.45,0.44178
2006,4,13,9.53,-2.84,0
2006,4,14,8.61,-3.85,0.28582
2006,4,15,7.99,-2.17,1.42768
2006,4,16,7.23,-2.15,0
2006,4,17,9.09,-4.72,0
2006,4,18,11.22,-2.89,0
2006,4,19,12.40,-2.89,0.83576
2006,4,20,9.03,0.13,0
2006,4,21,10.49,-1.67,0
2006,4,22,9.10,-5.51,1.85902
2006,4,23,7.61,-4.59,3.88719
2006,4,24,4.17,-6.15,3.26255
2006,4,25,3.23,-6.41,0.94822
2006,4,26,8.59,-5.79,0
2006,4,27,9.08,0.89,2.4575
2006,4,28,12.45,0.93,5.1518
2006,4,29,12.04,-1.71,0
2006,4,30,20.08,-0.49,0
2006,5,1,19.31,2.98,0
2006,5,2,12.34,-1.26,0
2006,5,3,15.01,5.14,0
2006,5,4,19.73,3.60,0
2006,5,5,26.81,9.18,0
2006,5,6,26.44,6.94,1.24444
2006,5,7,11.02,1.79,4.04853
2006,5,8,11.62,-1.22,3.60189
2006,5,9,15.72,-0.36,0
2006,5,10,16.32,3.00,0
2006,5,11,19.76,0.77,0
2006,5,12,25.80,5.44,0
2006,5,13,30.40,9.22,0
2006,5,14,30.60,7.46,1.93854
2006,5,15,12.21,2.15,1.31941
2006,5,16,10.31,0.75,0.72808
2006,5,17,15.69,-1.76,0
2006,5,18,22.57,7.01,0
2006,5,19,22.62,5.85,0
2006,5,20,18.89,2.29,0
2006,5,21,16.38,-0.98,0
2006,5,22,15.40,-0.89,0
2006,5,23,16.93,1.76,0
2006,5,24,16.11,3.03,0.48768
2006,5,25,9.95,0.68,6.72771
2006,5,26,13.99,2.47,3.409
2006,5,27,14.36,5.18,5.08957
2006,5,28,11.00,1.56,4.8146
2006,5,29,13.46,2.43,2.91058
2006,5,30,12.24,0.47,1.1966
2006,5,31,9.28,-0.78,2.37944
2006,6,1,7.02,-0.46,1.58882
2006,6,2,7.81,1.04,6.16266
2006,6,3,14.51,4.52,0
2006,6,4,21.13,6.80,0
2006,6,5,21.19,7.80,0.45089
2006,6,6,16.23,6.73,0
2006,6,7,14.96,4.37,0.50201
2006,6,8,14.32,0.05,0
2006,6,9,15.11,0.50,0
2006,6,10,15.31,4.63,0
2006,6,11,11.36,2.26,1.43327
2006,6,12,11.27,-0.85,1.36374
2006,6,13,10.93,-1.67,0
2006,6,14,10.95,-0.93,1.56108
2006,6,15,11.07,0.15,3.94386
2006,6,16,11.18,0.07,3.87033
2006,6,17,13.65,-1.57,0
2006,6,18,19.90,3.63,0
2006,6,19,24.46,7.46,0
2006,6,20,27.09,12.19,0
2006,6,21,20.09,6.72,3.73497
2006,6,22,12.55,3.39,0.75652
2006,6,23,14.64,2.82,0
2006,6,24,15.48,1.06,0
2006,6,25,17.10,2.86,0
2006,6,26,19.00,5.53,0
2006,6,27,19.22,4.96,0.27988
2006,6,28,13.15,-0.86,2.34446
2006,6,29,14.30,-0.76,0
2006,6,30,16.30,1.69,0
2006,7,1,16.46,0.99,0
2006,7,2,16.15,3.79,2.08582
2006,7,3,13.61,2.57,1.86571
2006,7,4,14.10,1.49,0.37549
2006,7,5,14.43,2.01,0
2006,7,6,13.44,2.74,2.29008
2006,7,7,10.60,1.70,1.87716
2006,7,8,12.37,-1.52,0
2006,7,9,13.82,0.05,0.36819
2006,7,10,14.06,-0.60,0
2006,7,11,13.64,2.44,0
2006,7,12,12.30,0.03,0
2006,7,13,15.42,-1.37,0
2006,7,14,22.81,3.53,0
2006,7,15,27.29,8.56,0
2006,7,16,28.05,11.07,0
2006,7,17,28.02,10.80,0
2006,7,18,28.66,12.33,0
2006,7,19,29.81,14.01,0.30044
2006,7,20,30.03,13.92,0
2006,7,21,29.99,15.90,0
2006,7,22,30.18,14.14,0.5693
2006,7,23,28.63,9.92,0
2006,7,24,26.37,8.68,0
2006,7,25,27.03,11.73,0
2006,7,26,27.01,11.21,0
2006,7,27,26.99,11.28,0.30176
2006,7,28,27.36,13.32,0
2006,7,29,24.35,8.25,0
2006,7,30,18.29,3.14,0
2006,7,31,18.66,4.04,0
2006,8,1,18.89,3.85,0
2006,8,2,18.49,6.30,0.32395
2006,8,3,15.63,5.53,0
2006,8,4,18.75,2.34,0
2006,8,5,22.75,4.32,0.33228
2006,8,6,25.28,8.40,0
2006,8,7,25.35,7.39,0
2006,8,8,25.30,8.63,0
2006,8,9,25.21,8.78,0
2006,8,10,24.76,8.92,0
2006,8,11,24.08,8.58,0
2006,8,12,24.03,9.36,0
2006,8,13,25.05,10.79,0
2006,8,14,26.58,11.42,0
2006,8,15,27.39,13.26,0
2006,8,16,28.42,15.11,0
2006,8,17,28.11,17.39,0
2006,8,18,23.22,11.96,0
2006,8,19,22.29,9.99,6.49273
2006,8,20,19.37,9.85,4.47497
2006,8,21,21.05,8.71,1.54927
2006,8,22,22.76,9.67,4.6289
2006,8,23,22.01,8.88,3.97155
2006,8,24,23.39,10.33,0
2006,8,25,23.31,11.55,0
2006,8,26,22.96,7.67,0
2006,8,27,22.04,6.75,0
2006,8,28,21.98,7.28,0
2006,8,29,19.09,8.16,0
2006,8,30,16.41,7.54,0
2006,8,31,16.03,1.86,0.3772
2006,9,1,15.09,7.59,0.58603
2006,9,2,13.82,1.55,0
2006,9,3,12.39,0.80,0
2006,9,4,12.42,1.04,0.77894
2006,9,5,12.01,0.57,0.76095
2006,9,6,11.40,-0.05,0.98186
2006,9,7,11.05,0.53,0.82202
2006,9,8,11.90,-1.12,0
2006,9,9,14.13,-1.17,0
2006,9,10,14.55,3.75,0
2006,9,11,14.68,6.86,0
2006,9,12,14.09,5.13,0.49224
2006,9,13,10.57,-1.07,0
2006,9,14,10.36,1.31,2.71431
2006,9,15,11.40,0.00,1.05039
2006,9,16,13.21,1.63,0
2006,9,17,13.78,3.59,0
2006,9,18,12.96,4.73,3.86221
2006,9,19,11.21,3.59,3.99328
2006,9,20,10.49,3.23,2.28153
2006,9,21,8.35,2.01,34.77369
2006,9,22,8.95,1.82,23.44296
2006,9,23,10.41,1.89,18.97227
2006,9,24,9.19,2.24,7.15186
2006,9,25,7.97,0.14,10.38359
2006,9,26,10.58,3.84,9.89951
2006,9,27,11.80,6.06,0.80031
2006,9,28,12.06,2.57,0.86767
2006,9,29,15.56,3.67,0
2006,9,30,15.56,5.68,0
2006,10,1,8.69,-1.28,0
2006,10,2,10.35,-1.51,0
2006,10,3,14.47,0.98,0
2006,10,4,15.80,4.32,0
2006,10,5,14.43,2.30,0
2006,10,6,12.77,5.48,0
2006,10,7,11.62,4.96,5.86384
2006,10,8,11.13,1.75,5.43134
2006,10,9,5.21,-1.46,2.29078
2006,10,10,5.80,-3.25,0
2006,10,11,9.72,-2.13,0
2006,10,12,11.89,0.43,0
2006,10,13,11.49,0.37,0
2006,10,14,12.03,2.88,0
2006,10,15,11.33,2.28,3.54242
2006,10,16,10.04,3.30,7.79774
2006,10,17,6.65,-1.49,0
2006,10,18,4.94,-0.75,5.35072
2006,10,19,5.02,-0.62,10.72506
2006,10,20,4.93,0.72,7.29925
2006,10,21,3.49,-0.30,22.50196
2006,10,22,3.00,-2.21,9.41995
2006,10,23,3.24,-2.22,20.4258
2006,10,24,4.71,-0.36,14.80549
2006,10,25,2.79,-3.39,0.83857
2006,10,26,1.39,-4.61,1.95496
2006,10,27,2.37,-3.65,10.86876
2006,10,28,1.17,-3.45,29.14271
2006,10,29,2.36,-1.15,38.27795
2006,10,30,3.20,-2.00,19.15959
2006,10,31,1.20,-3.14,3.28062
2006,11,1,-0.20,-5.13,9.20864
2006,11,2,-0.44,-3.00,15.97511
2006,11,3,1.03,-3.68,19.07709
2006,11,4,0.95,-2.32,6.70082
2006,11,5,0.85,-4.97,5.91144
2006,11,6,1.59,-2.50,8.08713
2006,11,7,2.00,-3.42,0.46106
2006,11,8,2.07,-4.61,0
2006,11,9,3.48,-4.76,0
2006,11,10,2.86,-4.33,0
2006,11,11,3.81,-1.48,0
2006,11,12,12.54,2.41,0
2006,11,13,10.45,0.13,0
2006,11,14,10.30,0.23,0.3187
2006,11,15,3.16,-0.47,20.48758
2006,11,16,4.07,-2.10,20.28124
2006,11,17,4.48,-5.63,10.54164
2006,11,18,0.76,-5.89,9.80567
2006,11,19,4.61,1.61,4.38989
2006,11,20,2.05,-0.25,26.19464
2006,11,21,4.18,-3.53,5.85698
2006,11,22,-0.32,-4.47,7.04238
2006,11,23,0.53,-5.71,18.77061
2006,11,24,-0.05,-5.94,64.27737
2006,11,25,3.84,-1.42,161.91034
2006,11,26,1.64,-10.41,12.97896
2006,11,27,-2.98,-8.67,3.46023
2006,11,28,-2.13,-7.59,7.04159
2006,11,29,-2.83,-8.79,13.23582
2006,11,30,-0.30,-8.34,81.95866
2006,12,1,2.24,-1.51,72.28888
2006,12,2,1.88,-4.68,24.66146
2006,12,3,-0.73,-4.55,52.67915
2006,12,4,0.02,-8.46,2.29393
2006,12,5,-3.74,-9.28,0
2006,12,6,-3.63,-8.85,48.44063
2006,12,7,-2.75,-10.22,1.28899
2006,12,8,-9.12,-15.59,39.64896
2006,12,9,-7.34,-19.59,0
2006,12,10,-8.70,-17.09,0
2006,12,11,-8.33,-15.55,0
2006,12,12,-6.06,-12.38,0
2006,12,13,-4.17,-12.00,0
2006,12,14,-3.51,-12.96,1.73159
2006,12,15,-9.01,-18.33,0
2006,12,16,-10.06,-20.14,0
2006,12,17,-6.83,-15.97,0
2006,12,18,-2.72,-11.17,6.56641
2006,12,19,-5.10,-18.22,0.67744
2006,12,20,-6.74,-11.10,0.90352
2006,12,21,-6.91,-15.47,1.23016
2006,12,22,-10.58,-27.45,0
2006,12,23,-21.84,-29.51,0.28879
2006,12,24,-20.05,-29.37,1.47775
2006,12,25,-6.38,-18.28,2.34334
2006,12,26,-4.42,-10.97,0.87515
2006,12,27,-1.37,-9.77,18.7345
2006,12,28,0.18,-3.80,5.27541
2006,12,29,-1.63,-4.57,19.29342
2006,12,30,-0.39,-7.23,4.50645
2006,12,31,0.64,-5.83,0.36574
2007,1,1,1.45,-4.98,4.16086
2007,1,2,-0.07,-2.21,3.5561
2007,1,3,-0.37,-4.25,16.9087
2007,1,4,1.70,-2.01,49.8579
2007,1,5,0.59,-8.73,7.04255
2007,1,6,-3.24,-10.93,9.17599
2007,1,7,-0.66,-8.51,18.05941
2007,1,8,-3.87,-7.19,14.6631
2007,1,9,-0.24,-7.99,10.85681
2007,1,10,0.89,-4.44,27.6231
2007,1,11,0.33,-9.69,6.03291
2007,1,12,-5.43,-12.10,2.59837
2007,1,13,-6.61,-13.96,0.57022
2007,1,14,-4.53,-9.99,0.78831
2007,1,15,-4.81,-13.44,1.31021
2007,1,16,-1.80,-11.46,20.26282
2007,1,17,-0.30,-7.33,14.54926
2007,1,18,-3.01,-10.79,5.78281
2007,1,19,-4.82,-12.89,0
2007,1,20,-2.99,-10.49,12.09184
2007,1,21,-1.32,-5.67,15.80413
2007,1,22,-0.03,-8.51,21.46785
2007,1,23,-1.08,-6.88,16.89921
2007,1,24,-1.20,-7.31,7.05919
2007,1,25,-0.54,-10.40,39.7882
2007,1,26,0.61,-5.42,14.6065
2007,1,27,-0.24,-9.60,3.29816
2007,1,28,0.52,-4.35,0.51263
2007,1,29,2.09,-0.97,0.30349
2007,1,30,1.77,-1.13,2.94572
2007,1,31,2.81,-4.77,21.39806
2007,2,1,1.41,-5.54,5.19796
2007,2,2,0.52,-9.85,0.35105
2007,2,3,-2.00,-11.15,0
2007,2,4,-1.53,-11.27,16.54516
2007,2,5,1.29,-4.62,5.61774
2007,2,6,0.66,-6.74,1.30136
2007,2,7,-2.25,-8.43,1.30673
2007,2,8,-3.35,-12.91,0.65318
2007,2,9,-2.05,-11.83,0.37186
2007,2,10,0.59,-5.82,3.57554
2007,2,11,0.49,-7.93,10.86528
2007,2,12,3.24,-4.73,27.04922
2007,2,13,2.85,-4.03,66.26952
2007,2,14,1.90,-6.25,0.49001
2007,2,15,-1.34,-10.32,0
2007,2,16,-0.42,-9.33,0
2007,2,17,0.33,-7.06,0
2007,2,18,-0.04,-8.13,1.64217
2007,2,19,1.38,-6.24,2.71411
2007,2,20,2.35,-4.14,9.55617
2007,2,21,1.20,-8.08,5.0377
2007,2,22,0.08,-9.24,5.4635
2007,2,23,0.05,-5.28,9.56645
2007,2,24,2.41,-8.35,9.02688
2007,2,25,1.97,-1.91,5.34513
2007,2,26,2.22,-2.90,11.5975
2007,2,27,2.26,-3.58,9.63734
2007,2,28,2.55,-5.18,1.86768
2007,3,1,1.12,-8.00,0.37924
2007,3,2,1.64,-7.17,0
2007,3,3,2.81,-6.82,0
2007,3,4,3.33,-6.76,2.40064
2007,3,5,4.08,-6.55,0
2007,3,6,2.54,-4.54,9.38313
2007,3,7,4.08,-5.91,1.0496
2007,3,8,3.10,-6.57,3.4297
2007,3,9,4.08,-4.22,5.87547
2007,3,10,5.77,-6.24,3.23255
2007,3,11,6.01,-2.39,3.79643
2007,3,12,5.25,-2.86,3.3873
2007,3,13,5.37,-5.97,2.32819
2007,3,14,4.86,-5.93,1.0454
2007,3,15,5.49,-5.61,1.03195
2007,3,16,8.21,-5.10,0
2007,3,17,6.48,-5.18,0
2007,3,18,5.79,-3.49,4.19097
2007,3,19,4.93,-2.97,25.73515
2007,3,20,8.27,-0.76,0
2007,3,21,8.04,-3.18,3.67425
2007,3,22,7.98,-2.27,1.91797
2007,3,23,7.27,-6.15,0
2007,3,24,7.77,-5.10,1.86394
2007,3,25,5.49,-4.81,6.44935
2007,3,26,5.65,-6.78,2.88302
2007,3,27,6.08,-4.57,2.06041
2007,3,28,9.63,-1.30,2.02377
2007,3,29,5.01,-5.62,13.36016
2007,3,30,5.02,-4.74,3.02315
2007,3,31,4.30,-4.89,3.84926
2007,4,1,5.71,-6.40,1.34821
2007,4,2,6.32,-4.18,8.20737
2007,4,3,1.93,-6.86,22.03134
2007,4,4,4.32,-6.80,0
2007,4,5,6.56,-5.51,0
2007,4,6,5.18,-3.38,0.90212
2007,4,7,4.03,-5.23,1.34977
2007,4,8,4.70,-5.55,1.29304
2007,4,9,6.37,-2.49,0.42215
2007,4,10,8.57,-0.16,1.60699
2007,4,11,6.85,-1.47,4.58268
2007,4,12,11.11,1.23,3.49645
2007,4,13,9.69,-2.82,4.5436
2007,4,14,7.45,-3.05,0
2007,4,15,9.21,-2.45,0.32565
2007,4,16,8.78,0.16,0.28448
2007,4,17,7.86,-0.78,4.54304
2007,4,18,8.14,-3.59,5.93816
2007,4,19,8.88,-1.19,4.44829
2007,4,20,9.90,-0.67,3.25837
2007,4,21,7.12,-2.02,14.3873
2007,4,22,11.41,-1.71,0.70381
2007,4,23,10.77,1.25,5.72023
2007,4,24,9.01,-1.01,9.85455
2007,4,25,4.75,-3.96,7.44718
2007,4,26,8.48,-4.08,1.77864
2007,4,27,9.03,-3.12,0
2007,4,28,7.89,-2.78,1.66544
2007,4,29,3.57,-3.20,3.89054
2007,4,30,7.89,-0.93,0.68873
2007,5,1,8.62,-4.27,0
2007,5,2,11.06,-5.72,0
2007,5,3,10.99,-0.38,1.17987
2007,5,4,6.62,-2.12,0.71158
2007,5,5,15.04,-0.21,0.71629
2007,5,6,14.55,-0.27,0
2007,5,7,14.14,0.02,0
2007,5,8,13.64,2.16,7.14479
2007,5,9,9.10,-0.79,7.45934
2007,5,10,11.35,2.17,4.30275
2007,5,11,11.01,-0.36,1.41843
2007,5,12,17.37,2.43,0.33291
2007,5,13,22.78,7.49,0
2007,5,14,19.72,5.63,0.73839
2007,5,15,20.60,6.34,5.5793
2007,5,16,15.17,2.28,13.40219
2007,5,17,13.28,-1.83,0.8483
2007,5,18,12.35,0.88,0
2007,5,19,18.04,1.62,0.96947
2007,5,20,8.99,0.13,11.09249
2007,5,21,12.77,0.80,1.96054
2007,5,22,15.55,4.20,5.54022
2007,5,23,11.80,-0.84,49.8936
2007,5,24,10.85,0.74,8.89107
2007,5,25,11.56,-2.84,1.30623
2007,5,26,11.75,2.25,3.44352
2007,5,27,13.47,-0.05,0
2007,5,28,17.42,2.76,0
2007,5,29,20.11,4.72,0
2007,5,30,20.43,6.18,0
2007,5,31,17.67,2.25,0
2007,6,1,15.32,-0.56,0
2007,6,2,17.14,2.70,0
2007,6,3,17.18,2.55,0
2007,6,4,15.57,1.77,0
2007,6,5,14.97,0.50,0
2007,6,6,17.46,1.00,0
2007,6,7,20.56,4.99,0
2007,6,8,21.65,7.37,0
2007,6,9,22.02,8.36,0
2007,6,10,21.18,6.74,0
2007,6,11,24.98,8.16,0
2007,6,12,21.75,4.51,13.63263
2007,6,13,16.34,1.57,0.29101
2007,6,14,20.53,5.76,0
2007,6,15,21.25,7.11,1.42755
2007,6,16,20.22,5.85,0.79384
2007,6,17,18.86,5.90,0.45328
2007,6,18,19.46,5.34,0.66622
2007,6,19,20.89,6.66,0
2007,6,20,21.86,7.93,0
2007,6,21,21.73,7.78,0
2007,6,22,20.59,5.67,0
2007,6,23,22.44,6.11,0
2007,6,24,25.45,8.11,0
2007,6,25,26.12,9.01,0
2007,6,26,26.28,9.33,0
2007,6,27,26.30,12.51,0
2007,6,28,20.05,10.14,5.46936
2007,6,29,17.95,9.23,7.19403
2007,6,30,12.95,7.35,9.26993
2007,7,1,13.69,5.54,4.06712
2007,7,2,13.64,7.30,2.45799
2007,7,3,13.65,6.16,1.91085
2007,7,4,14.05,4.95,1.39927
2007,7,5,14.97,5.41,0.30684
2007,7,6,15.51,5.02,0
2007,7,7,15.67,5.06,0
2007,7,8,18.85,3.84,0
2007,7,9,19.58,6.50,3.36419
2007,7,10,16.55,7.42,9.09795
2007,7,11,18.46,2.97,0
2007,7,12,21.61,5.06,0
2007,7,13,22.08,7.10,0
2007,7,14,24.25,9.99,0
2007,7,15,26.50,11.89,0.72982
2007,7,16,24.60,10.55,3.86005
2007,7,17,23.88,8.39,1.09718
2007,7,18,27.20,10.80,0
2007,7,19,25.10,12.53,1.12513
2007,7,20,25.02,11.33,1.3659
2007,7,21,24.97,9.62,0
2007,7,22,24.80,8.87,0.57644
2007,7,23,22.69,6.82,0
2007,7,24,22.58,2.45,0
2007,7,25,22.69,8.87,0
2007,7,26,19.92,3.78,0
2007,7,27,21.78,2.01,0
2007,7,28,24.35,5.59,0
2007,7,29,25.53,7.11,0
2007,7,30,24.39,6.47,0
2007,7,31,23.14,5.08,0
2007,8,1,27.04,7.55,0
2007,8,2,29.20,9.63,0
2007,8,3,29.23,10.86,0
2007,8,4,25.97,7.49,0
2007,8,5,24.50,8.56,0
2007,8,6,26.38,10.56,0
2007,8,7,26.95,10.38,0
2007,8,8,28.01,10.41,0
2007,8,9,30.54,13.99,0
2007,8,10,30.19,13.43,0.31301
2007,8,11,27.94,12.39,1.282
2007,8,12,27.46,9.18,0
2007,8,13,26.76,9.02,0.31029
2007,8,14,23.56,9.77,1.69638
2007,8,15,19.26,9.27,0.55616
2007,8,16,23.87,6.76,0
2007,8,17,26.32,9.40,0
2007,8,18,27.53,11.64,0
2007,8,19,28.27,12.54,0
2007,8,20,30.39,14.06,0
2007,8,21,30.50,13.49,1.2083
2007,8,22,25.49,11.03,1.06562
2007,8,23,23.39,6.03,0.56119
2007,8,24,23.92,10.82,2.72449
2007,8,25,23.03,10.07,6.54137
2007,8,26,24.84,9.70,0
2007,8,27,25.65,9.96,0
2007,8,28,25.33,10.18,0.35113
2007,8,29,20.45,5.00,0
2007,8,30,19.64,5.10,0
2007,8,31,16.41,0.98,0
2007,9,1,13.88,0.49,0.53059
2007,9,2,13.85,0.50,0.73603
2007,9,3,14.27,0.29,0
2007,9,4,14.38,2.89,2.10833
2007,9,5,15.70,5.74,0
2007,9,6,18.25,3.75,0
2007,9,7,18.29,4.22,0
2007,9,8,17.82,5.90,0
2007,9,9,13.77,-0.06,0
2007,9,10,13.77,1.69,0
2007,9,11,14.95,5.16,0
2007,9,12,16.39,4.24,0
2007,9,13,18.50,5.34,0
2007,9,14,16.87,2.34,0
2007,9,15,16.14,3.59,0.42139
2007,9,16,17.46,1.60,2.84178
2007,9,17,17.54,6.23,0
2007,9,18,13.87,5.43,0.96128
2007,9,19,13.85,7.10,0.83195
2007,9,20,17.31,8.14,0
2007,9,21,17.10,6.77,0
2007,9,22,14.36,1.00,0
2007,9,23,14.91,-0.14,0
2007,9,24,15.35,-0.19,0
2007,9,25,14.91,0.04,0
2007,9,26,14.81,1.18,0
2007,9,27,10.33,2.34,1.2556
2007,9,28,11.76,1.26,4.56994
2007,9,29,11.41,3.18,2.36067
2007,9,30,8.10,1.29,0
2007,10,1,8.68,0.79,0
2007,10,2,9.56,-2.26,0
2007,10,3,9.34,-1.84,0
2007,10,4,6.10,-4.43,0.88103
2007,10,5,8.51,-3.34,0
2007,10,6,11.76,-2.64,0
2007,10,7,13.70,-4.08,0
2007,10,8,13.99,-1.06,0
2007,10,9,13.82,3.05,0.41452
2007,10,10,13.75,1.36,0
2007,10,11,8.12,-1.34,0.41253
2007,10,12,10.50,3.07,0
2007,10,13,13.11,1.46,0
2007,10,14,15.02,1.38,0
2007,10,15,15.11,2.46,0
2007,10,16,11.33,-0.63,0
2007,10,17,7.96,-0.63,0
2007,10,18,11.51,0.83,2.04191
2007,10,19,11.63,1.79,0
2007,10,20,12.17,3.22,56.75811
2007,10,21,5.95,0.60,19.14804
2007,10,22,5.67,-1.59,2.21863
2007,10,23,4.24,-4.50,0
2007,10,24,8.28,-0.95,0
2007,10,25,7.76,-0.37,2.58855
2007,10,26,6.67,-1.30,0
2007,10,27,10.50,1.25,0
2007,10,28,10.61,0.17,0
2007,10,29,10.63,0.19,0
2007,10,30,9.46,-2.13,0
2007,10,31,9.52,-0.12,0.28391
2007,11,1,7.31,2.00,3.20931
2007,11,2,3.65,-1.53,29.40379
2007,11,3,2.42,-2.41,8.75966
2007,11,4,3.89,-2.47,6.14993
2007,11,5,5.40,-0.72,119.92957
2007,11,6,3.47,-3.03,4.5835
2007,11,7,1.92,-2.13,0
2007,11,8,3.15,-3.33,31.10659
2007,11,9,6.58,2.93,5.08553
2007,11,10,6.09,0.10,6.4568
2007,11,11,3.95,-4.10,5.10669
2007,11,12,1.62,-6.22,0
2007,11,13,4.96,-3.94,0
2007,11,14,3.91,-3.42,0
2007,11,15,3.36,0.77,10.95433
2007,11,16,2.41,-5.35,6.6852
2007,11,17,-0.57,-6.50,5.13657
2007,11,18,-0.68,-4.40,38.20469
2007,11,19,-2.28,-5.87,12.52336
2007,11,20,1.75,-4.73,9.41873
2007,11,21,1.78,-1.01,41.65458
2007,11,22,0.76,-9.33,11.43122
2007,11,23,-3.38,-9.11,0
2007,11,24,5.03,-7.58,67.86147
2007,11,25,3.49,-3.08,42.00331
2007,11,26,1.67,-6.23,2.74778
2007,11,27,-3.43,-10.30,0
2007,11,28,-4.57,-12.08,0
2007,11,29,-4.09,-10.55,0
2007,11,30,-3.58,-10.21,0.4091
2007,12,1,-2.65,-8.35,0
2007,12,2,-2.23,-7.45,0
2007,12,3,-1.58,-8.32,0.74377
