"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Future Climate Projections (Daily) - MACAv2-METDATA(https://climate.northwestknowledge.net/MACA/) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4794 North,-120.9806 East" 
Variable List: 
tasmax: Max Daily Temperature from NorESM1-M (Norway) RCP 4.5 (2006-2099)
tasmin: Min Daily Temperature from NorESM1-M (Norway) RCP 4.5 (2006-2099)
pr: Precipitation from NorESM1-M (Norway) RCP 4.5 (2006-2099)
********************************************************
Year,Month,Day,tasmax-NorESM1-M(degC),tasmin-NorESM1-M(degC),pr-NorESM1-M(mm)
2006,1,1,0.74,-4.96,24.23932
2006,1,2,1.92,-4.41,69.6171
2006,1,3,1.49,-4.28,38.20242
2006,1,4,2.96,-6.94,33.21425
2006,1,5,1.75,-2.86,21.63912
2006,1,6,1.14,-2.84,28.75471
2006,1,7,0.94,-5.14,19.93062
2006,1,8,0.82,-4.50,42.04623
2006,1,9,1.70,-3.14,43.69488
2006,1,10,0.34,-7.55,0.66305
2006,1,11,-1.70,-8.42,0
2006,1,12,-2.84,-8.48,0
2006,1,13,-0.82,-7.78,0
2006,1,14,-0.96,-6.97,0.40262
2006,1,15,-0.15,-6.26,18.82568
2006,1,16,0.21,-5.46,24.04795
2006,1,17,1.08,-4.59,4.89752
2006,1,18,-1.48,-6.88,10.65462
2006,1,19,1.47,-5.58,18.69569
2006,1,20,-0.14,-7.26,0.42479
2006,1,21,-0.96,-7.52,6.3361
2006,1,22,0.30,-5.66,4.95443
2006,1,23,-0.70,-7.21,19.68603
2006,1,24,0.82,-5.25,10.35425
2006,1,25,1.36,-5.78,2.34704
2006,1,26,0.72,-7.89,0
2006,1,27,1.77,-7.52,0
2006,1,28,1.98,-7.22,0
2006,1,29,1.86,-6.95,0
2006,1,30,2.11,-7.31,0
2006,1,31,2.06,-9.53,0
2006,2,1,3.43,-8.19,0
2006,2,2,0.46,-10.07,0
2006,2,3,-6.70,-15.46,0
2006,2,4,-4.70,-12.81,0
2006,2,5,-6.12,-12.33,1.81359
2006,2,6,-3.14,-13.75,0
2006,2,7,-0.69,-10.20,0.37458
2006,2,8,-1.11,-9.36,1.19346
2006,2,9,-1.01,-8.36,8.99724
2006,2,10,1.64,-4.44,6.00875
2006,2,11,0.73,-6.35,34.29677
2006,2,12,1.68,-4.57,57.34777
2006,2,13,2.32,-4.80,29.89373
2006,2,14,6.81,1.72,53.22507
2006,2,15,4.91,-3.31,43.05217
2006,2,16,2.74,-7.17,0.50154
2006,2,17,4.89,-7.16,0
2006,2,18,6.64,-5.06,0
2006,2,19,9.11,-3.39,0
2006,2,20,8.17,-1.95,0.31778
2006,2,21,4.74,-3.14,9.64111
2006,2,22,4.49,1.06,10.90869
2006,2,23,4.33,-0.93,37.13961
2006,2,24,3.54,-7.24,0.64444
2006,2,25,8.43,-6.41,0
2006,2,26,8.61,-4.79,0
2006,2,27,8.78,-4.46,0.44379
2006,2,28,6.45,-5.41,0
2006,3,1,4.53,-4.40,0
2006,3,2,8.75,-4.45,0
2006,3,3,9.53,-4.28,0
2006,3,4,11.54,-3.82,0
2006,3,5,12.70,-1.79,0
2006,3,6,10.51,-2.06,0
2006,3,7,5.82,-4.81,1.91287
2006,3,8,4.89,-6.53,0
2006,3,9,5.44,-6.12,0
2006,3,10,7.54,-6.04,0
2006,3,11,7.70,-6.02,2.31226
2006,3,12,6.50,-6.74,0
2006,3,13,5.81,-6.32,0
2006,3,14,6.44,-2.48,0.61927
2006,3,15,10.10,-2.33,0
2006,3,16,11.50,-2.70,0
2006,3,17,9.69,-3.76,0.37879
2006,3,18,8.13,-1.47,2.20886
2006,3,19,6.85,-4.35,0
2006,3,20,5.33,-4.30,1.85612
2006,3,21,3.37,-4.38,2.87249
2006,3,22,3.45,-3.07,0.82044
2006,3,23,5.32,-5.64,8.21872
2006,3,24,4.84,-0.73,8.03349
2006,3,25,4.28,-3.87,5.36705
2006,3,26,3.69,-4.98,8.90592
2006,3,27,1.99,-6.72,17.7319
2006,3,28,3.14,-3.77,8.71651
2006,3,29,4.23,-7.21,1.27067
2006,3,30,8.95,-5.82,0.30455
2006,3,31,9.51,-4.77,1.09334
2006,4,1,10.40,-4.13,0.80538
2006,4,2,4.46,-6.83,1.1841
2006,4,3,4.76,-0.45,5.46434
2006,4,4,4.33,-2.71,7.73105
2006,4,5,4.30,-5.89,3.13827
2006,4,6,4.04,-4.93,5.39201
2006,4,7,2.22,-5.80,5.36801
2006,4,8,4.62,-5.12,1.36337
2006,4,9,8.14,-7.21,0.31445
2006,4,10,9.21,-7.56,3.15585
2006,4,11,7.75,-2.93,2.58615
2006,4,12,4.33,-7.12,0.33437
2006,4,13,4.17,-7.53,8.5882
2006,4,14,3.24,-2.05,25.05724
2006,4,15,6.36,-1.92,1.41877
2006,4,16,6.92,-7.66,0
2006,4,17,6.83,-3.61,0
2006,4,18,4.99,-8.05,0.51385
2006,4,19,4.88,-8.93,0
2006,4,20,10.14,-6.92,1.90647
2006,4,21,13.52,-4.04,0.44715
2006,4,22,10.86,-3.47,1.84321
2006,4,23,6.01,-6.02,1.88062
2006,4,24,8.74,-5.61,0
2006,4,25,8.81,-3.13,0
2006,4,26,13.36,-0.15,0
2006,4,27,16.55,0.12,0
2006,4,28,15.98,0.23,0.67225
2006,4,29,8.80,-0.08,1.69728
2006,4,30,12.67,-0.92,0
2006,5,1,12.02,-2.49,0.64203
2006,5,2,11.71,-0.84,7.12804
2006,5,3,5.28,-0.82,1.12775
2006,5,4,4.65,-4.90,0
2006,5,5,5.20,-0.68,1.14541
2006,5,6,9.60,-4.32,0
2006,5,7,12.80,-0.19,0
2006,5,8,12.64,0.63,8.28899
2006,5,9,7.97,-0.29,4.57884
2006,5,10,11.92,3.48,0
2006,5,11,16.44,2.60,0
2006,5,12,16.59,2.70,1.27842
2006,5,13,17.56,3.33,0
2006,5,14,16.41,3.84,0.9719
2006,5,15,15.56,0.14,0
2006,5,16,15.36,4.69,5.67739
2006,5,17,11.20,1.01,5.44167
2006,5,18,6.61,-0.87,1.98148
2006,5,19,8.11,-1.08,0.68093
2006,5,20,7.29,-1.53,7.04825
2006,5,21,9.13,3.27,2.17633
2006,5,22,9.86,-5.15,0
2006,5,23,14.49,-4.19,0
2006,5,24,14.45,-1.35,0.9658
2006,5,25,10.40,-5.27,0
2006,5,26,15.52,-3.91,0
2006,5,27,20.73,1.22,0
2006,5,28,28.81,9.91,0
2006,5,29,28.57,12.85,1.16664
2006,5,30,28.68,8.74,0.33645
2006,5,31,22.55,4.31,0.59821
2006,6,1,21.60,7.58,2.39153
2006,6,2,22.46,9.37,1.7998
2006,6,3,21.46,5.32,0
2006,6,4,23.11,3.30,0
2006,6,5,23.53,8.22,0
2006,6,6,23.29,5.71,0
2006,6,7,18.56,3.62,0
2006,6,8,18.26,2.84,0
2006,6,9,18.69,2.05,0
2006,6,10,17.51,1.07,0
2006,6,11,12.47,2.34,0.79251
2006,6,12,14.78,-0.25,0
2006,6,13,16.14,0.01,0
2006,6,14,15.44,0.27,0.33003
2006,6,15,14.61,1.56,0
2006,6,16,16.91,-0.39,0
2006,6,17,18.92,2.52,2.37398
2006,6,18,20.77,3.48,1.24132
2006,6,19,20.68,4.53,4.04844
2006,6,20,20.30,6.11,0.61717
2006,6,21,19.38,4.35,0
2006,6,22,17.25,2.44,0
2006,6,23,19.62,1.68,0
2006,6,24,23.31,4.89,0
2006,6,25,19.39,5.90,2.65655
2006,6,26,18.71,3.28,2.96398
2006,6,27,17.42,0.21,0
2006,6,28,17.60,2.24,0.74604
2006,6,29,17.51,0.51,0.43402
2006,6,30,18.24,2.68,0
2006,7,1,18.12,4.93,0
2006,7,2,14.20,-0.22,17.08622
2006,7,3,10.50,3.55,2.74669
2006,7,4,10.65,2.23,2.25813
2006,7,5,14.13,4.42,4.30993
2006,7,6,19.26,7.13,1.95738
2006,7,7,21.54,10.36,0.9632
2006,7,8,19.77,8.90,0.83308
2006,7,9,18.31,8.10,1.49195
2006,7,10,16.85,6.86,1.52129
2006,7,11,20.57,5.03,0
2006,7,12,21.53,7.02,0
2006,7,13,21.14,8.44,0.86865
2006,7,14,16.15,4.23,0
2006,7,15,21.23,6.74,0
2006,7,16,21.50,7.10,0
2006,7,17,22.52,6.65,0
2006,7,18,25.76,8.01,0
2006,7,19,28.38,9.64,0
2006,7,20,28.70,10.58,0
2006,7,21,26.98,10.32,0
2006,7,22,22.58,7.74,0
2006,7,23,21.49,5.27,0
2006,7,24,22.46,5.90,0
2006,7,25,22.47,6.68,0
2006,7,26,23.70,7.46,0
2006,7,27,24.08,7.92,0
2006,7,28,23.89,6.52,0
2006,7,29,19.24,5.79,0
2006,7,30,18.99,5.80,0
2006,7,31,23.08,8.02,0
2006,8,1,25.68,13.27,3.80243
2006,8,2,22.49,8.50,8.71956
2006,8,3,16.25,8.16,0
2006,8,4,17.95,4.48,0
2006,8,5,19.10,4.16,0
2006,8,6,18.53,3.28,0
2006,8,7,16.40,4.96,0
2006,8,8,17.92,8.18,0
2006,8,9,21.65,6.93,0
2006,8,10,23.62,6.36,0
2006,8,11,27.27,10.29,0
2006,8,12,28.22,13.24,0
2006,8,13,26.85,10.62,0
2006,8,14,23.00,8.18,4.60096
2006,8,15,24.64,10.50,0
2006,8,16,27.27,11.97,0
2006,8,17,27.61,13.54,3.2695
2006,8,18,26.37,12.02,0.76783
2006,8,19,21.32,6.72,0
2006,8,20,21.57,6.08,0
2006,8,21,23.76,9.95,0
2006,8,22,23.93,8.69,0
2006,8,23,25.62,7.57,0
2006,8,24,26.67,10.57,0
2006,8,25,26.20,8.13,0
2006,8,26,21.85,8.86,0
2006,8,27,19.87,4.28,0
2006,8,28,17.82,0.35,0
2006,8,29,16.40,0.44,0
2006,8,30,15.68,0.29,0
2006,8,31,13.97,0.12,0
2006,9,1,15.44,2.35,0
2006,9,2,15.32,-0.37,0
2006,9,3,13.90,0.09,0.46446
2006,9,4,11.91,2.20,0
2006,9,5,11.67,0.17,0.59435
2006,9,6,12.28,-1.88,0
2006,9,7,14.44,0.13,0
2006,9,8,17.24,3.17,0
2006,9,9,20.61,10.99,0
2006,9,10,22.11,11.93,0
2006,9,11,21.76,13.13,0
2006,9,12,25.56,13.18,0
2006,9,13,26.30,8.44,0
2006,9,14,22.79,6.66,0
2006,9,15,21.89,5.93,0
2006,9,16,21.29,4.22,0
2006,9,17,17.83,2.98,0
2006,9,18,14.61,-1.80,0
2006,9,19,18.62,4.20,0
2006,9,20,18.02,0.01,0
2006,9,21,18.05,2.06,0
2006,9,22,17.08,1.95,0
2006,9,23,16.34,-0.46,0.32293
2006,9,24,15.58,-0.34,1.65808
2006,9,25,15.09,-0.03,0
2006,9,26,13.47,0.33,0.31327
2006,9,27,14.61,0.15,0
2006,9,28,16.96,0.08,0
2006,9,29,16.35,-0.66,6.70297
2006,9,30,11.49,2.68,2.34083
2006,10,1,11.09,-1.31,2.01386
2006,10,2,11.39,-2.09,0
2006,10,3,13.06,-1.36,0
2006,10,4,13.98,0.91,0
2006,10,5,13.00,3.76,0
2006,10,6,14.15,3.81,0
2006,10,7,13.98,0.24,0
2006,10,8,11.09,1.39,0
2006,10,9,9.81,1.63,0
2006,10,10,6.75,-3.58,0
2006,10,11,5.09,-6.65,0
2006,10,12,11.57,-3.85,0
2006,10,13,12.43,-4.37,0
2006,10,14,11.75,-5.14,0
2006,10,15,10.61,-5.04,0
2006,10,16,13.04,-3.16,0
2006,10,17,9.99,-0.66,10.99285
2006,10,18,7.34,2.18,8.82274
2006,10,19,6.06,-4.41,0.31412
2006,10,20,2.17,-3.05,2.23375
2006,10,21,6.31,-3.02,1.32162
2006,10,22,6.67,0.47,15.27441
2006,10,23,6.95,1.78,4.52572
2006,10,24,6.75,1.36,10.85509
2006,10,25,6.96,1.83,5.73946
2006,10,26,6.72,-0.54,0.88896
2006,10,27,7.20,1.69,0.28852
2006,10,28,6.93,-3.69,0
2006,10,29,5.67,-0.37,10.68927
2006,10,30,4.74,-2.53,0
2006,10,31,10.17,-3.26,0
2006,11,1,10.38,-0.16,0
2006,11,2,8.34,1.58,0
2006,11,3,6.67,1.12,18.35151
2006,11,4,2.14,-1.40,17.79754
2006,11,5,5.75,1.32,121.00447
2006,11,6,5.53,-1.37,10.7148
2006,11,7,4.80,-3.25,0
2006,11,8,4.14,-1.97,2.9798
2006,11,9,7.25,-1.76,0
2006,11,10,7.08,-0.72,0
2006,11,11,7.19,1.00,1.49435
2006,11,12,9.70,0.24,1.56005
2006,11,13,5.84,-0.60,0.30451
2006,11,14,8.81,1.77,1.00321
2006,11,15,5.81,1.06,0.30977
2006,11,16,3.55,0.27,10.53734
2006,11,17,1.73,-5.46,0.96599
2006,11,18,2.35,-3.20,6.39111
2006,11,19,2.98,-2.21,11.51749
2006,11,20,1.39,-3.80,6.60737
2006,11,21,2.04,-2.56,4.20006
2006,11,22,-0.30,-4.68,11.31691
2006,11,23,0.47,-4.42,24.67705
2006,11,24,-1.54,-6.04,3.40115
2006,11,25,-1.87,-6.72,0.28011
2006,11,26,1.35,-4.43,7.27567
2006,11,27,-0.36,-2.87,5.90589
2006,11,28,-2.45,-8.33,13.23812
2006,11,29,-2.47,-8.44,11.07119
2006,11,30,-3.41,-8.35,8.02216
2006,12,1,-1.90,-7.68,6.32206
2006,12,2,-2.06,-6.25,8.83448
2006,12,3,-4.64,-9.82,22.07833
2006,12,4,-0.70,-6.28,43.94814
2006,12,5,-0.70,-8.68,19.36995
2006,12,6,-3.11,-8.91,9.50571
2006,12,7,0.29,-6.88,47.66229
2006,12,8,1.25,-4.85,9.25102
2006,12,9,1.47,-2.86,17.31866
2006,12,10,1.14,-2.79,0.68823
2006,12,11,0.53,-6.47,0
2006,12,12,-0.50,-6.86,11.07874
2006,12,13,1.13,-7.16,14.15692
2006,12,14,2.07,-2.79,28.77641
2006,12,15,0.37,-3.60,35.77072
2006,12,16,0.54,-3.33,22.65419
2006,12,17,-0.24,-2.14,35.53772
2006,12,18,0.69,-4.91,0.84796
2006,12,19,0.14,-4.66,10.98207
2006,12,20,-0.53,-5.36,19.05878
2006,12,21,-0.27,-5.34,21.15344
2006,12,22,-1.83,-7.81,14.89873
2006,12,23,-2.47,-6.35,17.90437
2006,12,24,0.61,-6.69,46.01335
2006,12,25,0.05,-9.83,22.57379
2006,12,26,-3.88,-10.48,17.1876
2006,12,27,-2.95,-9.72,7.44585
2006,12,28,-3.10,-15.38,17.80097
2006,12,29,-1.82,-6.75,12.07331
2006,12,30,1.14,-7.43,24.61304
2006,12,31,1.81,-5.03,14.57514
2007,1,1,2.23,-6.07,67.71573
2007,1,2,-0.86,-7.96,10.35949
2007,1,3,-1.95,-7.67,30.75373
2007,1,4,-1.83,-7.04,21.15198
2007,1,5,-3.16,-8.42,9.77805
2007,1,6,-1.91,-8.84,23.7307
2007,1,7,-1.49,-8.17,10.62756
2007,1,8,0.59,-5.41,18.18717
2007,1,9,1.43,-3.98,13.58475
2007,1,10,0.71,-3.08,0.29976
2007,1,11,0.53,-4.80,7.04785
2007,1,12,-0.41,-7.55,8.25178
2007,1,13,-0.48,-6.50,4.24538
2007,1,14,-1.11,-7.98,0.91937
2007,1,15,-3.06,-10.21,1.05672
2007,1,16,-1.64,-8.13,0
2007,1,17,0.07,-6.59,0.36831
2007,1,18,-1.59,-7.44,30.6694
2007,1,19,-3.95,-9.35,21.21452
2007,1,20,-3.31,-6.97,27.39307
2007,1,21,-0.60,-7.24,11.19402
2007,1,22,-1.74,-10.11,16.50959
2007,1,23,-0.93,-5.91,11.59581
2007,1,24,-3.54,-8.49,12.15745
2007,1,25,-2.28,-8.02,8.97715
2007,1,26,-3.82,-9.44,7.78731
2007,1,27,-3.53,-8.97,12.60687
2007,1,28,-3.35,-9.90,10.49609
2007,1,29,-1.13,-6.24,37.41249
2007,1,30,-3.67,-9.55,30.27453
2007,1,31,-3.46,-6.08,20.27977
2007,2,1,-0.61,-3.94,5.95214
2007,2,2,-3.50,-9.70,6.98547
2007,2,3,-3.55,-10.00,5.90382
2007,2,4,-5.36,-16.43,0
2007,2,5,-6.41,-16.40,0
2007,2,6,-3.50,-10.89,0.69464
2007,2,7,-3.49,-10.51,2.23548
2007,2,8,-0.38,-8.43,6.04954
2007,2,9,1.17,-7.17,28.54233
2007,2,10,2.57,-5.34,37.10163
2007,2,11,2.45,-3.52,19.86689
2007,2,12,-0.58,-10.29,5.64842
2007,2,13,2.13,-4.07,14.07518
2007,2,14,0.45,-6.07,2.9411
2007,2,15,2.34,-2.85,3.86779
2007,2,16,2.57,-3.65,34.63287
2007,2,17,-0.30,-7.67,15.80256
2007,2,18,-0.12,-6.37,5.04547
2007,2,19,0.02,-6.70,3.14429
2007,2,20,1.00,-7.17,5.69008
2007,2,21,1.00,-7.52,41.49675
2007,2,22,4.34,-3.38,5.36105
2007,2,23,4.48,-4.34,5.80805
2007,2,24,4.52,-3.96,0
2007,2,25,5.80,-4.42,0.53812
2007,2,26,8.56,-5.12,0
2007,2,27,6.37,-3.23,0
2007,2,28,5.44,-2.65,11.12781
2007,3,1,4.79,-2.01,41.60608
2007,3,2,5.71,-1.38,14.49875
2007,3,3,4.91,-4.75,22.33681
2007,3,4,7.49,0.46,33.02367
2007,3,5,3.60,-5.07,9.94973
2007,3,6,0.64,-8.01,6.20384
2007,3,7,3.24,-3.61,15.85507
2007,3,8,2.81,-6.56,0
2007,3,9,2.23,-6.85,6.33069
2007,3,10,1.23,-7.89,1.13636
2007,3,11,-0.59,-7.30,2.20467
2007,3,12,1.22,-7.07,0
2007,3,13,4.08,-6.87,0.30374
2007,3,14,3.87,-7.08,0
2007,3,15,1.42,-7.96,28.98223
2007,3,16,-1.15,-7.37,9.9782
2007,3,17,0.65,-7.81,1.88296
2007,3,18,-2.06,-7.32,0
2007,3,19,-2.04,-5.89,0
2007,3,20,-0.52,-8.11,0
2007,3,21,-0.83,-7.34,1.46375
2007,3,22,-0.94,-7.20,8.39914
2007,3,23,-1.15,-7.34,1.81663
2007,3,24,-0.59,-8.97,1.54476
2007,3,25,0.61,-6.67,2.46816
2007,3,26,0.77,-3.97,0.97051
2007,3,27,3.22,-6.58,0
2007,3,28,3.41,-4.39,12.38564
2007,3,29,1.30,-6.08,9.34281
2007,3,30,2.31,-5.69,13.6018
2007,3,31,1.68,-7.92,0.44672
2007,4,1,1.36,-9.13,0.8182
2007,4,2,6.19,-7.90,0.41401
2007,4,3,6.16,-7.28,1.13182
2007,4,4,4.72,-3.50,6.52485
2007,4,5,4.43,-5.83,1.95758
2007,4,6,2.96,-3.35,3.94222
2007,4,7,3.00,-2.93,4.65332
2007,4,8,3.44,-1.52,4.24632
2007,4,9,6.77,-0.91,2.19707
2007,4,10,6.87,0.71,5.39944
2007,4,11,4.74,-3.30,2.25139
2007,4,12,4.83,-6.82,0.60853
2007,4,13,4.48,-5.08,0.72558
2007,4,14,6.35,-3.25,2.28044
2007,4,15,4.54,-2.65,5.94548
2007,4,16,4.12,-3.94,8.70266
2007,4,17,4.27,-4.37,19.35626
2007,4,18,5.88,-2.18,23.2043
2007,4,19,7.20,-0.54,11.23569
2007,4,20,5.70,-2.93,12.56356
2007,4,21,4.93,-2.93,1.04424
2007,4,22,3.81,-1.44,5.40548
2007,4,23,5.29,1.40,2.12298
2007,4,24,6.43,-4.97,0
2007,4,25,7.53,-6.38,0
2007,4,26,8.19,-7.31,0
2007,4,27,9.90,-5.61,0
2007,4,28,12.71,-2.38,0.28103
2007,4,29,12.36,-3.21,0.39977
2007,4,30,9.69,-5.23,0
2007,5,1,7.08,-1.84,3.27245
2007,5,2,4.53,-2.34,8.00061
2007,5,3,5.77,-3.10,3.64089
2007,5,4,5.90,-3.72,0.86053
2007,5,5,5.90,-5.40,25.76307
2007,5,6,5.47,-3.87,21.59092
2007,5,7,0.69,-4.47,2.94783
2007,5,8,7.46,-3.90,20.17928
2007,5,9,6.70,-4.53,0.64244
2007,5,10,7.86,2.66,20.27995
2007,5,11,3.38,-5.74,5.23149
2007,5,12,2.68,-5.42,4.68303
2007,5,13,5.87,0.44,1.16619
2007,5,14,12.11,0.77,0.41523
2007,5,15,14.14,1.19,0
2007,5,16,15.21,0.21,0
2007,5,17,15.79,4.13,1.15331
2007,5,18,14.28,2.96,1.08182
2007,5,19,10.60,-2.12,4.22408
2007,5,20,8.47,1.13,1.60975
2007,5,21,8.46,3.60,3.71259
2007,5,22,11.23,-0.38,0
2007,5,23,15.78,0.08,0
2007,5,24,19.42,1.77,0
2007,5,25,21.72,4.10,0
2007,5,26,20.76,2.51,0
2007,5,27,20.38,1.29,0.91321
2007,5,28,17.10,-0.10,0.6364
2007,5,29,23.31,2.12,0.46114
2007,5,30,26.55,9.22,2.13663
2007,5,31,16.25,4.42,14.80699
2007,6,1,10.88,3.87,6.49183
2007,6,2,12.95,4.38,0
2007,6,3,15.20,5.55,2.55574
2007,6,4,14.73,6.84,2.76297
2007,6,5,10.94,4.87,1.37116
2007,6,6,13.44,1.63,1.65033
2007,6,7,16.24,3.06,0
2007,6,8,16.71,4.65,0.92612
2007,6,9,15.62,4.59,0
2007,6,10,14.42,2.29,0
2007,6,11,12.50,1.96,1.94262
2007,6,12,14.47,0.13,0.84468
2007,6,13,16.05,-0.11,0.34273
2007,6,14,17.37,1.41,1.30171
2007,6,15,18.47,3.31,0
2007,6,16,15.42,0.81,0.58897
2007,6,17,8.56,-3.20,0
2007,6,18,6.81,-0.53,2.94003
2007,6,19,12.71,3.65,0
2007,6,20,16.66,0.39,0
2007,6,21,18.30,3.61,0
2007,6,22,18.23,2.09,0
2007,6,23,16.09,0.33,0
2007,6,24,17.69,0.53,0
2007,6,25,22.94,4.13,0
2007,6,26,25.20,7.48,0
2007,6,27,24.90,6.79,0
2007,6,28,23.61,4.27,0
2007,6,29,21.35,4.23,0
2007,6,30,17.35,3.00,0.32125
2007,7,1,20.65,3.98,0
2007,7,2,22.76,6.17,0
2007,7,3,22.63,6.76,0
2007,7,4,20.89,5.92,0
2007,7,5,17.59,6.49,0
2007,7,6,15.35,0.82,0.87766
2007,7,7,12.82,-0.16,1.24406
2007,7,8,11.88,4.04,0
2007,7,9,12.70,5.24,0.67237
2007,7,10,14.23,9.26,4.60116
2007,7,11,14.24,6.05,2.69046
2007,7,12,11.59,0.79,0
2007,7,13,14.28,1.20,0
2007,7,14,20.33,3.41,0
2007,7,15,23.26,8.77,0
2007,7,16,22.37,6.31,0
2007,7,17,17.93,1.41,0
2007,7,18,18.77,1.11,0
2007,7,19,21.97,6.02,0
2007,7,20,23.56,7.89,0
2007,7,21,24.78,7.68,0
2007,7,22,25.62,8.44,0
2007,7,23,26.35,9.42,0
2007,7,24,23.88,6.58,1.71466
2007,7,25,18.77,3.87,0
2007,7,26,18.06,2.39,0
2007,7,27,21.59,2.76,0
2007,7,28,26.98,8.38,0
2007,7,29,26.99,7.87,0
2007,7,30,22.61,5.37,0
2007,7,31,22.41,7.34,0
2007,8,1,26.07,12.47,0
2007,8,2,28.63,15.57,0
2007,8,3,28.48,13.01,0
2007,8,4,24.86,10.31,0
2007,8,5,22.51,7.02,0
2007,8,6,17.34,2.31,0
2007,8,7,18.74,2.81,0
2007,8,8,20.73,7.83,0
2007,8,9,21.70,9.44,0
2007,8,10,21.77,11.38,1.63803
2007,8,11,21.08,9.75,0.35416
2007,8,12,18.62,8.12,1.55424
2007,8,13,10.41,7.37,16.067
2007,8,14,11.21,9.60,4.20501
2007,8,15,13.48,11.85,0.38436
2007,8,16,17.60,3.95,0
2007,8,17,21.78,10.07,0.43379
2007,8,18,26.28,13.74,0
2007,8,19,28.33,14.80,0
2007,8,20,28.22,12.96,0
2007,8,21,25.42,8.60,0
2007,8,22,20.22,6.78,0
2007,8,23,19.68,3.97,0
2007,8,24,17.84,4.75,0
2007,8,25,14.15,3.04,0
2007,8,26,13.07,2.94,0
2007,8,27,15.52,3.00,0
2007,8,28,20.70,5.90,0
2007,8,29,21.74,6.29,0
2007,8,30,20.09,5.74,1.68361
2007,8,31,15.70,5.38,1.28523
2007,9,1,14.33,9.86,1.2888
2007,9,2,16.13,11.69,0.90982
2007,9,3,19.04,12.07,0
2007,9,4,18.31,8.63,0
2007,9,5,18.74,9.06,0.90479
2007,9,6,22.61,10.43,0
2007,9,7,21.95,7.75,0
2007,9,8,18.29,8.69,0
2007,9,9,17.17,9.95,0
2007,9,10,18.13,10.53,0
2007,9,11,21.75,13.76,0
2007,9,12,26.28,12.97,0
2007,9,13,26.47,10.19,0.65998
2007,9,14,20.59,9.15,0.63898
2007,9,15,15.82,4.74,0
2007,9,16,15.41,4.15,0
2007,9,17,14.64,4.73,0
2007,9,18,12.49,3.79,0
2007,9,19,11.69,4.86,1.60797
2007,9,20,10.04,4.48,1.34893
2007,9,21,10.58,7.26,8.31357
2007,9,22,10.56,4.58,13.40429
2007,9,23,9.33,5.78,7.01007
2007,9,24,13.16,4.46,0
2007,9,25,11.73,7.33,5.40826
2007,9,26,9.63,6.22,3.82437
2007,9,27,10.80,2.21,0
2007,9,28,15.67,5.14,0
2007,9,29,16.18,4.84,0
2007,9,30,16.43,1.92,0
2007,10,1,15.63,2.50,0
2007,10,2,11.50,-2.02,0
2007,10,3,13.00,-1.36,0.4109
2007,10,4,11.91,-0.66,0
2007,10,5,6.95,-3.79,0
2007,10,6,6.21,-0.02,0
2007,10,7,2.40,-2.43,3.68284
2007,10,8,0.91,-3.41,8.32532
2007,10,9,0.57,-8.48,0.40898
2007,10,10,-0.26,-0.66,0
2007,10,11,1.33,-7.77,0
2007,10,12,6.83,-0.80,0
2007,10,13,6.23,-0.81,7.70788
2007,10,14,1.80,-2.92,2.25979
2007,10,15,2.95,-3.86,54.24157
2007,10,16,3.16,-1.90,67.63216
2007,10,17,0.60,-5.15,30.92679
2007,10,18,0.78,-3.86,14.62487
2007,10,19,3.21,-4.79,35.137
2007,10,20,3.90,-1.23,67.01868
2007,10,21,6.37,3.06,11.31351
2007,10,22,5.99,2.51,5.38764
2007,10,23,7.18,3.05,0
2007,10,24,9.84,1.77,0
2007,10,25,7.16,1.69,7.30824
2007,10,26,3.28,-0.78,54.43332
2007,10,27,4.79,-0.16,28.07157
2007,10,28,5.51,1.98,3.02327
2007,10,29,8.74,-0.29,0
2007,10,30,9.72,-0.51,0
2007,10,31,7.59,-1.32,0
2007,11,1,4.22,-0.30,3.75502
2007,11,2,5.40,0.44,5.89876
2007,11,3,5.28,-6.30,0
2007,11,4,6.20,-2.24,0
2007,11,5,5.81,-1.55,0.75451
2007,11,6,6.50,0.73,3.0853
2007,11,7,5.83,-1.32,0
2007,11,8,3.81,-2.31,7.06416
2007,11,9,4.11,-0.83,5.77571
2007,11,10,5.03,0.20,92.07783
2007,11,11,4.37,-2.49,17.63035
2007,11,12,2.79,-4.87,8.90899
2007,11,13,3.54,-0.29,9.07946
2007,11,14,0.27,-5.72,14.00168
2007,11,15,0.99,-2.33,11.58771
2007,11,16,0.41,-3.44,45.85826
2007,11,17,0.20,-6.67,0.86746
2007,11,18,1.19,-2.93,18.64403
2007,11,19,-0.41,-6.38,2.14116
2007,11,20,-3.05,-6.03,26.21842
2007,11,21,-0.13,-6.02,2.9123
2007,11,22,1.90,-4.70,45.79978
2007,11,23,1.85,-2.15,71.44308
2007,11,24,-0.97,-8.78,0.96495
2007,11,25,-3.69,-7.39,20.36164
2007,11,26,4.39,-4.90,20.06157
2007,11,27,0.69,-7.49,50.86449
2007,11,28,-2.61,-7.83,9.52082
2007,11,29,-2.60,-5.68,2.57561
2007,11,30,-3.16,-7.20,5.36693
2007,12,1,-2.79,-8.43,5.9333
2007,12,2,-3.33,-8.92,26.94772
