"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Future Climate Projections (Daily) - MACAv2-METDATA(https://climate.northwestknowledge.net/MACA/) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4794 North,-120.9806 East" 
Variable List: 
tasmax: Max Daily Temperature from GFDL-ESM2M (USA) RCP 4.5 (2006-2099)
tasmin: Min Daily Temperature from GFDL-ESM2M (USA) RCP 4.5 (2006-2099)
pr: Precipitation from GFDL-ESM2M (USA) RCP 4.5 (2006-2099)
********************************************************
Year,Month,Day,tasmax-GFDL-ESM2M(degC),tasmin-GFDL-ESM2M(degC),pr-GFDL-ESM2M(mm)
2006,4,10,4.66,-7.09,0
2006,4,11,2.98,-6.95,1.63404
2006,4,12,5.33,-5.74,0
2006,4,13,7.27,-5.59,0
2006,4,14,7.19,-3.44,1.83198
2006,4,15,7.74,-1.94,0.97446
2006,4,16,8.07,-4.12,0.60835
2006,4,17,7.96,-3.81,1.47132
2006,4,18,7.95,-5.69,0.28859
2006,4,19,8.35,-2.27,0.63729
2006,4,20,11.21,-2.14,0
2006,4,21,11.34,-0.92,1.53103
2006,4,22,11.16,-1.87,0.3401
2006,4,23,11.02,-0.84,3.37163
2006,4,24,6.22,-2.07,4.21496
2006,4,25,7.59,-2.57,1.95789
2006,4,26,7.74,-4.50,1.03756
2006,4,27,6.08,-6.78,8.85884
2006,4,28,6.50,-5.61,0
2006,4,29,8.84,-4.52,0.72634
2006,4,30,11.43,-2.26,0
2006,5,1,13.29,-0.66,0
2006,5,2,14.68,1.04,0
2006,5,3,14.75,3.36,0
2006,5,4,10.60,0.18,8.72239
2006,5,5,5.21,-2.82,5.64832
2006,5,6,11.04,-0.45,0
2006,5,7,15.83,2.55,0.41945
2006,5,8,16.30,2.97,0.77557
2006,5,9,12.75,-2.49,1.09881
2006,5,10,7.63,-1.73,5.92621
2006,5,11,13.66,0.29,4.44219
2006,5,12,14.88,2.96,4.69351
2006,5,13,11.28,2.75,3.59407
2006,5,14,11.80,2.46,0
2006,5,15,14.15,0.83,0.49046
2006,5,16,16.69,2.34,1.50188
2006,5,17,15.62,2.17,7.96259
2006,5,18,11.48,1.24,2.36064
2006,5,19,15.33,0.44,0
2006,5,20,16.55,2.13,0.66622
2006,5,21,17.11,1.48,0
2006,5,22,17.32,1.28,1.18701
2006,5,23,16.73,0.42,0
2006,5,24,17.60,1.01,0
2006,5,25,20.28,3.87,0
2006,5,26,20.43,10.18,0
2006,5,27,18.96,0.77,0
2006,5,28,18.11,0.77,0
2006,5,29,23.43,6.97,0
2006,5,30,28.64,11.65,0
2006,5,31,25.86,10.89,0
2006,6,1,25.08,10.04,0
2006,6,2,17.19,2.45,0
2006,6,3,18.61,2.91,0
2006,6,4,19.77,6.53,0
2006,6,5,19.68,5.25,0.35612
2006,6,6,15.66,4.75,1.51447
2006,6,7,14.21,3.42,0.30142
2006,6,8,14.78,5.15,0
2006,6,9,15.20,3.33,0
2006,6,10,16.90,3.41,0.35526
2006,6,11,16.32,7.73,11.37703
2006,6,12,9.70,-0.58,29.17663
2006,6,13,11.33,0.37,0.40578
2006,6,14,14.06,2.93,0.76274
2006,6,15,13.63,2.89,1.12843
2006,6,16,12.63,1.45,2.07438
2006,6,17,15.66,1.05,0
2006,6,18,16.81,2.32,0
2006,6,19,18.42,9.43,0
2006,6,20,20.33,7.16,0.4499
2006,6,21,20.20,6.52,0.44838
2006,6,22,20.34,6.02,0
2006,6,23,20.56,6.91,0
2006,6,24,21.03,7.91,0
2006,6,25,20.95,7.82,0
2006,6,26,17.09,1.21,0
2006,6,27,17.55,2.02,0
2006,6,28,22.54,6.73,0
2006,6,29,25.27,11.76,0
2006,6,30,25.92,13.33,0.40208
2006,7,1,24.74,12.59,0.28769
2006,7,2,22.03,9.72,0.38235
2006,7,3,20.47,6.68,0
2006,7,4,25.10,7.81,0
2006,7,5,27.60,14.33,0
2006,7,6,27.48,13.59,0
2006,7,7,23.61,8.45,0
2006,7,8,26.63,11.91,0
2006,7,9,27.95,12.82,0
2006,7,10,28.27,13.13,0
2006,7,11,28.65,13.47,0
2006,7,12,29.41,14.81,0
2006,7,13,30.77,16.04,0
2006,7,14,30.64,15.68,0
2006,7,15,31.07,16.90,0
2006,7,16,26.35,12.12,0.39053
2006,7,17,19.15,10.69,2.19963
2006,7,18,24.82,11.89,1.23443
2006,7,19,18.75,10.46,3.48339
2006,7,20,21.41,11.52,0
2006,7,21,19.19,7.73,6.73928
2006,7,22,16.52,5.09,2.10999
2006,7,23,18.74,3.73,0.62921
2006,7,24,20.91,5.21,0
2006,7,25,21.39,6.26,1.6995
2006,7,26,10.08,3.27,12.12877
2006,7,27,11.66,2.89,8.6099
2006,7,28,10.27,-0.11,5.15796
2006,7,29,10.19,0.82,9.62346
2006,7,30,12.59,2.36,0.7575
2006,7,31,14.23,-0.74,0
2006,8,1,18.90,3.21,0
2006,8,2,18.33,5.73,0
2006,8,3,19.78,3.54,0
2006,8,4,22.51,8.48,0
2006,8,5,22.47,9.15,0
2006,8,6,25.21,10.93,0
2006,8,7,26.18,11.28,0
2006,8,8,27.27,11.92,0
2006,8,9,27.39,12.79,0
2006,8,10,24.21,9.07,0.33969
2006,8,11,16.32,5.11,0
2006,8,12,19.59,3.17,0
2006,8,13,22.40,5.39,0
2006,8,14,24.43,8.75,0
2006,8,15,24.53,8.69,0
2006,8,16,21.63,8.00,0
2006,8,17,20.61,4.18,0
2006,8,18,22.32,6.36,0
2006,8,19,23.21,6.64,0
2006,8,20,24.54,9.04,0
2006,8,21,25.94,11.06,0
2006,8,22,25.78,10.22,0
2006,8,23,23.19,7.63,0
2006,8,24,22.51,6.60,0
2006,8,25,23.97,8.69,0
2006,8,26,25.48,11.07,0.72343
2006,8,27,25.84,12.41,0
2006,8,28,25.72,8.68,0
2006,8,29,24.29,10.80,0
2006,8,30,23.29,8.52,0
2006,8,31,23.28,9.86,0
2006,9,1,23.71,9.99,0
2006,9,2,23.59,8.46,0
2006,9,3,22.95,9.22,0
2006,9,4,23.65,9.47,0
2006,9,5,23.79,9.27,0
2006,9,6,19.29,6.23,0
2006,9,7,18.57,5.83,0.55035
2006,9,8,18.26,4.93,0
2006,9,9,16.82,3.85,0.51367
2006,9,10,16.41,4.83,0
2006,9,11,19.04,6.11,0
2006,9,12,18.89,6.25,0
2006,9,13,19.71,5.34,0
2006,9,14,17.39,4.86,0.31789
2006,9,15,19.11,4.25,0
2006,9,16,18.95,8.75,0
2006,9,17,14.24,3.27,0
2006,9,18,12.13,-1.80,0.51013
2006,9,19,11.43,-2.03,0
2006,9,20,12.37,-2.43,0
2006,9,21,15.09,-1.63,0
2006,9,22,15.53,5.91,0
2006,9,23,14.57,-1.11,0
2006,9,24,10.54,-2.18,0
2006,9,25,10.27,1.36,0
2006,9,26,9.88,-0.42,0.79419
2006,9,27,13.26,-0.07,0.46849
2006,9,28,14.40,0.27,0
2006,9,29,16.74,1.43,0
2006,9,30,17.29,3.97,0
2006,10,1,14.24,-1.59,0
2006,10,2,5.00,-4.30,0
2006,10,3,8.09,-1.20,0
2006,10,4,9.31,2.18,0.64272
2006,10,5,15.86,3.17,0.63007
2006,10,6,15.65,5.64,1.185
2006,10,7,12.26,1.23,0
2006,10,8,17.04,1.52,0
2006,10,9,19.66,5.93,0
2006,10,10,20.66,4.41,0
2006,10,11,17.78,2.05,0
2006,10,12,19.85,5.93,0
2006,10,13,20.57,2.92,0
2006,10,14,13.63,-0.64,0
2006,10,15,11.90,0.40,0
2006,10,16,10.26,2.53,0.47313
2006,10,17,6.30,2.42,46.02715
2006,10,18,6.59,-0.17,10.86474
2006,10,19,3.93,-1.07,21.0509
2006,10,20,5.38,-0.89,19.03969
2006,10,21,5.81,-0.98,3.47912
2006,10,22,6.60,-1.43,0
2006,10,23,7.16,-1.79,0.4462
2006,10,24,7.45,1.15,0
2006,10,25,6.39,0.81,3.06463
2006,10,26,3.41,-5.96,0.83553
2006,10,27,5.04,-4.64,0
2006,10,28,3.44,-0.65,4.9857
2006,10,29,3.90,-1.00,4.0227
2006,10,30,4.41,-0.41,0
2006,10,31,6.21,-0.80,0
2006,11,1,8.91,-0.05,0
2006,11,2,10.44,0.85,1.99091
2006,11,3,5.31,1.04,6.26124
2006,11,4,6.79,0.91,0
2006,11,5,6.60,0.61,0
2006,11,6,6.54,0.54,9.63283
2006,11,7,3.39,-1.49,24.34562
2006,11,8,4.39,-1.21,15.29937
2006,11,9,4.71,-1.51,18.45919
2006,11,10,3.44,-1.52,53.43977
2006,11,11,1.16,-8.39,0.50676
2006,11,12,0.62,-6.26,1.60981
2006,11,13,5.65,-2.23,21.81976
2006,11,14,10.57,2.24,7.6039
2006,11,15,5.49,-0.62,4.62612
2006,11,16,3.01,-0.64,16.03106
2006,11,17,3.67,-2.86,2.09653
2006,11,18,1.65,-4.02,0
2006,11,19,0.81,-5.67,0.57403
2006,11,20,0.67,-8.20,0.62656
2006,11,21,-0.87,-4.77,19.0583
2006,11,22,-0.52,-4.75,3.58845
2006,11,23,-0.21,-6.11,3.1525
2006,11,24,2.99,-5.88,26.9109
2006,11,25,-0.41,-4.42,7.26109
2006,11,26,0.34,-7.58,48.86495
2006,11,27,1.68,-3.08,36.89664
2006,11,28,1.94,-4.86,7.88533
2006,11,29,-1.47,-5.15,9.89222
2006,11,30,-0.79,-7.44,5.71172
2006,12,1,-1.89,-7.09,6.90439
2006,12,2,-4.30,-13.12,6.54206
2006,12,3,-12.54,-19.67,1.15403
2006,12,4,-16.59,-20.71,0
2006,12,5,-13.55,-20.09,0
2006,12,6,-6.54,-15.53,0.80369
2006,12,7,-3.22,-10.65,3.48479
2006,12,8,-4.63,-15.85,4.46969
2006,12,9,-5.93,-16.25,4.16007
2006,12,10,-2.52,-10.82,3.30749
2006,12,11,-1.82,-6.26,2.92375
2006,12,12,0.96,-5.08,10.93221
2006,12,13,0.26,-4.72,15.17876
2006,12,14,-0.60,-5.36,46.60195
2006,12,15,0.25,-7.14,9.24496
2006,12,16,-3.11,-8.94,7.35352
2006,12,17,-4.02,-9.97,0
2006,12,18,-3.71,-9.61,0.59295
2006,12,19,-4.83,-10.51,0
2006,12,20,-2.04,-10.21,11.05298
2006,12,21,-0.13,-5.32,5.94384
2006,12,22,-0.33,-8.21,5.97089
2006,12,23,0.07,-4.15,13.44455
2006,12,24,-0.72,-2.10,36.74034
2006,12,25,1.90,-3.16,10.1986
2006,12,26,0.52,-5.22,33.29912
2006,12,27,3.07,-4.10,2.18276
2006,12,28,2.36,-2.74,17.84479
2006,12,29,3.37,-3.16,15.88673
2006,12,30,3.27,-3.47,3.48381
2006,12,31,-1.88,-7.62,0
2007,1,1,-1.32,-7.04,1.51441
2007,1,2,-0.36,-4.40,5.38721
2007,1,3,-1.92,-9.85,0.41622
2007,1,4,-2.39,-10.46,0
2007,1,5,-1.07,-8.00,0
2007,1,6,-2.13,-9.73,0
2007,1,7,-2.29,-9.83,0
2007,1,8,-1.52,-7.43,0
2007,1,9,-0.07,-5.23,2.13703
2007,1,10,-0.44,-3.78,12.85621
2007,1,11,3.13,-2.63,24.9282
2007,1,12,3.88,-2.07,23.09175
2007,1,13,4.55,-1.85,11.13974
2007,1,14,2.43,-4.26,0.47833
2007,1,15,0.76,-5.96,0
2007,1,16,-0.05,-5.78,4.87042
2007,1,17,-0.82,-7.11,2.9084
2007,1,18,-0.22,-5.82,5.31467
2007,1,19,-0.97,-5.69,14.32804
2007,1,20,0.43,-8.21,37.77032
2007,1,21,1.45,-7.48,20.21543
2007,1,22,-1.82,-9.06,0
2007,1,23,-1.99,-9.05,2.66266
2007,1,24,-2.14,-11.33,20.52439
2007,1,25,0.64,-4.73,19.47716
2007,1,26,-1.18,-4.82,9.62496
2007,1,27,0.48,-3.97,3.77644
2007,1,28,-0.62,-7.59,15.10613
2007,1,29,1.61,-4.38,10.72071
2007,1,30,2.84,-1.71,15.30378
2007,1,31,1.37,-1.86,20.37445
2007,2,1,3.45,-3.27,10.57596
2007,2,2,0.05,-6.96,26.17437
2007,2,3,5.51,-4.68,77.24928
2007,2,4,5.80,-0.68,88.99282
2007,2,5,5.72,-0.23,43.22791
2007,2,6,6.12,2.26,40.81763
2007,2,7,6.01,-6.65,41.88433
2007,2,8,-0.79,-8.00,5.92588
2007,2,9,-1.17,-7.94,0
2007,2,10,2.52,-6.48,1.43167
2007,2,11,0.66,-6.28,13.62263
2007,2,12,2.80,-5.22,2.39812
2007,2,13,0.45,-7.03,0
2007,2,14,3.59,-4.02,0.33705
2007,2,15,1.80,-7.65,0
2007,2,16,-0.65,-7.16,0
2007,2,17,-1.18,-6.99,0
2007,2,18,0.80,-6.46,5.60121
2007,2,19,0.80,-7.66,12.61324
2007,2,20,-0.77,-7.55,6.16521
2007,2,21,0.07,-7.88,32.92289
2007,2,22,1.77,-6.24,6.39674
2007,2,23,4.79,-4.33,44.51325
2007,2,24,5.31,-0.75,75.06837
2007,2,25,6.32,1.80,30.83391
2007,2,26,5.11,-0.23,14.75035
2007,2,27,7.84,-2.48,4.69442
2007,2,28,4.61,-4.19,68.16989
2007,3,1,4.33,-3.90,20.50314
2007,3,2,2.08,-5.15,13.18882
2007,3,3,0.09,-7.20,38.46332
2007,3,4,1.36,-3.44,17.82652
2007,3,5,2.07,-6.44,2.05126
2007,3,6,1.84,-6.48,13.0399
2007,3,7,0.70,-6.85,4.56981
2007,3,8,0.60,-6.51,1.52713
2007,3,9,1.64,-6.44,1.50624
2007,3,10,1.59,-6.14,0.38188
2007,3,11,1.92,-6.66,5.79425
2007,3,12,5.53,-5.32,6.64626
2007,3,13,4.93,-5.42,10.78492
2007,3,14,1.71,-6.47,1.72734
2007,3,15,3.79,-5.65,0
2007,3,16,4.69,-5.76,1.32977
2007,3,17,1.59,-6.47,12.38881
2007,3,18,3.84,-4.59,9.68516
2007,3,19,1.66,-7.57,20.52688
2007,3,20,6.30,-2.57,40.70933
2007,3,21,6.98,-6.19,2.37799
2007,3,22,6.34,-2.01,53.48224
2007,3,23,6.47,-4.73,1.40009
2007,3,24,4.34,-5.15,3.00631
2007,3,25,5.53,-4.06,12.04073
2007,3,26,6.42,-2.54,0.60459
2007,3,27,4.58,-2.60,1.65518
2007,3,28,7.86,-0.87,0
2007,3,29,16.37,0.73,0
2007,3,30,16.31,4.21,0
2007,3,31,14.94,0.75,7.39947
2007,4,1,9.76,-2.52,11.5052
2007,4,2,6.21,-3.80,8.31297
2007,4,3,4.86,-6.27,4.94773
2007,4,4,4.17,-6.30,0
2007,4,5,4.55,-5.14,6.94169
2007,4,6,13.04,-0.86,1.42029
2007,4,7,15.69,0.81,0.84008
2007,4,8,15.41,2.06,0
2007,4,9,13.48,1.98,2.38881
2007,4,10,14.18,-1.38,0
2007,4,11,14.38,1.17,0
2007,4,12,13.97,1.38,1.47566
2007,4,13,9.69,0.58,2.9477
2007,4,14,10.79,-1.27,2.47107
2007,4,15,11.00,-2.15,0.86689
2007,4,16,9.43,-2.28,0
2007,4,17,7.69,-0.77,0
2007,4,18,12.11,-2.25,0.35832
2007,4,19,10.05,-0.38,8.92393
2007,4,20,11.57,-2.25,0.30347
2007,4,21,13.00,3.22,10.4409
2007,4,22,19.25,6.39,10.27767
2007,4,23,16.33,1.22,25.05129
2007,4,24,6.49,-3.81,9.49523
2007,4,25,8.86,-3.68,0
2007,4,26,11.33,-2.29,0
2007,4,27,13.36,-0.23,1.13597
2007,4,28,13.28,1.49,3.40747
2007,4,29,10.39,-0.25,2.93018
2007,4,30,8.90,-3.25,1.43247
2007,5,1,6.27,-1.72,3.11058
2007,5,2,6.29,-3.52,23.98758
2007,5,3,4.88,-4.90,25.24848
2007,5,4,5.24,-4.46,1.09757
2007,5,5,5.44,-4.74,3.92886
2007,5,6,6.61,-3.39,5.86325
2007,5,7,4.87,-4.42,4.60917
2007,5,8,7.45,-3.51,3.6249
2007,5,9,7.59,-3.20,0
2007,5,10,10.94,-5.31,0
2007,5,11,13.01,2.41,0.4916
2007,5,12,10.89,0.73,1.29761
2007,5,13,13.26,2.82,23.02055
2007,5,14,10.69,-0.31,2.62952
2007,5,15,6.05,-1.38,7.49216
2007,5,16,8.66,0.41,4.96867
2007,5,17,8.96,-1.86,3.12919
2007,5,18,8.67,0.88,1.64331
2007,5,19,7.41,-1.32,6.9896
2007,5,20,8.19,-1.89,1.64393
2007,5,21,8.39,-2.00,0.35454
2007,5,22,8.62,0.15,0.28075
2007,5,23,15.23,-0.31,0
2007,5,24,18.94,4.55,0
2007,5,25,22.22,7.52,0
2007,5,26,22.71,8.51,0
2007,5,27,18.68,4.87,0
2007,5,28,22.93,5.94,0
2007,5,29,22.62,9.21,0
2007,5,30,16.83,1.47,0
2007,5,31,19.12,4.41,0
2007,6,1,20.15,7.74,1.87286
2007,6,2,19.61,6.17,5.43837
2007,6,3,14.41,5.79,1.44939
2007,6,4,14.96,4.01,3.29629
2007,6,5,17.33,5.89,4.21258
2007,6,6,11.15,1.78,0.62296
2007,6,7,14.55,-3.84,0
2007,6,8,17.85,5.81,0.29506
2007,6,9,19.15,6.18,2.53435
2007,6,10,20.28,6.52,0.35268
2007,6,11,21.70,7.94,1.86873
2007,6,12,20.01,6.42,14.03078
2007,6,13,10.76,1.96,6.70385
2007,6,14,17.92,4.50,0.36495
2007,6,15,22.11,6.90,2.24036
2007,6,16,22.89,10.66,4.63561
2007,6,17,20.79,9.95,32.50928
2007,6,18,14.28,2.88,0.56162
2007,6,19,14.34,3.30,0
2007,6,20,18.63,3.68,0
2007,6,21,22.61,7.71,0
2007,6,22,23.05,10.39,6.96588
2007,6,23,19.23,5.58,69.8427
2007,6,24,10.08,2.23,78.13673
2007,6,25,9.88,2.74,5.93309
2007,6,26,10.50,3.10,1.13168
2007,6,27,14.18,1.46,0
2007,6,28,15.53,5.00,0.39908
2007,6,29,18.15,4.55,0
2007,6,30,21.12,7.18,0
2007,7,1,23.54,9.05,1.22651
2007,7,2,24.96,10.88,0
2007,7,3,24.75,11.43,0.73264
2007,7,4,24.93,11.91,1.04176
2007,7,5,24.87,12.43,0
2007,7,6,24.74,11.39,2.23765
2007,7,7,22.29,6.10,3.23084
2007,7,8,14.17,2.57,0.94301
2007,7,9,16.60,1.23,0
2007,7,10,21.98,4.79,0
2007,7,11,25.92,11.07,0
2007,7,12,24.23,10.39,8.41739
2007,7,13,22.42,6.82,2.72526
2007,7,14,16.61,2.16,0
2007,7,15,19.31,4.20,0
2007,7,16,21.79,8.33,0
2007,7,17,22.16,6.66,0
2007,7,18,20.91,6.27,0
2007,7,19,22.56,7.17,0
2007,7,20,23.72,9.08,0
2007,7,21,24.10,10.69,0
2007,7,22,22.81,9.21,0
2007,7,23,22.01,8.03,0
2007,7,24,21.80,5.02,0
2007,7,25,22.70,8.53,0
2007,7,26,22.25,8.74,0.38614
2007,7,27,19.56,2.89,0
2007,7,28,18.23,2.51,0
2007,7,29,18.40,8.19,0
2007,7,30,23.14,7.65,0
2007,7,31,23.20,9.96,0.31151
2007,8,1,20.69,10.80,0
2007,8,2,20.44,10.81,0
2007,8,3,19.50,6.89,0
2007,8,4,24.06,6.60,0.31315
2007,8,5,27.91,12.84,0
2007,8,6,29.09,14.00,0
2007,8,7,29.06,11.61,0
2007,8,8,24.48,6.55,0.3359
2007,8,9,13.59,2.56,0.60887
2007,8,10,13.77,2.40,0.35427
2007,8,11,13.09,5.26,1.30276
2007,8,12,12.57,4.25,2.56509
2007,8,13,13.45,2.08,0.72958
2007,8,14,15.48,2.68,1.67952
2007,8,15,15.27,4.00,1.21928
2007,8,16,15.36,0.50,0
2007,8,17,17.45,2.95,0.28719
2007,8,18,19.59,4.24,0.30089
2007,8,19,20.33,4.62,0
2007,8,20,22.79,6.54,0
2007,8,21,23.08,8.56,0
2007,8,22,22.91,6.59,0
2007,8,23,19.48,5.02,0
2007,8,24,16.86,2.25,0
2007,8,25,16.65,2.79,0
2007,8,26,14.82,6.65,2.1146
2007,8,27,15.23,4.51,0
2007,8,28,16.07,6.53,0
2007,8,29,19.34,9.17,0
2007,8,30,20.82,8.45,0
2007,8,31,20.42,9.31,1.79042
2007,9,1,12.18,5.79,11.82591
2007,9,2,14.75,2.14,1.52807
2007,9,3,14.92,7.37,5.22932
2007,9,4,11.20,4.89,15.17967
2007,9,5,11.38,1.01,5.17199
2007,9,6,10.72,1.14,3.93647
2007,9,7,12.36,0.39,2.43101
2007,9,8,14.99,0.46,0.54382
2007,9,9,16.70,3.66,0
2007,9,10,16.75,4.64,0
2007,9,11,13.54,0.38,0
2007,9,12,16.37,0.94,0
2007,9,13,22.07,5.59,0
2007,9,14,22.16,5.25,0
2007,9,15,20.26,5.27,0
2007,9,16,22.04,6.69,0
2007,9,17,22.28,7.95,0
2007,9,18,22.29,10.33,0
2007,9,19,17.09,5.45,0
2007,9,20,18.31,3.24,0
2007,9,21,19.04,4.79,0
2007,9,22,18.96,3.34,0
2007,9,23,18.54,4.21,0
2007,9,24,18.72,5.94,0
2007,9,25,22.61,8.27,0
2007,9,26,22.61,7.82,0
2007,9,27,16.21,5.98,0
2007,9,28,12.26,3.21,2.07208
2007,9,29,8.45,-0.07,0
2007,9,30,10.04,4.82,0.44207
2007,10,1,12.07,4.71,4.63009
2007,10,2,11.29,-1.08,0
2007,10,3,11.23,-2.78,0
2007,10,4,15.34,1.80,0
2007,10,5,14.92,2.40,0
2007,10,6,9.33,4.04,0
2007,10,7,7.60,-2.47,0
2007,10,8,11.79,-2.30,0
2007,10,9,12.41,-2.18,0
2007,10,10,12.21,3.05,0
2007,10,11,9.51,5.14,0
2007,10,12,14.40,4.37,0
2007,10,13,12.42,-0.88,3.28333
2007,10,14,3.18,-4.20,1.84276
2007,10,15,2.28,-7.74,0
2007,10,16,3.63,-6.34,0
2007,10,17,3.32,-5.51,0
2007,10,18,2.64,-7.23,0
2007,10,19,2.07,-6.94,3.02909
2007,10,20,3.42,-3.05,5.11168
2007,10,21,1.35,-5.87,0.89268
2007,10,22,2.02,-3.08,0
2007,10,23,6.40,-1.38,0.97514
2007,10,24,6.30,0.11,10.98044
2007,10,25,2.81,-2.89,5.24556
2007,10,26,4.01,-2.51,11.59078
2007,10,27,6.33,-0.49,20.16286
2007,10,28,4.68,1.27,8.48942
2007,10,29,3.80,-0.06,2.34658
2007,10,30,4.34,-4.84,0
2007,10,31,3.11,-1.20,9.56355
2007,11,1,4.36,-0.49,28.80061
2007,11,2,4.89,-3.16,8.47926
2007,11,3,0.98,-5.14,9.51838
2007,11,4,1.56,-3.68,20.53124
2007,11,5,3.46,-2.92,27.38141
2007,11,6,2.88,-0.97,18.48294
2007,11,7,11.72,3.08,0.29666
2007,11,8,10.88,2.85,0.5911
2007,11,9,6.75,2.37,7.32542
2007,11,10,7.35,3.05,18.88684
2007,11,11,4.24,-1.84,17.75174
2007,11,12,1.31,-3.16,25.0686
2007,11,13,0.98,-3.42,15.62343
2007,11,14,3.66,-2.27,53.22357
2007,11,15,5.56,1.45,25.8748
