"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Future Climate Projections (Daily) - MACAv2-METDATA(https://climate.northwestknowledge.net/MACA/) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4794 North,-120.9806 East" 
Variable List: 
tasmax: Max Daily Temperature from GFDL-ESM2M (USA) RCP 4.5 (2006-2099)
tasmin: Min Daily Temperature from GFDL-ESM2M (USA) RCP 4.5 (2006-2099)
pr: Precipitation from GFDL-ESM2M (USA) RCP 4.5 (2006-2099)
********************************************************
Year,Month,Day,tasmax-GFDL-ESM2M(degC),tasmin-GFDL-ESM2M(degC),pr-GFDL-ESM2M(mm)
2017,1,29,4.32,-5.18,0
2017,1,30,3.78,-4.95,0
2017,1,31,6.04,-4.42,0
2017,2,1,5.54,-3.74,0
2017,2,2,4.77,-5.84,0
2017,2,3,-0.74,-9.68,0
2017,2,4,-2.83,-10.79,0
2017,2,5,-0.46,-8.84,0.31813
2017,2,6,0.32,-6.55,0
2017,2,7,0.18,-7.66,1.57434
2017,2,8,-0.72,-9.90,0
2017,2,9,-1.17,-9.88,0
2017,2,10,-2.00,-10.62,0
2017,2,11,-1.29,-8.74,0.31954
2017,2,12,1.77,-5.22,1.0849
2017,2,13,3.89,-4.23,6.1649
2017,2,14,4.28,-2.32,7.31322
2017,2,15,5.34,-1.97,26.37778
2017,2,16,9.36,-1.13,7.2507
2017,2,17,4.92,-4.69,1.4247
2017,2,18,4.07,-3.00,13.79166
2017,2,19,4.65,-3.88,12.45046
2017,2,20,6.67,-3.58,32.03957
2017,2,21,6.23,0.98,39.6569
2017,2,22,3.86,-3.32,24.19581
2017,2,23,1.93,-3.29,12.74621
2017,2,24,2.44,-6.47,2.41772
2017,2,25,2.77,-5.58,1.63636
2017,2,26,3.25,-5.50,1.94884
2017,2,27,2.90,-5.49,0.48611
2017,2,28,1.26,-5.50,5.1559
2017,3,1,1.37,-7.39,2.56001
2017,3,2,2.13,-5.66,2.2689
2017,3,3,1.14,-5.83,0
2017,3,4,1.47,-5.76,0
2017,3,5,2.90,-5.67,0
2017,3,6,7.18,-5.54,0
2017,3,7,7.67,-3.81,0
2017,3,8,10.21,-2.88,0
2017,3,9,11.81,-1.22,0
2017,3,10,11.24,-0.90,4.29005
2017,3,11,9.43,-1.50,3.68048
2017,3,12,7.44,-3.23,13.12079
2017,3,13,4.58,-5.49,7.96969
2017,3,14,5.20,-5.09,0.83726
2017,3,15,0.67,-4.29,24.29333
2017,3,16,3.75,-5.16,2.00322
2017,3,17,5.03,-5.84,0
2017,3,18,6.51,-5.12,0
2017,3,19,10.24,-4.11,0
2017,3,20,10.27,-2.47,0
2017,3,21,10.89,-2.05,3.16574
2017,3,22,9.22,-4.07,4.97824
2017,3,23,4.32,-4.14,10.58296
2017,3,24,5.22,-4.46,3.27657
2017,3,25,6.62,-3.55,7.63563
2017,3,26,6.83,-3.59,3.94657
2017,3,27,5.65,-2.57,19.61598
2017,3,28,8.37,-0.40,10.74602
2017,3,29,9.68,-2.50,1.61975
2017,3,30,12.86,-1.82,0
2017,3,31,14.10,-1.55,0
2017,4,1,15.36,-0.91,0
2017,4,2,16.65,0.13,0
2017,4,3,16.16,-0.68,0.29673
2017,4,4,8.16,-6.17,1.19179
2017,4,5,3.92,-5.84,0.54267
2017,4,6,8.14,-4.24,4.75366
2017,4,7,8.57,-5.35,2.96379
2017,4,8,8.15,-1.64,3.61933
2017,4,9,8.04,-0.78,5.84312
2017,4,10,8.00,-0.68,2.37217
2017,4,11,7.93,-0.72,2.97033
2017,4,12,7.82,-2.55,9.89052
2017,4,13,5.84,-2.64,3.60802
2017,4,14,6.20,-4.12,1.03729
2017,4,15,8.29,-5.50,0
2017,4,16,6.80,-1.89,11.23548
2017,4,17,6.39,-4.81,0.3473
2017,4,18,7.04,-5.55,1.91529
2017,4,19,6.98,-3.73,9.48199
2017,4,20,8.70,0.64,25.55552
2017,4,21,3.71,-5.17,2.4129
2017,4,22,7.27,-1.42,26.50447
2017,4,23,9.13,-2.49,14.18295
2017,4,24,9.02,-1.41,16.88827
2017,4,25,7.01,-3.37,3.89761
2017,4,26,7.49,-4.64,3.52456
2017,4,27,11.05,-0.01,0
2017,4,28,10.74,-2.70,0
2017,4,29,9.74,-3.15,1.14799
2017,4,30,9.43,-4.06,0
2017,5,1,11.57,-2.48,0
2017,5,2,14.33,1.09,0
2017,5,3,16.70,1.27,0
2017,5,4,19.13,4.43,0
2017,5,5,19.40,5.51,0.28358
2017,5,6,18.09,3.74,4.6798
2017,5,7,17.20,-1.49,0
2017,5,8,10.92,-1.57,0
2017,5,9,11.28,-2.45,0
2017,5,10,14.86,-0.88,0
2017,5,11,15.92,1.97,0
2017,5,12,15.68,0.34,0
2017,5,13,13.21,-2.05,0
2017,5,14,13.50,4.19,5.41056
2017,5,15,9.43,1.77,7.83987
2017,5,16,10.19,-1.15,3.12293
2017,5,17,12.22,-1.06,0.82318
2017,5,18,13.44,1.81,0
2017,5,19,13.47,3.61,3.25493
2017,5,20,11.54,-1.48,0
2017,5,21,16.74,2.04,0
2017,5,22,23.84,8.18,0
2017,5,23,27.05,13.02,0
2017,5,24,27.56,12.66,1.2783
2017,5,25,18.52,6.76,3.83971
2017,5,26,18.61,6.04,1.63985
2017,5,27,16.69,6.61,4.95452
2017,5,28,16.07,7.34,5.26673
2017,5,29,13.92,4.71,20.0151
2017,5,30,12.75,0.47,10.74739
2017,5,31,6.96,-0.51,5.64403
2017,6,1,10.97,1.01,0.36647
2017,6,2,16.12,4.94,0
2017,6,3,20.15,5.90,0
2017,6,4,19.85,8.92,6.60622
2017,6,5,15.19,4.25,17.57841
2017,6,6,11.24,2.75,2.47355
2017,6,7,13.05,3.99,1.43875
2017,6,8,18.31,4.92,1.87897
2017,6,9,17.43,6.27,11.71511
2017,6,10,14.71,4.05,1.28161
2017,6,11,10.95,3.74,0
2017,6,12,13.01,3.07,2.23901
2017,6,13,11.81,3.32,22.42676
2017,6,14,6.02,-2.41,22.64746
2017,6,15,11.49,-3.17,0.86605
2017,6,16,11.23,2.53,3.64163
2017,6,17,14.45,0.00,0.93781
2017,6,18,16.17,2.33,0.55306
2017,6,19,17.85,3.24,0
2017,6,20,20.34,5.69,4.03613
2017,6,21,22.42,8.66,0
2017,6,22,23.14,10.66,0.54411
2017,6,23,22.83,9.19,0.53407
2017,6,24,20.79,5.37,0
2017,6,25,12.55,4.06,0.86573
2017,6,26,14.41,1.73,0
2017,6,27,16.81,2.29,0
2017,6,28,20.25,6.41,0
2017,6,29,24.62,8.95,0
2017,6,30,26.20,11.34,0
2017,7,1,26.27,10.45,0
2017,7,2,18.39,3.69,1.52409
2017,7,3,15.67,4.94,0.53638
2017,7,4,16.37,4.68,0
2017,7,5,17.25,6.22,0
2017,7,6,22.42,6.05,0
2017,7,7,24.55,10.41,1.36299
2017,7,8,24.61,10.94,3.96536
2017,7,9,23.97,10.31,0
2017,7,10,25.75,10.20,0
2017,7,11,26.38,11.25,0
2017,7,12,26.25,13.56,0
2017,7,13,25.75,10.41,0.50192
2017,7,14,25.65,10.30,0
2017,7,15,26.98,12.62,0
2017,7,16,26.72,14.28,0
2017,7,17,23.26,8.46,0
2017,7,18,22.67,7.46,0
2017,7,19,25.14,8.62,0
2017,7,20,26.53,10.80,0
2017,7,21,26.10,9.00,0
2017,7,22,24.31,8.80,0
2017,7,23,25.52,10.11,0
2017,7,24,26.83,11.72,0
2017,7,25,28.83,13.09,0
2017,7,26,28.59,14.51,0
2017,7,27,27.16,13.09,0
2017,7,28,26.17,9.97,0
2017,7,29,25.71,8.98,0
2017,7,30,27.48,11.62,0
2017,7,31,28.82,13.87,0
2017,8,1,28.49,10.80,0
2017,8,2,29.86,13.33,0
2017,8,3,32.96,15.91,0
2017,8,4,34.21,17.66,0
2017,8,5,34.23,18.39,0
2017,8,6,33.55,18.33,0
2017,8,7,32.43,17.00,0
2017,8,8,31.18,16.46,0
2017,8,9,29.80,15.91,0.31272
2017,8,10,29.45,15.47,0
2017,8,11,28.20,13.28,0
2017,8,12,27.13,10.93,0
2017,8,13,23.41,7.39,0.42047
2017,8,14,22.78,6.59,0
2017,8,15,22.31,7.26,0.28629
2017,8,16,21.55,7.59,0
2017,8,17,23.95,7.13,0
2017,8,18,24.76,9.63,0
2017,8,19,25.50,11.20,0
2017,8,20,26.96,12.68,0
2017,8,21,27.13,12.88,0
2017,8,22,25.52,10.17,0
2017,8,23,26.07,11.03,0
2017,8,24,26.38,10.69,0
2017,8,25,25.02,8.79,0
2017,8,26,24.04,9.79,0.29475
2017,8,27,24.01,9.24,0
2017,8,28,20.84,5.42,0.30375
2017,8,29,15.43,7.43,0
2017,8,30,18.24,7.16,1.15678
2017,8,31,19.17,11.26,0
2017,9,1,13.64,6.26,5.80833
2017,9,2,12.16,3.83,6.4593
2017,9,3,13.30,5.23,15.8449
2017,9,4,10.99,1.47,14.53662
2017,9,5,7.34,3.63,7.96262
2017,9,6,11.25,2.24,1.0435
2017,9,7,11.01,4.43,9.58889
2017,9,8,15.49,3.40,0
2017,9,9,17.43,4.93,9.68997
2017,9,10,11.30,4.60,9.7171
2017,9,11,10.51,0.57,1.0716
2017,9,12,11.33,0.96,0.31439
2017,9,13,13.91,-0.03,0
2017,9,14,14.47,4.93,0
2017,9,15,14.35,1.80,0
2017,9,16,13.80,0.69,0
2017,9,17,13.69,4.36,0.38851
2017,9,18,11.06,-1.68,0
2017,9,19,10.82,0.17,3.0027
2017,9,20,10.93,-1.24,0
2017,9,21,14.21,-1.18,0
2017,9,22,14.97,-0.69,0
2017,9,23,14.78,3.83,2.58897
2017,9,24,10.90,0.48,5.18448
2017,9,25,13.98,-0.49,0
2017,9,26,15.79,1.02,0
2017,9,27,16.19,1.14,0.82655
2017,9,28,15.63,1.34,0
2017,9,29,13.38,4.10,2.05779
2017,9,30,9.52,0.64,0
2017,10,1,8.34,1.54,5.70487
2017,10,2,6.79,2.24,35.32716
2017,10,3,7.53,2.51,9.68018
2017,10,4,7.01,-1.13,0
2017,10,5,7.75,-1.84,0
2017,10,6,7.94,-2.17,0
2017,10,7,8.52,-0.78,0
2017,10,8,12.21,-0.89,0
2017,10,9,17.35,3.19,0
2017,10,10,17.04,3.14,0
2017,10,11,14.84,0.53,0
2017,10,12,12.54,2.88,0
2017,10,13,12.94,0.43,0
2017,10,14,15.66,2.90,0
2017,10,15,15.64,3.48,0
2017,10,16,10.18,2.67,2.19993
2017,10,17,6.06,0.06,6.69386
2017,10,18,3.60,-0.91,14.10812
2017,10,19,6.28,0.54,21.12863
2017,10,20,7.92,0.54,0.76738
2017,10,21,6.72,-3.84,0
2017,10,22,10.49,-1.30,0
2017,10,23,14.63,2.43,0
2017,10,24,14.29,-1.29,0
2017,10,25,13.47,2.15,0
2017,10,26,5.44,-5.06,0
2017,10,27,4.27,-5.19,0
2017,10,28,4.87,-5.09,0
2017,10,29,7.17,-2.41,0
2017,10,30,8.57,-0.05,0
2017,10,31,8.84,-2.77,0
2017,11,1,8.28,1.29,3.61658
2017,11,2,3.56,-1.59,16.48123
2017,11,3,3.36,-2.47,25.39436
2017,11,4,4.09,-4.22,4.78218
2017,11,5,0.65,-3.76,14.30621
2017,11,6,-0.29,-7.48,3.40747
2017,11,7,2.02,-3.27,1.62896
2017,11,8,2.02,-4.55,0.30697
2017,11,9,2.93,-2.73,5.56896
2017,11,10,5.73,-0.36,10.50716
2017,11,11,5.75,1.47,1.98312
2017,11,12,4.10,-0.69,26.96896
2017,11,13,3.74,-1.57,7.54291
2017,11,14,5.71,-4.10,0
2017,11,15,8.99,1.84,0
2017,11,16,8.53,3.22,0.37536
2017,11,17,4.18,1.65,15.29375
2017,11,18,4.28,-1.56,25.09622
2017,11,19,2.87,-3.10,25.06132
2017,11,20,0.83,-4.89,4.46053
2017,11,21,2.81,-5.79,58.42709
2017,11,22,4.20,-2.94,30.37497
2017,11,23,1.05,-5.04,0.80914
2017,11,24,2.74,-2.77,22.12838
2017,11,25,2.25,-5.51,20.15103
2017,11,26,-0.84,-7.55,0
2017,11,27,-1.55,-8.71,0
2017,11,28,-3.29,-10.62,0
2017,11,29,-3.42,-9.37,0
2017,11,30,-3.13,-11.17,1.17526
2017,12,1,-2.49,-7.60,15.01157
2017,12,2,-3.25,-9.02,15.19262
2017,12,3,-0.30,-6.87,6.95651
2017,12,4,-0.83,-8.61,22.28972
2017,12,5,-0.08,-8.08,16.08349
2017,12,6,-2.94,-9.03,1.46396
2017,12,7,-4.87,-13.92,0
2017,12,8,-5.91,-14.30,0
2017,12,9,-1.49,-9.71,0
2017,12,10,-1.82,-8.11,0.73808
2017,12,11,-3.95,-11.37,0
2017,12,12,-3.89,-10.48,0.54298
2017,12,13,-3.49,-9.61,0
2017,12,14,-4.72,-11.43,22.27067
2017,12,15,-2.19,-6.57,29.86781
2017,12,16,-1.91,-6.79,18.08754
2017,12,17,-4.10,-5.30,45.96778
2017,12,18,-0.49,-3.67,12.75222
2017,12,19,-0.46,-3.99,4.30676
2017,12,20,-1.14,-6.04,1.91368
2017,12,21,-3.13,-8.97,7.7801
2017,12,22,-2.48,-4.83,13.0953
2017,12,23,-0.06,-4.76,5.64255
2017,12,24,-0.59,-3.43,1.78132
2017,12,25,-0.78,-6.41,1.32983
2017,12,26,-3.35,-10.23,8.67498
2017,12,27,-2.03,-10.12,20.3924
2017,12,28,-1.26,-4.85,9.51878
2017,12,29,-1.42,-6.32,5.97456
2017,12,30,-0.05,-5.97,41.20444
2017,12,31,0.02,-10.46,47.07674
2018,1,1,4.56,-0.18,76.0808
2018,1,2,1.81,-6.28,5.53703
2018,1,3,-2.67,-11.37,25.14801
2018,1,4,-0.54,-9.47,0.42701
2018,1,5,-3.65,-11.04,0
2018,1,6,-4.61,-12.04,0
2018,1,7,-3.43,-11.32,0
2018,1,8,-2.96,-8.41,1.4866
2018,1,9,-1.73,-8.03,5.35342
2018,1,10,-1.16,-5.76,0
2018,1,11,-1.11,-6.47,5.48055
2018,1,12,1.03,-2.49,50.06104
2018,1,13,2.87,-1.76,63.25857
2018,1,14,2.37,-6.00,21.12587
2018,1,15,-3.24,-7.43,4.01407
2018,1,16,-1.28,-7.53,0
2018,1,17,0.47,-8.93,48.95391
2018,1,18,0.51,-3.04,16.07466
2018,1,19,0.12,-7.34,10.71252
2018,1,20,-0.19,-7.79,31.15951
2018,1,21,0.70,-6.14,11.81189
2018,1,22,-1.35,-7.15,11.69635
2018,1,23,-0.90,-5.83,3.35124
2018,1,24,0.34,-6.91,30.26406
2018,1,25,2.79,-2.95,46.71973
2018,1,26,1.49,-3.64,39.01351
2018,1,27,6.20,-0.33,77.60805
2018,1,28,5.30,-0.90,31.03914
2018,1,29,2.54,-6.31,6.152
2018,1,30,-0.87,-7.45,0
2018,1,31,0.26,-6.95,0
2018,2,1,-0.59,-4.14,13.61567
2018,2,2,0.27,-6.32,9.17752
2018,2,3,0.43,-6.28,9.81529
2018,2,4,0.77,-6.46,0.31895
2018,2,5,2.28,-3.65,0.32544
2018,2,6,2.67,-7.01,0.35047
2018,2,7,-0.35,-7.66,0
2018,2,8,1.74,-7.07,0
2018,2,9,1.56,-4.14,2.22817
2018,2,10,1.01,-7.37,3.78974
2018,2,11,-0.62,-7.65,2.0329
2018,2,12,-1.90,-11.42,0.28536
2018,2,13,-4.93,-17.69,0
2018,2,14,-4.85,-15.44,0.31929
2018,2,15,-2.31,-11.45,8.12185
2018,2,16,-1.55,-9.40,24.44829
2018,2,17,0.15,-5.63,8.04201
2018,2,18,-0.02,-7.17,1.48781
2018,2,19,-0.10,-7.41,0
2018,2,20,-0.98,-7.65,9.57939
2018,2,21,-2.74,-10.82,1.02791
2018,2,22,-2.73,-10.96,0
2018,2,23,-2.02,-8.65,0
2018,2,24,0.33,-7.70,0.71086
2018,2,25,0.65,-8.03,0
2018,2,26,2.14,-6.65,0
2018,2,27,4.61,-5.79,0
2018,2,28,5.66,-5.05,0.47993
2018,3,1,5.39,-4.64,0
2018,3,2,4.72,-5.05,1.94761
2018,3,3,5.57,-4.44,0
2018,3,4,5.75,-3.24,0
2018,3,5,2.54,-4.79,3.05469
2018,3,6,1.28,-6.79,10.12496
2018,3,7,-2.00,-9.20,2.46753
2018,3,8,-6.89,-13.03,3.85265
2018,3,9,-6.81,-13.87,0
2018,3,10,-4.46,-13.97,0
2018,3,11,-1.09,-10.58,0
2018,3,12,0.86,-6.35,0
2018,3,13,1.61,-5.85,0
2018,3,14,1.80,-5.58,3.84681
2018,3,15,1.33,-6.72,3.62815
2018,3,16,-3.19,-8.53,16.99731
2018,3,17,2.08,-6.08,33.88472
2018,3,18,2.63,-5.01,38.74471
2018,3,19,5.91,-4.38,60.04168
2018,3,20,6.21,-2.91,5.86273
2018,3,21,4.97,-4.99,8.03278
2018,3,22,6.08,-5.74,45.66015
2018,3,23,6.77,-3.38,1.03721
2018,3,24,6.81,-2.96,80.9237
2018,3,25,6.66,-2.01,64.65983
2018,3,26,6.24,-5.59,1.56984
2018,3,27,6.75,-3.47,0.76016
2018,3,28,5.87,-3.68,7.40411
2018,3,29,5.20,-5.10,2.33157
2018,3,30,4.57,-5.57,5.23521
2018,3,31,6.70,-4.29,0
2018,4,1,6.35,-6.11,0
2018,4,2,5.42,-5.94,0
2018,4,3,5.17,-3.69,0.34782
2018,4,4,6.38,-3.73,0.28078
2018,4,5,7.79,-5.31,0
2018,4,6,8.88,0.23,4.93356
2018,4,7,9.32,-0.99,4.4571
2018,4,8,7.98,-2.56,7.79508
2018,4,9,4.77,-3.57,28.54129
2018,4,10,2.87,-5.30,20.21686
2018,4,11,6.51,-2.85,7.53037
2018,4,12,5.20,-4.19,6.0721
2018,4,13,6.24,-4.02,4.57759
2018,4,14,5.04,-5.78,7.97546
2018,4,15,3.94,-6.15,6.46329
2018,4,16,5.05,-4.42,1.94282
2018,4,17,4.63,-5.56,2.45187
2018,4,18,6.70,-5.07,1.88581
2018,4,19,7.05,-4.33,0.34568
2018,4,20,9.02,-5.20,0.28497
2018,4,21,8.41,-0.99,10.57198
2018,4,22,8.23,-3.55,14.07616
2018,4,23,8.83,-0.43,3.42238
2018,4,24,7.59,-0.65,21.77739
2018,4,25,11.09,-1.28,3.16521
2018,4,26,11.63,1.87,10.36206
2018,4,27,8.75,-1.34,4.09102
2018,4,28,6.31,-2.77,0.82912
2018,4,29,7.51,-2.60,2.46668
2018,4,30,7.27,-1.41,9.34898
2018,5,1,6.01,-2.39,1.196
2018,5,2,6.09,-2.37,2.06194
2018,5,3,5.00,-3.72,5.98482
2018,5,4,6.07,-5.82,1.86221
2018,5,5,11.52,-3.22,0
2018,5,6,17.82,2.78,0
2018,5,7,23.54,8.33,0
2018,5,8,23.63,9.10,0
2018,5,9,23.53,6.15,0.29759
2018,5,10,23.52,8.25,0
2018,5,11,24.75,8.58,0
2018,5,12,27.35,9.02,0.84669
2018,5,13,26.74,9.87,0.93167
2018,5,14,20.73,8.11,0.4596
2018,5,15,20.91,8.49,0
2018,5,16,21.61,8.74,0
2018,5,17,22.93,10.03,0
2018,5,18,22.31,9.05,0
2018,5,19,22.04,1.04,0
2018,5,20,11.16,-1.29,0.5411
2018,5,21,8.73,-1.85,0.69782
2018,5,22,8.81,0.52,5.28279
2018,5,23,16.73,3.92,0
2018,5,24,25.11,8.92,0
2018,5,25,15.62,4.17,6.33141
2018,5,26,19.86,6.99,3.00416
2018,5,27,16.88,6.36,5.47127
2018,5,28,16.05,3.36,0
2018,5,29,13.97,-0.54,0
2018,5,30,13.42,-0.15,0.79515
2018,5,31,11.42,-0.27,1.14264
2018,6,1,16.53,-0.29,0
2018,6,2,19.85,5.49,0
2018,6,3,19.76,6.03,0
2018,6,4,18.75,3.46,0
2018,6,5,12.63,1.55,2.80952
2018,6,6,14.82,-0.58,0
2018,6,7,16.32,7.23,0.297
2018,6,8,19.91,6.61,0.99847
2018,6,9,19.45,6.98,5.3639
2018,6,10,15.21,3.29,2.76831
2018,6,11,13.55,1.39,0.9071
2018,6,12,18.36,3.18,0
2018,6,13,22.74,7.36,0
2018,6,14,25.66,11.96,0
2018,6,15,27.37,10.88,0.52719
2018,6,16,22.36,7.04,0.45217
2018,6,17,23.58,9.67,0.73255
2018,6,18,23.66,10.90,0
2018,6,19,23.28,9.85,0
2018,6,20,20.71,6.82,0.27993
2018,6,21,17.65,6.82,0
2018,6,22,16.00,5.00,0
2018,6,23,18.20,7.68,2.27051
2018,6,24,18.33,7.70,3.58452
2018,6,25,14.37,2.99,0.86749
2018,6,26,14.56,0.23,0
2018,6,27,16.40,1.35,0.28908
2018,6,28,20.34,4.02,0
2018,6,29,22.60,7.15,0
2018,6,30,25.65,9.69,0.64621
2018,7,1,25.60,11.47,0
2018,7,2,25.65,9.14,0
2018,7,3,23.24,5.81,0
2018,7,4,23.25,5.86,0
2018,7,5,23.17,6.65,0
2018,7,6,19.79,3.69,0
2018,7,7,23.93,6.38,0
2018,7,8,27.02,10.08,0
2018,7,9,27.52,11.44,0
2018,7,10,27.06,10.56,0
2018,7,11,26.09,10.31,0
2018,7,12,24.21,9.12,0
2018,7,13,25.08,7.75,0
2018,7,14,27.70,11.14,0
2018,7,15,28.42,12.36,0
2018,7,16,26.90,9.85,0
2018,7,17,23.17,7.88,0
2018,7,18,22.75,9.68,0
2018,7,19,22.43,7.37,0
2018,7,20,23.53,7.44,0
2018,7,21,24.72,8.37,0
2018,7,22,25.15,8.64,0
2018,7,23,25.92,9.13,0
2018,7,24,28.61,9.20,0
2018,7,25,28.59,11.97,0
2018,7,26,25.33,8.60,0
2018,7,27,22.13,6.41,0
2018,7,28,22.43,6.53,0
2018,7,29,24.83,7.98,0
2018,7,30,25.20,11.20,0
2018,7,31,25.74,11.85,0
2018,8,1,26.85,13.63,0
2018,8,2,26.72,14.38,0
2018,8,3,24.81,9.53,0
2018,8,4,21.13,9.65,3.49402
2018,8,5,14.87,3.53,3.38192
2018,8,6,16.32,2.81,0.34015
2018,8,7,16.53,3.31,0
2018,8,8,18.74,6.41,0
2018,8,9,19.25,6.58,0
2018,8,10,23.03,9.12,0
2018,8,11,27.55,10.28,0
2018,8,12,31.64,15.17,0
2018,8,13,31.66,15.80,0
2018,8,14,28.85,14.07,0
2018,8,15,28.16,13.49,0
2018,8,16,28.01,13.03,0
2018,8,17,28.02,12.13,0.28818
2018,8,18,25.19,9.71,0
2018,8,19,23.54,7.53,0
2018,8,20,25.09,10.22,0
2018,8,21,26.43,11.71,0.71265
2018,8,22,26.77,12.56,0
2018,8,23,24.93,8.53,0
2018,8,24,17.01,5.59,0
2018,8,25,19.12,6.94,0
2018,8,26,20.81,7.82,2.25577
2018,8,27,22.34,6.65,0
2018,8,28,22.93,9.04,0
2018,8,29,21.17,7.97,0
2018,8,30,23.71,8.16,0
2018,8,31,23.75,8.99,0
2018,9,1,19.27,8.26,0.59766
2018,9,2,15.01,6.87,5.54552
2018,9,3,14.90,6.67,1.08187
2018,9,4,12.52,4.05,12.2544
2018,9,5,17.26,5.81,1.62219
2018,9,6,17.65,8.39,0
2018,9,7,16.71,5.54,0.6012
2018,9,8,13.58,0.95,0.96462
2018,9,9,15.20,0.96,0
2018,9,10,15.76,5.63,0.56472
2018,9,11,16.76,7.26,0
2018,9,12,22.60,7.84,0
2018,9,13,24.04,8.13,0
2018,9,14,17.72,9.39,2.83305
2018,9,15,14.90,5.92,1.80241
2018,9,16,11.04,7.08,3.936
2018,9,17,12.38,1.87,0
2018,9,18,14.63,-0.09,0
2018,9,19,16.17,2.58,0
2018,9,20,15.97,4.39,0.49803
2018,9,21,12.38,2.62,6.59494
2018,9,22,8.18,0.86,1.04393
2018,9,23,14.19,-1.00,0
2018,9,24,21.09,2.40,0
2018,9,25,25.54,7.15,0
2018,9,26,25.72,12.39,2.30572
2018,9,27,23.35,10.92,4.39904
2018,9,28,17.73,5.17,0
2018,9,29,18.20,8.39,0
2018,9,30,17.03,7.35,0
2018,10,1,15.82,4.03,0
2018,10,2,13.35,1.36,0
2018,10,3,17.38,3.64,0
2018,10,4,18.68,5.43,0
2018,10,5,19.01,9.28,0
2018,10,6,15.92,5.12,21.35712
2018,10,7,10.87,4.47,1.94777
2018,10,8,9.96,3.75,2.44725
2018,10,9,10.02,-0.78,0.57856
2018,10,10,9.22,-2.57,0
2018,10,11,8.25,-2.66,0
2018,10,12,9.96,-2.41,0
2018,10,13,9.28,-0.75,0
2018,10,14,10.03,-1.74,0.62507
2018,10,15,12.59,-1.44,0
2018,10,16,13.48,1.37,0
2018,10,17,13.73,2.77,0
2018,10,18,13.87,2.10,0
2018,10,19,13.13,2.38,0
2018,10,20,12.77,2.17,0
2018,10,21,13.04,5.57,0
2018,10,22,10.64,5.12,0.98256
2018,10,23,9.54,2.41,1.56289
2018,10,24,5.47,-2.03,0.62955
2018,10,25,4.77,-4.84,0.85167
2018,10,26,5.97,-5.13,0
2018,10,27,8.98,-2.95,0
2018,10,28,11.68,-0.93,0
2018,10,29,12.15,0.51,0
2018,10,30,6.96,0.34,15.18799
2018,10,31,4.89,0.91,15.08657
2018,11,1,3.10,-0.68,10.68551
2018,11,2,3.35,-0.75,11.82787
2018,11,3,4.89,-1.21,41.99642
2018,11,4,5.31,-3.63,1.48609
2018,11,5,-1.57,-11.20,0
2018,11,6,-2.00,-8.94,0.31624
2018,11,7,-2.39,-8.93,0
2018,11,8,2.46,-6.74,0
2018,11,9,2.91,-6.30,0
2018,11,10,3.86,-3.59,0
2018,11,11,3.84,-5.57,0
2018,11,12,3.76,-2.06,6.0706
2018,11,13,1.23,-1.65,27.10582
2018,11,14,3.01,-2.73,2.22715
2018,11,15,3.76,-1.52,34.696
2018,11,16,7.29,3.41,93.37917
2018,11,17,5.50,1.46,26.60793
2018,11,18,3.27,-3.08,13.71341
2018,11,19,1.38,-5.63,1.56991
2018,11,20,-0.87,-6.73,0.86102
2018,11,21,-3.91,-10.37,0
2018,11,22,-2.89,-10.18,0
2018,11,23,-2.67,-9.51,0
2018,11,24,-3.08,-10.08,0.48034
2018,11,25,-2.66,-13.10,0.8059
2018,11,26,-1.04,-13.15,0
2018,11,27,-0.89,-9.11,0
2018,11,28,-0.30,-6.37,0
2018,11,29,-1.66,-6.33,8.61209
2018,11,30,-3.05,-9.90,1.09528
2018,12,1,-2.67,-9.98,17.80188
2018,12,2,0.11,-3.99,2.2466
2018,12,3,0.90,-5.72,28.10299
2018,12,4,0.10,-5.09,50.36639
2018,12,5,-0.56,-5.61,14.30887
2018,12,6,0.27,-8.43,53.76488
2018,12,7,2.74,-7.24,15.5044
2018,12,8,-4.34,-8.60,10.49182
2018,12,9,-3.00,-8.43,2.39685
2018,12,10,-3.25,-9.71,7.02464
2018,12,11,-3.46,-9.97,3.35767
2018,12,12,-2.88,-14.46,48.61451
2018,12,13,0.24,-9.92,15.84501
2018,12,14,-3.94,-11.04,0
2018,12,15,-4.63,-10.46,9.99022
2018,12,16,-1.96,-8.20,5.35146
2018,12,17,-0.88,-8.08,10.29666
2018,12,18,-1.01,-4.92,16.62881
2018,12,19,-1.12,-6.04,46.62642
2018,12,20,-1.42,-9.44,39.43945
2018,12,21,-4.08,-13.84,0.63735
2018,12,22,-10.94,-17.51,0.39618
2018,12,23,-11.46,-20.84,1.42231
2018,12,24,-19.60,-26.38,0
2018,12,25,-17.48,-25.90,0
2018,12,26,-12.01,-19.22,5.88824
2018,12,27,-1.87,-12.55,4.22301
2018,12,28,-1.30,-7.96,1.41959
2018,12,29,-1.53,-5.78,3.5444
2018,12,30,-2.07,-7.38,3.12344
2018,12,31,-3.18,-10.46,1.60979
2019,1,1,-3.19,-11.30,2.94762
2019,1,2,0.28,-3.80,5.90028
