"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Future Climate Projections (Daily) - MACAv2-METDATA(https://climate.northwestknowledge.net/MACA/) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4794 North,-120.9806 East" 
Variable List: 
tasmax: Max Daily Temperature from NorESM1-M (Norway) RCP 8.5 (2006-2099)
tasmin: Min Daily Temperature from NorESM1-M (Norway) RCP 8.5 (2006-2099)
pr: Precipitation from NorESM1-M (Norway) RCP 8.5 (2006-2099)
********************************************************
Year,Month,Day,tasmax-NorESM1-M(degC),tasmin-NorESM1-M(degC),pr-NorESM1-M(mm)
2006,5,8,13.74,-2.68,0
2006,5,9,15.36,-1.27,0.31795
2006,5,10,15.60,-0.70,0.49336
2006,5,11,17.04,-0.52,0
2006,5,12,17.52,0.69,0
2006,5,13,15.62,-0.07,0.4982
2006,5,14,14.46,-0.65,0
2006,5,15,19.72,-0.04,0.33833
2006,5,16,20.24,3.32,0
2006,5,17,18.96,1.51,0
2006,5,18,16.11,-0.39,0
2006,5,19,19.97,1.27,0
2006,5,20,21.75,4.78,0.96148
2006,5,21,19.93,3.40,1.25157
2006,5,22,15.11,-0.32,0.79985
2006,5,23,18.01,0.01,1.49178
2006,5,24,19.47,1.64,0.96831
2006,5,25,20.15,0.81,1.19289
2006,5,26,19.65,2.01,0
2006,5,27,20.87,1.42,0
2006,5,28,21.45,1.02,0
2006,5,29,20.82,2.62,0
2006,5,30,16.20,1.88,0
2006,5,31,11.75,-0.35,0
2006,6,1,11.71,0.25,0
2006,6,2,13.70,-1.72,0
2006,6,3,19.15,1.78,0
2006,6,4,22.38,7.41,0
2006,6,5,22.13,6.58,0.38695
2006,6,6,17.04,0.27,0
2006,6,7,14.21,-1.64,0
2006,6,8,13.67,2.72,2.78242
2006,6,9,15.51,5.31,4.61159
2006,6,10,18.82,4.45,3.88816
2006,6,11,19.83,5.84,0.57157
2006,6,12,21.03,6.50,0.69579
2006,6,13,20.31,5.43,0
2006,6,14,16.62,0.26,0
2006,6,15,15.66,-0.22,0
2006,6,16,17.33,0.02,1.57476
2006,6,17,19.73,1.12,0
2006,6,18,21.16,4.00,1.59797
2006,6,19,21.28,3.81,1.72875
2006,6,20,22.19,3.16,6.72369
2006,6,21,21.18,4.80,3.67349
2006,6,22,19.03,3.30,2.00764
2006,6,23,16.00,4.50,2.53521
2006,6,24,13.14,5.69,0.49137
2006,6,25,17.91,2.47,0
2006,6,26,19.51,2.95,0
2006,6,27,19.28,3.05,0
2006,6,28,18.88,5.00,2.43899
2006,6,29,10.80,5.30,5.4471
2006,6,30,11.39,3.02,5.38313
2006,7,1,11.22,0.99,0.28594
2006,7,2,14.17,0.07,1.4275
2006,7,3,14.02,7.91,8.8588
2006,7,4,8.02,6.30,19.29961
2006,7,5,7.61,6.13,64.08249
2006,7,6,7.60,2.25,6.33766
2006,7,7,8.70,1.52,1.43646
2006,7,8,14.43,0.71,0
2006,7,9,18.40,4.51,0
2006,7,10,21.08,7.74,0
2006,7,11,21.90,9.10,0
2006,7,12,21.80,9.34,0
2006,7,13,20.99,7.62,0
2006,7,14,18.25,3.74,0
2006,7,15,20.69,6.10,0
2006,7,16,20.55,5.76,0
2006,7,17,19.61,4.40,0
2006,7,18,20.43,5.53,0
2006,7,19,20.51,7.09,0.37457
2006,7,20,20.58,7.64,0
2006,7,21,25.43,9.92,0
2006,7,22,26.77,12.04,0
2006,7,23,25.97,9.32,0
2006,7,24,22.30,7.98,0
2006,7,25,22.40,7.86,0
2006,7,26,20.11,7.65,0.77331
2006,7,27,18.41,5.84,0
2006,7,28,20.72,5.13,0
2006,7,29,24.88,6.84,0
2006,7,30,28.06,11.77,0
2006,7,31,29.79,15.09,0
2006,8,1,29.98,11.70,0
2006,8,2,26.13,9.00,0
2006,8,3,19.19,3.61,0
2006,8,4,13.76,8.78,13.81289
2006,8,5,17.16,5.41,0
2006,8,6,21.94,8.64,0
2006,8,7,25.22,11.70,0
2006,8,8,27.23,13.75,0
2006,8,9,28.47,14.99,0
2006,8,10,28.06,13.94,0
2006,8,11,23.50,12.56,0
2006,8,12,19.06,7.75,0
2006,8,13,22.61,6.91,0
2006,8,14,24.62,10.89,0
2006,8,15,24.04,10.30,0
2006,8,16,23.42,6.25,0
2006,8,17,25.85,10.55,0
2006,8,18,25.57,9.22,0
2006,8,19,18.32,4.88,0
2006,8,20,14.04,3.51,8.87177
2006,8,21,16.63,2.66,0
2006,8,22,17.57,4.26,0
2006,8,23,18.51,3.51,0.29378
2006,8,24,20.73,7.16,0
2006,8,25,25.42,10.90,0
2006,8,26,27.65,15.41,0
2006,8,27,28.11,15.45,0
2006,8,28,28.66,12.11,0
2006,8,29,20.20,4.44,0
2006,8,30,15.90,3.74,1.27324
2006,8,31,18.17,3.72,0
2006,9,1,18.32,3.99,0
2006,9,2,17.55,4.77,6.9083
2006,9,3,12.37,5.40,1.63139
2006,9,4,12.44,2.54,0
2006,9,5,15.51,1.93,0
2006,9,6,18.70,5.22,0
2006,9,7,19.23,8.04,0
2006,9,8,18.40,5.20,0.82618
2006,9,9,20.13,8.86,1.13193
2006,9,10,22.13,10.82,0
2006,9,11,21.68,7.12,0
2006,9,12,22.47,6.87,0
2006,9,13,24.20,7.67,0
2006,9,14,24.49,9.61,0
2006,9,15,24.38,7.29,0
2006,9,16,23.23,5.44,0
2006,9,17,19.76,5.53,0.89861
2006,9,18,11.80,0.20,0
2006,9,19,12.35,-1.30,0
2006,9,20,13.07,2.48,0
2006,9,21,15.51,8.18,0.52386
2006,9,22,15.03,6.46,0.61147
2006,9,23,12.64,8.07,2.19983
2006,9,24,21.11,7.72,0
2006,9,25,20.88,7.71,0
2006,9,26,11.55,0.79,0
2006,9,27,7.24,-2.92,1.53445
2006,9,28,7.50,0.24,7.97612
2006,9,29,11.03,4.84,45.33052
2006,9,30,8.33,4.04,0
2006,10,1,6.39,0.83,0
2006,10,2,8.94,-0.17,0.32036
2006,10,3,11.21,-1.97,0
2006,10,4,12.05,-1.91,0.78517
2006,10,5,14.01,-1.49,0
2006,10,6,15.80,0.29,0
2006,10,7,15.20,3.36,0
2006,10,8,11.42,3.92,0
2006,10,9,21.32,3.36,0
2006,10,10,19.88,4.66,0
2006,10,11,11.22,5.75,0.50032
2006,10,12,11.13,-1.47,0
2006,10,13,11.22,-0.55,0
2006,10,14,11.95,1.19,0
2006,10,15,11.30,0.85,0
2006,10,16,8.26,-0.94,2.19662
2006,10,17,4.74,-4.49,0
2006,10,18,5.51,-4.10,0
2006,10,19,8.20,-2.46,0
2006,10,20,10.86,-4.32,0
2006,10,21,11.67,-2.53,0.59778
2006,10,22,12.62,-0.30,0.35718
2006,10,23,11.96,1.45,0
2006,10,24,13.31,-0.07,0
2006,10,25,11.22,-0.07,0
2006,10,26,7.91,2.63,2.60331
2006,10,27,8.71,4.56,2.22584
2006,10,28,7.67,4.03,2.89442
2006,10,29,6.17,-0.15,13.08645
2006,10,30,2.32,-1.82,2.66076
2006,10,31,3.37,-0.90,9.89563
2006,11,1,2.31,0.75,18.05531
2006,11,2,3.24,-2.62,9.55866
2006,11,3,0.90,-3.11,18.90867
2006,11,4,0.38,-2.91,2.69592
2006,11,5,0.05,-2.85,14.13408
2006,11,6,0.72,-2.77,30.90433
2006,11,7,-0.45,-4.41,6.78083
2006,11,8,-1.63,-5.45,14.16258
2006,11,9,-0.78,-5.72,18.46566
2006,11,10,-0.78,-6.69,8.2009
2006,11,11,0.76,-6.71,23.87971
2006,11,12,0.96,-2.29,23.88983
2006,11,13,2.00,-3.41,7.66501
2006,11,14,-1.30,-6.44,2.21995
2006,11,15,-1.09,-6.22,3.98718
2006,11,16,-0.99,-4.84,36.37245
2006,11,17,-0.03,-4.75,16.05031
2006,11,18,-0.96,-3.69,6.89364
2006,11,19,-1.23,-4.50,8.20147
2006,11,20,-1.26,-5.21,5.91998
2006,11,21,0.99,-4.77,6.14699
2006,11,22,3.18,-0.69,9.27491
2006,11,23,1.78,-2.32,9.27029
2006,11,24,-0.77,-7.26,3.18347
2006,11,25,-2.83,-8.24,2.21472
2006,11,26,-3.16,-7.13,2.84981
2006,11,27,-2.67,-7.23,0.80088
2006,11,28,-3.56,-9.82,0
2006,11,29,-2.51,-10.71,0
2006,11,30,-1.28,-7.66,0.41358
2006,12,1,-0.88,-5.15,11.57442
2006,12,2,-1.62,-8.66,0.67913
2006,12,3,-3.10,-10.44,0
2006,12,4,-3.06,-10.35,0.3239
2006,12,5,-2.67,-11.35,0
2006,12,6,-4.12,-10.51,4.12663
2006,12,7,-3.04,-9.17,10.22408
2006,12,8,-5.07,-12.79,2.7537
2006,12,9,-8.80,-16.41,0.70781
2006,12,10,-10.83,-18.12,7.04162
2006,12,11,-6.57,-16.75,12.26656
2006,12,12,-5.47,-10.67,5.55875
2006,12,13,-5.78,-13.01,7.24608
2006,12,14,-10.11,-19.64,0
2006,12,15,-8.61,-18.47,0
2006,12,16,-5.30,-13.28,0
2006,12,17,-3.59,-12.21,0
2006,12,18,-2.94,-10.02,15.03522
2006,12,19,-1.13,-5.71,9.47796
2006,12,20,-2.62,-8.15,32.71517
2006,12,21,1.44,-2.80,34.83733
2006,12,22,2.43,-3.17,87.1954
2006,12,23,0.58,-8.48,19.35642
2006,12,24,-3.38,-7.58,7.44927
2006,12,25,-3.60,-9.20,0.89785
2006,12,26,-3.41,-11.36,4.36288
2006,12,27,-2.53,-7.97,7.71948
2006,12,28,-1.69,-6.30,15.52234
2006,12,29,-0.35,-6.59,24.21706
2006,12,30,2.88,0.69,17.64166
2006,12,31,0.86,-5.75,9.45306
2007,1,1,-0.31,-7.97,23.67399
2007,1,2,2.65,-4.94,60.71047
2007,1,3,2.84,-3.91,59.16162
2007,1,4,-0.90,-6.57,3.68255
2007,1,5,-0.73,-9.66,31.54268
2007,1,6,0.28,-5.26,28.15915
2007,1,7,-2.20,-8.66,8.72553
2007,1,8,-2.12,-7.33,30.48721
2007,1,9,-0.30,-8.28,68.16519
2007,1,10,-0.03,-5.25,53.96074
2007,1,11,0.38,-4.54,11.20469
2007,1,12,1.07,-3.84,47.20076
2007,1,13,1.20,-1.52,39.21865
2007,1,14,1.57,-2.73,25.47617
2007,1,15,1.13,-5.84,21.44101
2007,1,16,-0.05,-5.70,2.18628
2007,1,17,-0.22,-5.45,0.89663
2007,1,18,-0.32,-6.70,2.20719
2007,1,19,-1.36,-6.87,3.38895
2007,1,20,-2.51,-8.82,2.20027
2007,1,21,-4.28,-11.05,1.52627
2007,1,22,-4.50,-11.48,0
2007,1,23,-5.08,-11.03,0.75818
2007,1,24,-5.19,-11.06,0
2007,1,25,-1.02,-10.10,2.83506
2007,1,26,-2.53,-8.87,6.3658
2007,1,27,-0.91,-7.74,24.62678
2007,1,28,0.44,-4.15,16.09418
2007,1,29,-1.27,-6.00,19.87018
2007,1,30,-5.17,-15.25,15.27176
2007,1,31,-15.59,-17.71,2.63093
2007,2,1,-11.20,-18.71,0
2007,2,2,-8.48,-18.05,0
2007,2,3,-8.54,-17.53,0
2007,2,4,-8.28,-18.26,0.3433
2007,2,5,-5.03,-18.82,0.85849
2007,2,6,-1.55,-6.97,8.29344
2007,2,7,-1.87,-7.90,8.77767
2007,2,8,-0.19,-10.53,38.36622
2007,2,9,0.92,-4.30,28.56315
2007,2,10,1.62,-3.39,32.88385
2007,2,11,3.66,-2.92,23.63024
2007,2,12,3.15,-2.72,43.8294
2007,2,13,1.52,-2.54,49.64304
2007,2,14,1.88,-3.63,4.56001
2007,2,15,3.28,-4.43,4.71297
2007,2,16,3.28,-2.95,25.29906
2007,2,17,7.91,-2.03,5.52158
2007,2,18,9.24,-5.26,0
2007,2,19,8.37,-2.87,0.60651
2007,2,20,10.00,-1.53,0
2007,2,21,8.52,-1.27,2.14475
2007,2,22,4.82,-1.49,4.02784
2007,2,23,4.20,-3.31,8.71745
2007,2,24,9.26,-1.24,1.14608
2007,2,25,8.04,-3.06,4.44594
2007,2,26,6.72,-2.21,0.46627
2007,2,27,8.73,-3.02,0.54763
2007,2,28,9.69,-4.03,0
2007,3,1,9.15,-3.44,6.00585
2007,3,2,7.25,-0.12,4.77782
2007,3,3,5.95,-2.90,2.60446
2007,3,4,4.99,-2.58,5.44876
2007,3,5,4.03,-3.64,6.70158
2007,3,6,3.79,-6.79,0
2007,3,7,4.30,-6.42,0
2007,3,8,4.13,-6.25,0
2007,3,9,4.58,-6.89,0
2007,3,10,4.65,-6.37,0
2007,3,11,4.43,-6.41,1.89878
2007,3,12,4.91,-5.62,3.35386
2007,3,13,3.32,-4.41,6.66412
2007,3,14,1.27,-6.86,17.0791
2007,3,15,3.70,-4.56,17.27106
2007,3,16,2.54,-6.51,3.73963
2007,3,17,2.21,-5.35,8.22432
2007,3,18,2.45,-5.08,2.81462
2007,3,19,3.50,-4.12,11.679
2007,3,20,3.73,-2.65,48.64935
2007,3,21,4.74,-0.54,20.28629
2007,3,22,3.75,-1.34,23.82262
2007,3,23,4.65,-2.94,5.62678
2007,3,24,9.31,-5.08,0
2007,3,25,8.58,-3.05,3.34014
2007,3,26,6.58,-2.41,9.69882
2007,3,27,4.18,-2.01,6.16952
2007,3,28,5.95,-5.38,0
2007,3,29,7.99,-4.02,0
2007,3,30,7.77,-5.37,0
2007,3,31,8.58,-6.23,0
2007,4,1,10.15,-3.74,0.6413
2007,4,2,3.01,-7.43,0.57164
2007,4,3,1.33,-8.33,1.41582
2007,4,4,1.18,-6.43,0.94859
2007,4,5,0.72,-7.12,0.30221
2007,4,6,2.41,-8.91,3.42137
2007,4,7,1.61,-7.49,7.74268
2007,4,8,1.68,-6.11,4.33171
2007,4,9,2.43,-6.40,7.30899
2007,4,10,2.56,-6.45,1.51717
2007,4,11,4.77,-5.04,1.88497
2007,4,12,5.08,-0.70,7.53738
2007,4,13,4.45,-5.18,2.47674
2007,4,14,7.51,-7.49,0
2007,4,15,10.69,-5.59,0
2007,4,16,10.71,-5.23,0
2007,4,17,12.02,-0.56,10.02963
2007,4,18,7.77,0.20,7.85122
2007,4,19,11.50,3.43,14.6187
2007,4,20,9.68,-0.75,11.1297
2007,4,21,8.00,1.34,2.19874
2007,4,22,9.52,-7.03,0
2007,4,23,7.99,-0.09,0
2007,4,24,7.46,1.32,0.3988
2007,4,25,9.85,-3.65,0.3145
2007,4,26,10.43,-1.68,1.17351
2007,4,27,8.29,0.46,2.30275
2007,4,28,7.81,-5.83,0
2007,4,29,7.35,-4.54,0
2007,4,30,6.98,-7.30,0
2007,5,1,7.23,-8.35,0
2007,5,2,9.12,-0.96,24.34033
2007,5,3,5.69,0.96,4.2135
2007,5,4,6.00,2.44,1.12891
2007,5,5,5.88,1.91,1.27788
2007,5,6,4.30,-7.94,0
2007,5,7,2.46,-8.04,0
2007,5,8,3.67,-6.26,5.65539
2007,5,9,1.61,-4.60,3.28444
2007,5,10,1.39,-5.54,4.61804
2007,5,11,5.22,-3.88,2.11378
2007,5,12,6.76,-7.68,0
2007,5,13,6.42,-6.69,0
2007,5,14,6.18,-5.33,0
2007,5,15,6.93,-5.24,0.87064
2007,5,16,9.31,-4.09,0.66932
2007,5,17,9.79,-5.28,0.67118
2007,5,18,8.77,-5.27,0.36433
2007,5,19,8.15,-6.29,0
2007,5,20,9.77,-5.58,0
2007,5,21,9.91,0.72,11.07877
2007,5,22,8.18,3.11,44.55078
2007,5,23,9.69,3.05,5.54525
2007,5,24,12.34,9.24,7.04149
2007,5,25,11.45,3.37,1.15896
2007,5,26,11.13,-0.67,0
2007,5,27,15.04,-1.96,0
2007,5,28,19.00,-0.40,0
2007,5,29,23.22,3.85,2.33089
2007,5,30,23.38,7.14,3.48296
2007,5,31,19.05,8.45,1.68746
2007,6,1,18.84,8.27,1.13424
2007,6,2,17.80,5.09,0.5208
2007,6,3,14.39,2.63,0
2007,6,4,12.79,0.79,0
2007,6,5,15.03,0.75,0
2007,6,6,16.49,1.68,0
2007,6,7,17.42,5.35,2.81288
2007,6,8,16.92,7.65,1.74552
2007,6,9,18.62,5.47,0.91576
2007,6,10,18.48,5.60,0
2007,6,11,17.62,5.42,3.04901
2007,6,12,17.59,4.97,0.32052
2007,6,13,17.15,6.36,2.55903
2007,6,14,17.32,7.70,1.33444
2007,6,15,20.32,7.70,0.93828
2007,6,16,20.14,8.07,2.29394
2007,6,17,16.09,3.96,0.95629
2007,6,18,14.91,0.97,0
2007,6,19,16.84,0.79,0
2007,6,20,16.54,3.01,0
2007,6,21,17.37,0.33,0
2007,6,22,21.59,4.52,0
2007,6,23,21.45,5.32,0
2007,6,24,20.69,3.41,0
2007,6,25,24.46,6.74,0
2007,6,26,26.50,8.19,0
2007,6,27,26.41,12.92,0.46557
2007,6,28,26.47,11.02,0.63366
2007,6,29,23.54,5.29,0.58018
2007,6,30,16.80,1.79,0
2007,7,1,15.26,0.76,0
2007,7,2,17.95,1.67,0
2007,7,3,17.52,3.66,0.30345
2007,7,4,13.70,3.59,0.53216
2007,7,5,12.27,2.53,1.11506
2007,7,6,18.89,3.06,0
2007,7,7,21.45,5.84,0
2007,7,8,21.45,6.89,0
2007,7,9,20.51,4.60,1.42862
2007,7,10,20.37,4.53,0
2007,7,11,20.23,5.46,0
2007,7,12,19.50,5.05,1.05373
2007,7,13,18.56,5.21,1.4167
2007,7,14,17.37,6.02,0
2007,7,15,15.93,8.08,0
2007,7,16,20.14,6.59,0
2007,7,17,20.24,10.09,0.67904
2007,7,18,13.43,13.02,0.67667
2007,7,19,23.63,12.74,0
2007,7,20,27.77,13.96,1.00218
2007,7,21,27.42,12.12,0
2007,7,22,26.49,8.72,0
2007,7,23,26.29,9.35,0
2007,7,24,27.45,10.59,0
2007,7,25,31.53,13.99,0.32227
2007,7,26,33.22,17.21,0
2007,7,27,32.40,19.42,2.56369
2007,7,28,26.32,13.82,3.23135
2007,7,29,26.46,10.08,0
2007,7,30,23.55,7.11,0
2007,7,31,23.13,5.72,0
2007,8,1,22.17,6.61,1.14167
2007,8,2,20.26,5.75,2.32631
2007,8,3,16.80,3.72,0
2007,8,4,17.17,4.66,0
2007,8,5,16.70,4.78,0.46695
2007,8,6,14.92,4.30,2.72199
2007,8,7,10.66,8.20,1.25966
2007,8,8,10.31,8.59,0.80457
2007,8,9,10.90,9.72,2.95568
2007,8,10,13.49,5.72,3.02931
2007,8,11,18.41,2.93,0
2007,8,12,24.18,10.21,0
2007,8,13,25.44,11.70,0
2007,8,14,25.38,11.34,0.32651
2007,8,15,21.76,8.20,0
2007,8,16,18.13,6.00,0
2007,8,17,16.79,3.47,0
2007,8,18,19.75,4.54,0
2007,8,19,22.11,6.02,0
2007,8,20,25.48,10.33,0
2007,8,21,24.96,10.12,0
2007,8,22,22.07,10.25,0
2007,8,23,24.07,11.31,0
2007,8,24,23.46,8.66,0
2007,8,25,19.91,8.91,2.18286
2007,8,26,14.72,5.51,0.29247
2007,8,27,16.70,2.64,0
2007,8,28,16.25,2.08,0.31692
2007,8,29,15.09,3.99,1.37405
2007,8,30,16.95,5.62,0.39173
2007,8,31,15.87,3.74,3.82643
2007,9,1,14.48,2.24,2.07144
2007,9,2,15.82,2.02,0.7395
2007,9,3,17.43,3.76,0
2007,9,4,17.24,5.53,0
2007,9,5,15.34,5.81,1.15165
2007,9,6,12.65,1.85,0.6992
2007,9,7,12.81,5.35,0.98461
2007,9,8,13.98,5.80,36.08178
2007,9,9,10.86,0.96,16.57233
2007,9,10,8.25,2.18,12.00764
2007,9,11,12.40,5.22,9.20715
2007,9,12,12.92,9.10,3.47002
2007,9,13,13.17,5.77,8.4833
2007,9,14,9.49,3.91,0.71238
2007,9,15,14.03,1.59,0
2007,9,16,16.38,3.18,0
2007,9,17,15.81,6.70,0.56411
2007,9,18,14.94,5.17,0
2007,9,19,15.85,0.56,0
2007,9,20,19.26,3.62,0
2007,9,21,18.91,5.77,0
2007,9,22,17.33,2.51,0
2007,9,23,20.34,5.81,0
2007,9,24,20.73,7.95,0.78558
2007,9,25,20.01,6.69,0.56164
2007,9,26,18.44,5.53,0
2007,9,27,21.82,9.27,0
2007,9,28,21.98,10.95,0
2007,9,29,22.53,9.19,0.99703
2007,9,30,21.59,5.24,0
2007,10,1,21.55,5.22,0
2007,10,2,21.20,7.81,0
2007,10,3,22.00,6.94,0
2007,10,4,21.93,7.71,0
2007,10,5,22.02,7.60,0
2007,10,6,19.79,6.91,0
2007,10,7,16.92,8.09,3.04204
2007,10,8,9.35,0.30,0
2007,10,9,8.03,4.23,14.49506
2007,10,10,3.97,1.42,6.03134
2007,10,11,7.97,2.70,26.13565
2007,10,12,3.09,0.11,4.74649
2007,10,13,0.47,-3.29,13.97137
2007,10,14,1.88,-2.33,10.21543
2007,10,15,8.27,-0.56,44.07237
2007,10,16,8.25,4.13,37.92836
2007,10,17,7.29,-2.95,2.23363
2007,10,18,0.87,-5.18,0
2007,10,19,0.94,-4.46,1.38482
2007,10,20,7.75,-2.19,0
2007,10,21,8.91,-0.93,0.43015
2007,10,22,8.64,1.84,2.03755
2007,10,23,7.48,1.34,11.87256
2007,10,24,5.65,-2.07,44.85158
2007,10,25,3.82,-2.17,8.1493
2007,10,26,3.66,-4.08,32.87321
2007,10,27,4.97,-1.18,19.21297
2007,10,28,8.21,-0.01,0
2007,10,29,5.78,2.39,4.09162
2007,10,30,6.58,-2.52,4.07417
2007,10,31,7.43,0.13,9.8275
2007,11,1,6.19,1.07,8.65672
2007,11,2,4.55,-0.34,5.60976
2007,11,3,2.61,-2.52,0.6022
2007,11,4,5.20,-3.86,0
2007,11,5,4.74,-1.78,2.73719
2007,11,6,3.73,-2.04,4.76157
2007,11,7,0.17,-6.87,3.3704
2007,11,8,2.68,-5.85,53.91566
2007,11,9,3.85,-6.21,13.98472
2007,11,10,-1.62,-6.07,7.67128
2007,11,11,-1.54,-9.44,3.17266
2007,11,12,-0.09,-7.22,0
2007,11,13,4.43,-7.16,0
