"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Future Climate Projections (Daily) - MACAv2-METDATA(https://climate.northwestknowledge.net/MACA/) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4794 North,-120.9806 East" 
Variable List: 
tasmax: Max Daily Temperature from bcc-csm1-1 (China) RCP 8.5 (2006-2099)
tasmin: Min Daily Temperature from bcc-csm1-1 (China) RCP 8.5 (2006-2099)
pr: Precipitation from bcc-csm1-1 (China) RCP 8.5 (2006-2099)
********************************************************
Year,Month,Day,tasmax-bcc-csm1-1(degC),tasmin-bcc-csm1-1(degC),pr-bcc-csm1-1(mm)
2006,1,1,3.50,-0.64,21.88195
2006,1,2,5.88,0.88,8.1907
2006,1,3,3.98,-1.91,9.73985
2006,1,4,1.71,-4.12,0
2006,1,5,1.00,-3.57,14.00593
2006,1,6,-0.74,-5.77,19.06492
2006,1,7,0.22,-6.26,43.03286
2006,1,8,1.32,-4.59,52.49857
2006,1,9,0.58,-3.46,53.55877
2006,1,10,1.43,-4.53,12.30019
2006,1,11,-1.66,-7.02,1.87004
2006,1,12,-6.95,-17.57,0
2006,1,13,-3.36,-14.06,0
2006,1,14,-2.86,-6.98,4.47446
2006,1,15,-0.30,-4.14,4.95844
2006,1,16,-0.71,-6.62,1.64838
2006,1,17,-2.50,-8.68,4.78988
2006,1,18,-3.89,-11.32,6.94085
2006,1,19,-2.32,-8.17,0
2006,1,20,-3.70,-8.14,0
2006,1,21,-2.07,-7.46,13.64909
2006,1,22,-0.54,-5.34,11.12407
2006,1,23,0.41,-3.03,6.27599
2006,1,24,0.45,-3.00,0.53943
2006,1,25,1.03,-2.52,2.63703
2006,1,26,1.37,-3.21,0.65231
2006,1,27,0.71,-4.10,0
2006,1,28,1.15,-6.40,0
2006,1,29,-2.17,-7.37,0
2006,1,30,-3.43,-8.25,0
2006,1,31,-9.06,-12.59,0
2006,2,1,-5.09,-9.84,0.28459
2006,2,2,-2.44,-9.40,1.69522
2006,2,3,-1.37,-8.04,0.47536
2006,2,4,0.04,-10.76,35.45263
2006,2,5,1.52,-3.95,27.5858
2006,2,6,1.43,-5.02,7.47075
2006,2,7,3.49,-6.74,47.04338
2006,2,8,3.49,-3.00,7.20526
2006,2,9,4.33,-2.02,1.1478
2006,2,10,5.19,-1.82,2.04039
2006,2,11,3.76,-3.95,4.1497
2006,2,12,2.76,-7.25,0
2006,2,13,2.51,-6.44,0
2006,2,14,0.91,-5.27,1.29275
2006,2,15,0.86,-3.73,2.09516
2006,2,16,2.03,-5.34,0.37329
2006,2,17,1.75,-7.92,0
2006,2,18,2.64,-7.57,0
2006,2,19,3.70,-7.40,0
2006,2,20,3.23,-5.41,0
2006,2,21,4.15,-4.06,3.44037
2006,2,22,3.97,-5.72,23.67546
2006,2,23,-2.04,-9.72,17.42643
2006,2,24,0.14,-5.99,63.26175
2006,2,25,-0.02,-7.31,82.13618
2006,2,26,-0.02,-8.80,38.66657
2006,2,27,0.38,-8.01,4.94109
2006,2,28,-1.12,-7.47,1.17509
2006,3,1,-0.27,-5.84,25.13859
2006,3,2,1.94,-4.36,29.39289
2006,3,3,-1.15,-7.25,14.24004
2006,3,4,1.56,-4.75,7.78984
2006,3,5,1.76,-5.53,2.10819
2006,3,6,-1.10,-4.74,6.2785
2006,3,7,1.15,-10.26,3.11184
2006,3,8,1.14,-5.93,0.68845
2006,3,9,1.71,-8.90,0.33848
2006,3,10,3.22,-4.70,6.82645
2006,3,11,5.12,-3.09,36.7901
2006,3,12,5.80,-1.78,2.91454
2006,3,13,6.12,-3.13,54.65546
2006,3,14,8.42,0.71,32.9378
2006,3,15,6.18,-1.09,62.4327
2006,3,16,5.59,-3.14,14.2998
2006,3,17,3.93,-5.08,13.29545
2006,3,18,7.95,-3.33,3.44662
2006,3,19,8.65,-1.27,8.82244
2006,3,20,5.49,-3.87,1.5349
2006,3,21,2.59,-4.25,8.77749
2006,3,22,3.66,-3.88,8.46907
2006,3,23,6.73,0.42,42.71694
2006,3,24,4.03,-3.00,10.22298
2006,3,25,3.70,-4.73,0.28889
2006,3,26,3.56,-6.03,2.21753
2006,3,27,5.64,-4.35,22.57466
2006,3,28,7.63,1.91,30.50605
2006,3,29,4.06,-2.97,15.93737
2006,3,30,5.85,-3.67,2.71048
2006,3,31,6.38,-4.52,0.71691
2006,4,1,12.86,0.29,0
2006,4,2,12.20,-3.44,11.06834
2006,4,3,3.13,-6.42,7.99234
2006,4,4,4.21,-5.49,2.39593
2006,4,5,5.71,-6.77,1.55089
2006,4,6,6.69,-5.36,0
2006,4,7,6.64,-5.74,2.30703
2006,4,8,5.22,-2.36,4.26543
2006,4,9,5.43,-3.33,1.21351
2006,4,10,5.86,-5.99,0
2006,4,11,12.06,-4.14,0
2006,4,12,12.87,-0.86,0
2006,4,13,11.56,-1.28,0
2006,4,14,7.39,-6.15,0
2006,4,15,6.71,-6.71,0.76185
2006,4,16,7.87,-6.46,0
2006,4,17,12.20,-6.59,0
2006,4,18,14.42,-4.52,0
2006,4,19,15.13,-0.84,0
2006,4,20,14.29,3.72,0
2006,4,21,12.59,-2.48,0
2006,4,22,12.41,1.07,0
2006,4,23,12.83,0.07,1.67141
2006,4,24,7.82,-3.28,3.98905
2006,4,25,7.01,-3.78,1.09172
2006,4,26,7.88,-7.20,0.29119
2006,4,27,9.36,-5.06,0
2006,4,28,12.97,-5.71,0
2006,4,29,15.25,-4.73,0
2006,4,30,17.88,-2.10,0
2006,5,1,15.88,-0.13,0.48274
2006,5,2,18.54,1.09,0
2006,5,3,18.82,1.84,0
2006,5,4,17.97,2.65,0
2006,5,5,15.44,0.07,0.32202
2006,5,6,13.50,-2.32,0
2006,5,7,13.77,-1.08,0
2006,5,8,11.66,2.21,5.47754
2006,5,9,9.42,2.12,4.16054
2006,5,10,10.43,2.94,5.45759
2006,5,11,9.37,4.14,19.91311
2006,5,12,8.94,-0.41,9.68615
2006,5,13,6.92,-3.64,0.91264
2006,5,14,9.12,-5.81,0.81135
2006,5,15,10.15,0.28,18.15444
2006,5,16,9.60,2.26,35.85748
2006,5,17,9.95,1.41,12.73924
2006,5,18,9.61,0.89,6.29628
2006,5,19,8.41,1.81,6.67917
2006,5,20,9.46,1.60,1.09505
2006,5,21,12.77,-0.60,0
2006,5,22,12.62,2.25,0.46272
2006,5,23,12.45,7.60,6.75742
2006,5,24,11.51,3.22,10.12959
2006,5,25,9.75,-1.03,6.92867
2006,5,26,8.96,3.95,5.68807
2006,5,27,11.91,7.70,4.95732
2006,5,28,10.84,4.92,5.70433
2006,5,29,8.84,-0.71,1.48457
2006,5,30,9.07,-0.73,0
2006,5,31,6.93,-2.02,1.6715
2006,6,1,10.61,-1.67,2.101
2006,6,2,10.91,-2.43,0.65272
2006,6,3,9.15,0.38,1.54792
2006,6,4,10.16,0.01,0
2006,6,5,13.28,-1.48,0.69711
2006,6,6,16.54,1.29,0
2006,6,7,16.53,2.16,0
2006,6,8,15.21,1.63,0
2006,6,9,12.30,2.91,0.81177
2006,6,10,9.11,-0.01,1.39606
2006,6,11,11.61,0.04,1.28673
2006,6,12,12.81,-1.47,0.89182
2006,6,13,14.90,5.34,7.94882
2006,6,14,9.49,6.33,4.39447
2006,6,15,14.04,4.59,1.31025
2006,6,16,17.77,0.95,0
2006,6,17,19.49,6.61,0
2006,6,18,19.70,3.86,0
2006,6,19,19.87,3.30,0
2006,6,20,19.66,1.77,0
2006,6,21,20.11,6.02,0
2006,6,22,20.93,7.58,0.29142
2006,6,23,22.23,7.41,0
2006,6,24,21.91,8.69,2.86367
2006,6,25,17.85,5.82,0.64492
2006,6,26,17.93,3.94,0
2006,6,27,16.77,4.27,2.92997
2006,6,28,16.64,2.46,0
2006,6,29,17.48,3.45,0
2006,6,30,19.18,4.10,0.32888
2006,7,1,19.06,3.60,0
2006,7,2,16.15,6.51,1.31873
2006,7,3,14.36,3.20,0.51237
2006,7,4,15.70,-1.38,0
2006,7,5,15.90,0.33,2.53194
2006,7,6,14.40,7.63,3.87812
2006,7,7,16.26,0.55,0
2006,7,8,17.47,0.70,0
2006,7,9,19.47,2.51,0
2006,7,10,20.61,4.18,0
2006,7,11,25.01,6.71,0
2006,7,12,25.01,5.41,0
2006,7,13,23.41,4.90,0
2006,7,14,21.20,4.51,0
2006,7,15,22.13,5.57,0
2006,7,16,23.53,7.83,0
2006,7,17,26.47,10.48,0
2006,7,18,28.17,12.49,0
2006,7,19,28.23,9.71,0
2006,7,20,25.16,7.73,0
2006,7,21,26.29,10.15,0
2006,7,22,26.36,11.24,0
2006,7,23,26.31,10.28,0
2006,7,24,22.10,7.16,0
2006,7,25,19.22,5.75,0.62697
2006,7,26,21.29,4.77,0
2006,7,27,22.75,6.48,0
2006,7,28,22.84,8.80,0
2006,7,29,21.48,7.93,0
2006,7,30,18.88,8.85,1.04428
2006,7,31,20.47,3.92,0
2006,8,1,21.91,4.86,0
2006,8,2,22.38,5.40,0
2006,8,3,22.36,5.58,0
2006,8,4,25.21,6.80,0.62212
2006,8,5,28.26,10.55,0
2006,8,6,28.28,8.98,0
2006,8,7,22.93,5.06,0.39862
2006,8,8,18.54,11.42,0
2006,8,9,18.75,13.42,0.36308
2006,8,10,20.57,8.75,0.3349
2006,8,11,22.12,5.33,0.3866
2006,8,12,21.99,6.34,0
2006,8,13,20.97,8.55,0
2006,8,14,20.16,6.68,0
2006,8,15,22.88,6.70,0
2006,8,16,25.62,9.26,0
2006,8,17,26.45,12.76,0
2006,8,18,25.52,10.02,0
2006,8,19,17.79,1.18,0
2006,8,20,16.00,-0.78,0
2006,8,21,16.44,3.76,0
2006,8,22,20.23,4.24,0.3049
2006,8,23,24.22,7.03,0
2006,8,24,25.52,8.19,0
2006,8,25,25.43,8.56,0
2006,8,26,27.92,12.01,0
2006,8,27,29.17,13.50,0
2006,8,28,28.49,12.05,0.55717
2006,8,29,22.97,7.21,0
2006,8,30,19.79,5.22,0
2006,8,31,20.69,6.46,0
2006,9,1,22.93,7.46,0
2006,9,2,24.25,8.24,0
2006,9,3,26.53,10.16,0
2006,9,4,26.11,8.95,0
2006,9,5,22.25,8.85,0
2006,9,6,22.39,10.61,0
2006,9,7,23.72,10.68,0
2006,9,8,25.12,12.87,0
2006,9,9,24.38,10.21,0
2006,9,10,17.35,6.81,0.35977
2006,9,11,14.15,3.91,1.08216
2006,9,12,16.56,1.81,1.80683
2006,9,13,17.88,8.56,0
2006,9,14,21.12,4.50,0
2006,9,15,21.16,7.77,1.34611
2006,9,16,14.52,10.37,0
2006,9,17,16.73,1.68,0
2006,9,18,18.20,2.92,0
2006,9,19,20.40,5.27,0
2006,9,20,21.40,6.03,0
2006,9,21,21.71,5.43,0
2006,9,22,22.75,6.72,0
2006,9,23,23.56,9.56,0
2006,9,24,23.04,5.49,0
2006,9,25,21.73,2.71,0
2006,9,26,20.35,4.14,0
2006,9,27,16.87,1.49,0
2006,9,28,15.00,-0.79,0
2006,9,29,14.59,-0.41,0
2006,9,30,17.32,0.96,0
2006,10,1,18.19,2.47,0
2006,10,2,18.53,4.54,0
2006,10,3,18.90,4.62,0
2006,10,4,18.81,-1.06,0
2006,10,5,17.30,0.04,0
2006,10,6,15.28,4.63,0
2006,10,7,16.34,4.55,0
2006,10,8,16.59,3.83,0
2006,10,9,8.97,-2.71,0
2006,10,10,8.12,-2.84,0
2006,10,11,12.26,-1.14,0
2006,10,12,16.08,4.03,0
2006,10,13,13.85,-3.34,0
2006,10,14,16.56,-1.19,0
2006,10,15,16.60,1.53,0
2006,10,16,16.37,0.29,0.36825
2006,10,17,17.21,-0.45,0
2006,10,18,17.59,1.63,0
2006,10,19,16.04,1.62,0
2006,10,20,13.81,0.32,0
2006,10,21,15.54,-0.00,0
2006,10,22,15.07,-2.13,1.70016
2006,10,23,16.69,-0.02,0
2006,10,24,16.58,2.16,0
2006,10,25,12.60,4.87,0
2006,10,26,11.13,3.78,0
2006,10,27,11.24,4.64,0
2006,10,28,10.38,4.94,3.90511
2006,10,29,10.01,1.66,3.80587
2006,10,30,7.30,3.02,22.70117
2006,10,31,8.64,3.38,18.7152
2006,11,1,5.67,0.49,6.14152
2006,11,2,5.99,1.06,7.23303
2006,11,3,5.43,-1.30,11.65403
2006,11,4,2.68,-2.14,20.27329
2006,11,5,5.12,-2.26,22.51851
2006,11,6,5.15,-0.31,11.22367
2006,11,7,3.52,-1.47,10.44245
2006,11,8,3.79,-2.19,20.3026
2006,11,9,2.19,-3.17,24.46652
2006,11,10,2.33,-4.31,0.79473
2006,11,11,3.74,-4.32,0
2006,11,12,3.38,-2.58,1.51789
2006,11,13,2.26,-2.96,10.44007
2006,11,14,2.46,-2.12,0.45951
2006,11,15,3.17,-0.60,2.54106
2006,11,16,4.81,-2.01,6.65063
2006,11,17,4.89,-1.14,23.09358
2006,11,18,3.20,-5.44,21.73076
2006,11,19,0.57,-5.28,0
2006,11,20,0.40,-4.75,16.27814
2006,11,21,-0.05,-4.60,14.126
2006,11,22,-0.84,-5.16,2.04611
2006,11,23,-1.17,-6.72,0
2006,11,24,-1.89,-6.72,0
2006,11,25,-1.24,-4.99,2.03062
2006,11,26,-3.68,-5.42,12.69722
2006,11,27,-0.37,-6.07,7.76349
2006,11,28,-1.49,-5.66,2.13674
2006,11,29,-2.02,-6.41,0
2006,11,30,-2.48,-6.13,6.80353
2006,12,1,-3.28,-4.83,10.53497
2006,12,2,-1.18,-5.81,3.92564
2006,12,3,-1.53,-5.11,6.80605
2006,12,4,-0.25,-5.10,5.06027
2006,12,5,0.31,-4.10,10.49117
2006,12,6,-0.08,-4.12,1.50992
2006,12,7,-0.94,-4.99,16.55217
2006,12,8,-0.89,-5.41,2.67012
2006,12,9,-2.35,-6.40,0
2006,12,10,-2.05,-5.45,0
2006,12,11,-0.64,-5.32,1.05634
2006,12,12,-1.16,-5.28,24.3406
2006,12,13,0.60,-3.73,0.56139
2006,12,14,0.61,-5.03,15.04115
2006,12,15,-0.72,-5.68,5.35396
2006,12,16,1.84,-6.36,0.75938
2006,12,17,2.44,-3.05,14.99098
2006,12,18,0.67,-3.66,15.01155
2006,12,19,2.17,-2.28,40.50684
2006,12,20,0.54,-6.64,4.22605
2006,12,21,0.79,-5.68,18.9687
2006,12,22,2.05,-3.50,61.09723
2006,12,23,0.70,-4.64,0.60099
2006,12,24,2.46,-3.95,0
2006,12,25,2.24,-3.08,21.1424
2006,12,26,0.58,-3.47,50.49708
2006,12,27,2.57,-2.03,28.29225
2006,12,28,4.24,-2.21,24.21929
2006,12,29,1.92,-2.27,27.1315
2006,12,30,3.45,-2.64,28.18544
2006,12,31,3.41,-5.40,6.00512
2007,1,1,0.04,-4.80,2.69553
2007,1,2,-0.51,-4.70,5.37584
2007,1,3,-1.51,-7.40,0
2007,1,4,-2.96,-8.64,18.37743
2007,1,5,-0.10,-6.20,22.08448
2007,1,6,-0.65,-6.04,16.26938
2007,1,7,-2.08,-5.33,22.22611
2007,1,8,-0.81,-5.70,1.10342
2007,1,9,-1.23,-6.81,0
2007,1,10,-0.26,-5.33,0.95406
2007,1,11,1.02,-4.43,0
2007,1,12,2.00,-4.70,0.95342
2007,1,13,2.11,-3.10,1.3419
2007,1,14,-0.47,-4.78,12.02603
2007,1,15,0.80,-3.87,0
2007,1,16,1.37,-4.14,0.43899
2007,1,17,1.43,-4.55,0
2007,1,18,1.76,-2.85,1.10974
2007,1,19,1.62,-3.27,8.22794
2007,1,20,0.62,-4.55,5.94365
2007,1,21,0.13,-6.05,0.35301
2007,1,22,-0.35,-4.96,2.55914
2007,1,23,1.48,-4.27,10.43629
2007,1,24,0.94,-2.51,9.2516
2007,1,25,1.47,-3.80,2.79986
2007,1,26,1.73,-1.17,7.01469
2007,1,27,0.65,-4.90,0.83605
2007,1,28,0.44,-4.69,41.72976
2007,1,29,0.06,-7.05,29.87166
2007,1,30,-2.81,-9.69,12.96158
2007,1,31,-0.58,-9.43,2.9066
2007,2,1,-3.77,-15.45,0
2007,2,2,0.80,-7.83,2.29047
2007,2,3,0.22,-7.34,0
2007,2,4,-2.30,-10.79,0
2007,2,5,0.79,-7.77,0
2007,2,6,2.10,-7.62,0
2007,2,7,2.33,-7.72,0
2007,2,8,1.54,-7.78,0
2007,2,9,0.15,-5.22,8.6965
2007,2,10,-0.40,-8.02,5.49151
2007,2,11,-3.28,-10.55,0.49948
2007,2,12,-5.02,-15.27,0
2007,2,13,-4.02,-15.02,0
2007,2,14,-4.12,-11.20,2.27419
2007,2,15,-1.46,-7.82,0
2007,2,16,-0.59,-6.83,2.38576
2007,2,17,0.16,-9.95,0
2007,2,18,0.07,-7.11,1.34889
2007,2,19,-1.82,-11.42,0.44806
2007,2,20,-4.56,-12.02,0
2007,2,21,-1.73,-12.72,0
2007,2,22,0.03,-7.44,4.76043
2007,2,23,-2.96,-12.47,30.40747
2007,2,24,-1.22,-7.92,7.96873
2007,2,25,5.47,-6.32,93.05579
2007,2,26,5.82,-2.14,21.57683
2007,2,27,2.00,-3.59,12.37323
2007,2,28,1.85,-3.24,43.45211
2007,3,1,5.42,-3.46,0.75666
2007,3,2,8.23,1.81,0.36158
2007,3,3,9.89,0.29,4.28055
2007,3,4,12.15,-1.06,2.90471
2007,3,5,12.03,1.59,0.39638
2007,3,6,8.84,-0.79,0.35218
2007,3,7,6.90,-3.58,0
2007,3,8,7.90,-3.44,1.23511
2007,3,9,7.40,-1.40,2.40548
2007,3,10,6.45,-3.40,1.07573
2007,3,11,4.49,-4.70,4.71313
2007,3,12,6.42,-1.95,43.55766
2007,3,13,8.20,-0.15,17.41318
2007,3,14,9.11,-2.74,2.33841
2007,3,15,11.14,3.67,0.33522
2007,3,16,9.88,0.92,12.78911
2007,3,17,5.11,-4.56,2.71358
2007,3,18,3.61,-4.12,1.45271
2007,3,19,2.35,-4.08,8.81066
2007,3,20,4.48,-5.04,8.84045
2007,3,21,3.85,-2.70,15.9072
2007,3,22,3.24,-5.55,29.77704
2007,3,23,4.23,-5.84,0.84117
2007,3,24,4.22,-6.30,0.69313
2007,3,25,3.36,-4.81,8.11432
2007,3,26,3.92,-3.99,3.02996
2007,3,27,7.58,-0.59,85.49667
2007,3,28,5.31,-5.82,9.07851
2007,3,29,3.56,-5.87,9.02045
2007,3,30,1.40,-6.10,39.11311
2007,3,31,1.28,-6.95,9.12576
2007,4,1,2.78,-6.56,0.93695
2007,4,2,3.89,-5.09,0.86935
2007,4,3,4.41,-2.85,0
2007,4,4,5.08,-5.36,0
2007,4,5,5.75,-3.09,0.85667
2007,4,6,5.10,-1.44,9.66517
2007,4,7,4.54,-5.13,0
2007,4,8,4.94,-1.07,2.79267
2007,4,9,6.66,-3.55,1.67195
2007,4,10,7.07,-1.37,8.543
2007,4,11,8.03,-0.92,1.81644
2007,4,12,7.83,-3.43,0
2007,4,13,6.68,-5.44,6.40797
2007,4,14,4.23,-5.81,8.48059
2007,4,15,2.43,-6.60,0.82576
2007,4,16,1.85,-6.61,4.42021
2007,4,17,5.77,-6.04,0.40476
2007,4,18,7.76,-6.21,0
2007,4,19,9.75,-2.95,0.94583
2007,4,20,10.47,-0.58,0
2007,4,21,11.78,2.73,0
2007,4,22,11.82,1.31,1.30499
2007,4,23,7.63,-4.11,1.13708
2007,4,24,5.21,-7.22,2.92052
2007,4,25,6.27,-0.78,1.9273
2007,4,26,8.53,-2.59,27.62766
2007,4,27,10.41,4.07,12.85308
2007,4,28,11.81,1.61,10.99325
2007,4,29,7.74,-3.06,1.29816
2007,4,30,7.77,-7.22,0
2007,5,1,6.57,-6.79,0
2007,5,2,6.57,-4.04,0.3317
2007,5,3,10.46,-3.78,0
2007,5,4,10.71,-2.57,0
2007,5,5,11.01,0.29,0
2007,5,6,13.24,-3.28,0
2007,5,7,14.69,0.49,0
2007,5,8,14.42,4.58,0
2007,5,9,13.17,5.87,5.25357
2007,5,10,10.49,7.07,3.48743
2007,5,11,10.16,4.68,0.73311
2007,5,12,10.81,3.27,0.51923
2007,5,13,15.48,-1.80,0
2007,5,14,18.60,3.29,0
2007,5,15,21.36,6.96,0
2007,5,16,21.99,6.78,0
2007,5,17,21.48,7.43,0
2007,5,18,17.19,5.13,0.83715
2007,5,19,14.18,3.27,1.22631
2007,5,20,13.06,1.81,0
2007,5,21,13.77,1.44,1.11279
2007,5,22,14.46,-0.43,0.28008
2007,5,23,14.95,-0.03,0.57442
2007,5,24,15.78,-0.71,0
2007,5,25,16.63,0.12,0.39571
2007,5,26,16.42,0.80,0
2007,5,27,17.79,1.73,0
2007,5,28,18.89,2.71,1.11749
2007,5,29,20.41,2.98,0
2007,5,30,20.84,4.58,0
2007,5,31,19.51,5.63,0
2007,6,1,20.89,4.46,0
2007,6,2,20.75,4.35,0
2007,6,3,19.33,4.05,0
2007,6,4,18.15,4.18,0.33739
2007,6,5,13.06,1.71,0.75708
2007,6,6,12.39,0.92,0.39943
2007,6,7,12.25,3.75,0
2007,6,8,12.79,-0.86,1.39986
2007,6,9,12.85,5.88,7.47778
2007,6,10,15.06,6.79,7.75253
2007,6,11,16.81,4.47,0.63964
2007,6,12,17.18,6.18,0.40518
2007,6,13,12.19,0.87,1.17948
2007,6,14,10.83,-0.14,0.91849
2007,6,15,12.66,0.71,0.83799
2007,6,16,10.67,3.18,28.94706
2007,6,17,9.20,2.76,6.0593
2007,6,18,8.70,1.50,9.70228
2007,6,19,12.26,-1.38,0.68973
2007,6,20,14.16,-1.02,0
2007,6,21,16.18,2.59,0.45679
2007,6,22,18.03,2.99,0
2007,6,23,18.16,3.12,0
2007,6,24,19.18,3.85,0.86716
2007,6,25,21.71,6.32,0
2007,6,26,21.54,8.79,0.34226
2007,6,27,18.98,6.75,6.31758
2007,6,28,16.42,8.35,20.34482
2007,6,29,15.02,9.05,5.84241
2007,6,30,16.61,7.83,7.25528
2007,7,1,15.19,2.90,0.6
2007,7,2,18.94,3.05,0
2007,7,3,20.13,2.67,0.29315
2007,7,4,19.68,6.21,0.6017
2007,7,5,24.06,12.43,0
2007,7,6,24.64,12.56,1.12629
2007,7,7,24.05,9.11,0
2007,7,8,19.11,4.36,0
2007,7,9,19.40,2.23,0
2007,7,10,20.14,6.10,0
2007,7,11,22.15,7.17,0.29505
2007,7,12,24.53,10.05,0
2007,7,13,24.44,9.96,0.72986
2007,7,14,23.23,10.04,0.29218
2007,7,15,21.72,7.16,0
2007,7,16,19.01,5.76,0
2007,7,17,18.16,6.46,0
2007,7,18,15.30,5.75,0
2007,7,19,18.98,1.57,0
2007,7,20,22.28,4.68,0
2007,7,21,24.86,5.51,0
2007,7,22,27.09,7.98,0
2007,7,23,27.68,9.05,0
2007,7,24,27.72,10.22,0
2007,7,25,28.53,9.71,0
2007,7,26,28.13,9.41,0
2007,7,27,27.50,10.09,0
2007,7,28,26.60,13.26,3.53405
2007,7,29,20.09,10.92,4.749
2007,7,30,17.53,8.11,1.77502
2007,7,31,17.07,12.05,2.04107
2007,8,1,23.80,12.35,0
2007,8,2,25.29,12.71,1.18764
2007,8,3,25.67,13.87,1.07711
2007,8,4,25.50,14.03,0.65899
2007,8,5,24.80,13.69,0.71024
2007,8,6,23.52,12.53,0.35668
2007,8,7,22.13,10.16,0.41018
2007,8,8,22.51,10.55,0.8674
2007,8,9,25.18,13.28,0
2007,8,10,25.45,13.51,0
2007,8,11,25.57,12.37,0
2007,8,12,25.17,11.13,0
2007,8,13,23.58,11.60,0
2007,8,14,23.02,8.83,0
2007,8,15,22.77,7.23,0
2007,8,16,20.69,5.73,0
2007,8,17,20.55,8.31,0.30006
2007,8,18,18.42,7.88,3.6317
2007,8,19,15.16,6.54,1.73123
2007,8,20,16.77,3.30,0
2007,8,21,19.21,3.68,0
2007,8,22,20.75,6.35,0
2007,8,23,21.08,8.88,0
2007,8,24,23.06,9.39,0
2007,8,25,26.91,12.72,0
2007,8,26,27.86,10.21,0.30096
2007,8,27,27.90,11.03,0
2007,8,28,25.92,12.86,1.29395
2007,8,29,22.49,12.58,0.75283
2007,8,30,23.56,12.33,1.01981
2007,8,31,18.21,13.18,3.5366
2007,9,1,16.73,10.21,4.69632
2007,9,2,15.41,6.90,2.33793
2007,9,3,15.99,5.47,0
2007,9,4,16.88,2.63,0
2007,9,5,18.57,3.71,0
2007,9,6,20.82,5.32,0
2007,9,7,22.06,6.02,0
2007,9,8,21.84,7.20,0
2007,9,9,20.90,6.87,0
2007,9,10,19.46,5.28,0
2007,9,11,20.39,5.72,0
2007,9,12,20.68,8.50,0
2007,9,13,20.59,10.71,0
2007,9,14,16.35,8.02,4.18369
2007,9,15,14.82,6.37,9.49427
2007,9,16,12.52,5.62,0.4747
2007,9,17,15.38,3.82,0
2007,9,18,16.86,6.13,0
2007,9,19,16.83,11.08,4.0223
2007,9,20,12.78,6.58,5.41622
2007,9,21,10.18,4.14,9.66412
2007,9,22,8.98,3.05,7.50129
2007,9,23,11.02,5.87,5.19549
2007,9,24,12.97,3.23,24.32373
2007,9,25,14.97,9.89,7.46132
2007,9,26,13.69,7.99,10.66227
2007,9,27,11.62,0.25,0.8757
2007,9,28,10.67,0.22,0
2007,9,29,7.70,-2.84,0.29738
2007,9,30,9.48,-0.13,0
2007,10,1,11.32,4.60,0.36674
2007,10,2,10.85,0.03,2.28146
2007,10,3,9.81,7.30,0
2007,10,4,9.70,6.18,1.42865
2007,10,5,9.34,-0.79,31.57042
2007,10,6,2.67,-1.66,0
2007,10,7,1.89,-2.83,0
2007,10,8,1.87,-3.81,0
2007,10,9,3.20,-2.26,11.67885
2007,10,10,1.91,-1.84,8.25308
2007,10,11,0.79,-2.63,3.62094
2007,10,12,1.92,-3.72,0
2007,10,13,4.25,-2.28,0.39827
2007,10,14,2.80,-1.28,6.78581
2007,10,15,2.30,-3.80,1.61475
2007,10,16,-0.02,-5.18,0
2007,10,17,0.86,-6.03,1.41947
2007,10,18,1.58,-5.77,2.45479
2007,10,19,1.96,-3.32,3.55659
2007,10,20,1.61,-6.34,7.18884
2007,10,21,5.76,0.11,15.48633
2007,10,22,7.05,-2.13,8.69099
2007,10,23,8.59,-5.44,0
2007,10,24,10.11,-3.66,0
2007,10,25,10.75,-2.52,0
2007,10,26,11.64,-0.20,0
2007,10,27,13.55,-0.92,0
2007,10,28,13.84,1.11,0
2007,10,29,14.87,1.49,0
2007,10,30,13.19,1.01,0
2007,10,31,13.14,-0.78,0
2007,11,1,9.35,-1.92,0
2007,11,2,4.27,-3.75,0.33624
2007,11,3,6.16,-3.10,0
2007,11,4,6.77,-3.49,0
2007,11,5,6.14,-4.91,0
2007,11,6,6.28,-5.09,0
2007,11,7,3.32,-1.87,4.96367
2007,11,8,3.14,-3.02,0
2007,11,9,2.36,-5.93,2.22079
2007,11,10,1.23,-3.34,12.42395
2007,11,11,3.67,-1.16,2.4311
2007,11,12,2.50,0.29,20.35348
2007,11,13,3.33,-0.14,10.48643
2007,11,14,5.12,0.80,28.201
2007,11,15,3.09,-0.02,37.8173
2007,11,16,4.76,-1.95,14.21211
2007,11,17,2.50,-4.77,19.95605
2007,11,18,2.57,-1.10,40.12037
2007,11,19,1.93,-3.17,10.15506
2007,11,20,-0.37,-4.13,46.65629
2007,11,21,2.16,-2.59,7.91326
2007,11,22,1.15,-3.18,10.40073
2007,11,23,3.38,-1.40,28.71712
2007,11,24,5.23,0.64,45.10896
2007,11,25,6.90,2.43,2.54875
2007,11,26,8.22,0.25,0
2007,11,27,8.49,2.95,2.21672
2007,11,28,4.19,-0.80,22.55559
2007,11,29,3.44,-4.51,0
2007,11,30,4.32,-4.76,0
2007,12,1,4.16,-2.97,0.49755
2007,12,2,-0.24,-5.32,0
2007,12,3,-0.55,-5.10,1.92037
2007,12,4,0.50,-4.20,2.15001
