"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Future Climate Projections (Daily) - MACAv2-METDATA(https://climate.northwestknowledge.net/MACA/) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4794 North,-120.9806 East" 
Variable List: 
tasmax: Max Daily Temperature from bcc-csm1-1 (China) RCP 8.5 (2006-2099)
tasmin: Min Daily Temperature from bcc-csm1-1 (China) RCP 8.5 (2006-2099)
pr: Precipitation from bcc-csm1-1 (China) RCP 8.5 (2006-2099)
********************************************************
Year,Month,Day,tasmax-bcc-csm1-1(degC),tasmin-bcc-csm1-1(degC),pr-bcc-csm1-1(mm)
2044,8,11,23.54,7.93,0
2044,8,12,26.07,12.87,0
2044,8,13,27.62,16.06,0
2044,8,14,28.00,12.60,0
2044,8,15,27.90,14.37,0.28144
2044,8,16,24.89,12.44,0
2044,8,17,22.87,11.08,0
2044,8,18,19.27,10.96,6.23179
2044,8,19,16.73,8.22,2.44789
2044,8,20,18.61,4.06,0
2044,8,21,22.53,8.31,0
2044,8,22,25.38,12.43,0
2044,8,23,29.04,12.67,0
2044,8,24,29.00,11.67,0
2044,8,25,28.19,9.93,0
2044,8,26,28.44,10.64,0
2044,8,27,28.13,11.43,0
2044,8,28,25.66,13.68,0
2044,8,29,21.99,9.40,0
2044,8,30,20.48,6.37,0
2044,8,31,22.32,5.98,0
2044,9,1,22.32,8.52,0
2044,9,2,21.31,9.46,0
2044,9,3,21.22,11.58,0
2044,9,4,18.40,12.63,6.2151
2044,9,5,19.03,3.36,1.28007
2044,9,6,22.53,6.07,0
2044,9,7,25.18,8.07,0
2044,9,8,25.63,8.71,0
2044,9,9,26.63,9.47,0
2044,9,10,27.83,10.30,0
2044,9,11,27.83,8.48,0
2044,9,12,21.78,5.29,0
2044,9,13,20.54,3.81,0
2044,9,14,23.35,11.09,0
2044,9,15,23.50,5.66,0
2044,9,16,22.54,6.69,0
2044,9,17,21.93,11.87,0.84089
2044,9,18,14.96,5.38,7.3029
2044,9,19,8.36,1.93,15.85979
2044,9,20,10.08,4.43,7.66245
2044,9,21,14.37,7.79,0
2044,9,22,14.26,2.75,0
2044,9,23,13.38,2.73,1.28832
2044,9,24,10.42,1.81,2.81813
2044,9,25,7.86,0.26,0
2044,9,26,8.01,2.25,6.78772
2044,9,27,8.26,2.17,1.09843
2044,9,28,9.50,-2.71,0
2044,9,29,9.87,1.95,0.95791
2044,9,30,10.13,5.07,2.14336
2044,10,1,12.61,7.32,6.01741
2044,10,2,10.43,4.36,4.70154
2044,10,3,8.29,3.63,12.43033
2044,10,4,10.33,4.68,12.30977
2044,10,5,10.29,3.82,18.16041
2044,10,6,5.68,1.48,12.59333
2044,10,7,8.49,1.67,14.54231
2044,10,8,8.97,5.80,30.65027
2044,10,9,9.42,5.79,17.78369
2044,10,10,10.19,3.62,2.50404
2044,10,11,9.65,-1.28,0
2044,10,12,8.91,0.20,0
2044,10,13,6.73,-0.98,0.83493
2044,10,14,8.50,-1.99,0
2044,10,15,10.89,0.31,0
2044,10,16,12.75,1.65,0
2044,10,17,13.05,0.57,0
2044,10,18,12.78,3.73,0
2044,10,19,12.87,2.08,0
2044,10,20,12.01,4.77,0.38534
2044,10,21,8.59,3.21,12.13664
2044,10,22,9.03,2.29,50.69426
2044,10,23,8.13,0.17,8.3748
2044,10,24,9.29,2.74,6.79716
2044,10,25,11.99,6.06,5.63679
2044,10,26,8.29,3.63,66.17345
2044,10,27,8.82,0.30,4.00843
2044,10,28,5.25,-3.03,0
2044,10,29,4.31,-4.11,2.34025
2044,10,30,5.94,0.75,0.66471
2044,10,31,10.77,1.83,0
2044,11,1,10.58,2.84,1.36788
2044,11,2,3.49,0.14,13.12888
2044,11,3,1.23,-2.47,9.6775
2044,11,4,-1.08,-5.64,10.51015
2044,11,5,-0.53,-5.25,11.19835
2044,11,6,1.16,-2.80,24.99106
2044,11,7,2.36,-3.49,0
2044,11,8,4.58,-2.30,0
2044,11,9,5.32,0.45,2.10058
2044,11,10,6.07,0.86,0.56469
2044,11,11,5.25,0.22,5.86478
2044,11,12,3.16,-3.33,4.48361
2044,11,13,-1.06,-6.04,10.56484
2044,11,14,-7.31,-10.46,12.09139
2044,11,15,-8.92,-16.77,2.50616
2044,11,16,-4.65,-15.39,0
2044,11,17,-0.98,-10.70,0.39694
2044,11,18,-0.05,-5.14,2.43028
2044,11,19,-5.20,-6.77,10.07324
2044,11,20,1.31,-4.98,11.42114
2044,11,21,3.67,-1.91,19.78688
2044,11,22,3.23,-2.76,22.14576
2044,11,23,-0.65,-3.47,16.85898
2044,11,24,-0.85,-3.84,4.14995
2044,11,25,-1.05,-5.13,2.62232
2044,11,26,-1.64,-5.79,0.82095
2044,11,27,-2.72,-9.65,61.10508
2044,11,28,-0.37,-5.18,7.1059
2044,11,29,-0.46,-6.75,42.64854
2044,11,30,0.69,-3.97,1.05027
2044,12,1,-0.31,-5.82,1.03611
2044,12,2,-0.70,-6.11,0.32443
2044,12,3,-0.67,-5.99,0
2044,12,4,-0.59,-5.03,0.35808
2044,12,5,0.94,-5.77,0
2044,12,6,0.39,-5.80,0
2044,12,7,0.38,-5.36,0.5628
2044,12,8,-0.63,-5.80,3.22166
2044,12,9,0.18,-3.80,1.09783
2044,12,10,-0.37,-4.93,0
2044,12,11,-1.14,-5.28,0
2044,12,12,-0.25,-5.61,0
2044,12,13,-0.00,-4.05,0
2044,12,14,-0.71,-4.81,0
2044,12,15,-0.96,-4.85,0
2044,12,16,-0.35,-5.33,0.30329
2044,12,17,-0.42,-4.61,2.49031
2044,12,18,0.36,-4.77,1.46917
2044,12,19,-0.08,-8.54,0.55695
2044,12,20,-0.41,-8.39,0
2044,12,21,1.53,-3.51,7.31372
2044,12,22,1.26,-7.90,52.92439
2044,12,23,4.15,-1.26,19.88772
2044,12,24,2.85,-2.52,5.30945
2044,12,25,3.13,-0.68,12.05048
2044,12,26,1.82,-3.91,2.65
2044,12,27,-0.14,-4.44,13.5169
2044,12,28,-0.25,-2.72,11.41148
2044,12,29,0.21,-4.26,1.34383
2044,12,30,-0.25,-4.83,0
2044,12,31,-0.20,-5.09,1.1767
2045,1,1,0.94,-3.10,0
2045,1,2,0.40,-2.86,0
2045,1,3,0.37,-3.51,0
2045,1,4,2.80,-3.13,0
2045,1,5,3.00,-2.22,4.63936
2045,1,6,2.34,-2.29,6.65247
2045,1,7,5.22,-0.22,81.0299
2045,1,8,4.08,-1.95,56.0569
2045,1,9,4.08,-1.90,9.24534
2045,1,10,2.73,-2.22,16.36554
2045,1,11,2.61,-2.30,0.3487
2045,1,12,1.66,-2.61,0.58854
2045,1,13,2.55,-2.76,1.69017
2045,1,14,2.82,-1.92,2.21754
2045,1,15,5.51,0.30,8.24352
2045,1,16,4.56,-1.15,7.23356
2045,1,17,5.75,1.18,2.89374
2045,1,18,4.63,-0.58,17.23747
2045,1,19,3.77,-2.44,0.29153
2045,1,20,1.50,-3.88,0
2045,1,21,1.32,-4.64,0
2045,1,22,1.57,-3.86,0.83398
2045,1,23,0.82,-3.80,0
2045,1,24,0.95,-5.33,0
2045,1,25,1.71,-6.00,0
2045,1,26,2.71,-5.52,0
2045,1,27,1.87,-6.28,0
2045,1,28,1.41,-6.21,0
2045,1,29,3.40,-4.81,0
2045,1,30,4.43,-6.42,0
2045,1,31,3.51,-6.09,0
2045,2,1,2.29,-4.88,0
2045,2,2,3.18,-4.46,0
2045,2,3,7.59,-4.03,0
2045,2,4,8.72,-3.91,0
2045,2,5,8.54,-3.60,0
2045,2,6,9.41,-4.37,0
2045,2,7,11.06,-4.74,0
2045,2,8,11.07,-3.50,0
2045,2,9,2.20,-10.59,0
2045,2,10,-15.11,-17.01,0
2045,2,11,-10.13,-14.08,3.72393
2045,2,12,-1.72,-8.13,3.6059
2045,2,13,-1.12,-5.78,5.18795
2045,2,14,-1.67,-5.47,0.31802
2045,2,15,1.13,-4.99,5.78728
2045,2,16,1.12,-4.98,12.06224
2045,2,17,-0.17,-5.05,12.33896
2045,2,18,0.38,-4.98,4.35635
2045,2,19,0.49,-4.98,17.71227
2045,2,20,2.98,-2.03,15.36
2045,2,21,4.35,-1.45,23.22686
2045,2,22,4.85,-3.54,11.62665
2045,2,23,2.19,-4.43,9.7845
2045,2,24,1.75,-4.31,19.37602
2045,2,25,1.44,-5.19,9.66507
2045,2,26,-0.55,-6.77,16.05596
2045,2,27,0.13,-5.91,13.26992
2045,2,28,-1.91,-9.00,17.57278
2045,3,1,0.15,-5.73,4.97998
2045,3,2,1.67,-4.53,1.00639
2045,3,3,1.83,-3.94,0
2045,3,4,6.40,-4.54,9.02529
2045,3,5,7.24,-4.39,9.1095
2045,3,6,3.24,-4.68,0
2045,3,7,6.24,-3.86,0
2045,3,8,6.07,-3.86,5.4513
2045,3,9,6.78,-1.08,22.66765
2045,3,10,8.77,-0.67,7.81599
2045,3,11,11.87,2.60,27.20418
2045,3,12,5.80,-5.91,15.60249
2045,3,13,1.69,-4.15,24.10019
2045,3,14,2.46,-7.34,15.02543
2045,3,15,1.52,-4.93,6.54482
2045,3,16,2.15,-4.77,10.89436
2045,3,17,3.98,-3.07,2.48871
2045,3,18,3.39,-3.98,1.92591
2045,3,19,3.41,-2.97,2.77603
2045,3,20,3.72,-2.60,5.93623
2045,3,21,3.21,-3.86,6.89539
2045,3,22,2.82,-4.25,1.09837
2045,3,23,2.82,-4.95,0.76416
2045,3,24,1.97,-4.03,0
2045,3,25,2.06,-4.21,0.28784
2045,3,26,5.29,-4.32,0
2045,3,27,9.93,-4.39,0
2045,3,28,10.24,-3.73,0.8468
2045,3,29,13.69,-3.62,2.81711
2045,3,30,13.56,-3.14,0.69842
2045,3,31,13.32,-3.81,1.21724
2045,4,1,8.47,-2.50,20.53996
2045,4,2,3.39,-5.48,0.75201
2045,4,3,3.90,-3.43,2.1797
2045,4,4,3.69,-5.34,0
2045,4,5,3.60,-5.82,0
2045,4,6,3.48,-5.02,0
2045,4,7,2.69,-3.65,3.42926
2045,4,8,4.29,-3.48,7.52753
2045,4,9,1.43,-5.29,3.10555
2045,4,10,2.90,-5.48,0.94495
2045,4,11,3.67,-3.89,9.37926
2045,4,12,2.14,-5.48,5.98957
2045,4,13,3.07,-5.74,1.61665
2045,4,14,2.99,-5.57,0
2045,4,15,5.52,-5.57,0
2045,4,16,8.09,-7.69,0
2045,4,17,8.26,-7.22,2.29837
2045,4,18,6.75,-4.13,0.81983
2045,4,19,8.11,-3.84,0
2045,4,20,8.60,-1.70,3.27538
2045,4,21,7.46,-5.12,0.59262
2045,4,22,8.40,-6.78,0
2045,4,23,9.12,-5.72,0
2045,4,24,9.82,-4.30,0.7303
2045,4,25,9.67,-3.63,0
2045,4,26,8.02,-2.86,0.81988
2045,4,27,4.65,-2.21,6.3043
2045,4,28,5.93,-1.52,11.19175
2045,4,29,9.10,0.88,9.26668
2045,4,30,12.43,0.31,0
2045,5,1,10.86,-3.01,0
2045,5,2,11.84,0.65,1.17976
2045,5,3,10.53,3.12,3.51541
2045,5,4,10.29,3.98,2.44214
2045,5,5,11.96,3.43,1.11641
2045,5,6,12.59,4.79,0.89629
2045,5,7,16.96,-0.39,0.90932
2045,5,8,18.60,5.31,0
2045,5,9,18.58,8.92,0
2045,5,10,18.57,7.75,0
2045,5,11,14.15,2.93,0
2045,5,12,12.73,1.64,0
2045,5,13,12.19,2.73,0.28561
2045,5,14,16.42,-1.12,0.66941
2045,5,15,20.34,2.04,0
2045,5,16,18.97,2.62,0
2045,5,17,18.62,3.40,0
2045,5,18,16.72,2.30,2.57153
2045,5,19,14.89,7.56,4.77364
2045,5,20,11.17,4.89,6.64134
2045,5,21,11.04,2.27,5.6357
2045,5,22,8.92,1.70,7.65606
2045,5,23,8.12,2.07,5.66243
2045,5,24,8.21,-0.39,4.59394
2045,5,25,9.28,2.22,4.22142
2045,5,26,13.54,3.16,1.06892
2045,5,27,15.68,2.97,0
2045,5,28,16.25,4.92,1.4883
2045,5,29,14.46,1.87,3.6588
2045,5,30,16.41,-1.40,0
2045,5,31,22.20,2.61,0
2045,6,1,22.41,5.88,0
2045,6,2,18.70,2.44,0
2045,6,3,10.90,-1.67,0.82736
2045,6,4,10.36,-1.72,0
2045,6,5,13.24,-3.51,0.62443
2045,6,6,16.10,-0.26,0
2045,6,7,16.32,4.53,5.31253
2045,6,8,13.66,0.74,1.87672
2045,6,9,12.47,-0.26,0.35541
2045,6,10,14.92,-2.88,0
2045,6,11,16.56,0.36,0
2045,6,12,18.88,3.20,0
2045,6,13,23.54,7.56,0
2045,6,14,24.53,9.04,0
2045,6,15,26.35,9.63,0
2045,6,16,29.21,13.82,0
2045,6,17,30.08,13.10,0
2045,6,18,29.95,10.07,0
2045,6,19,28.05,9.41,0
2045,6,20,30.92,12.06,0
2045,6,21,31.87,14.54,0
2045,6,22,30.13,20.94,0.36669
2045,6,23,31.92,15.22,0
2045,6,24,31.95,13.25,0
2045,6,25,29.15,13.46,0
2045,6,26,27.20,12.13,0.45501
2045,6,27,24.79,12.06,1.68665
2045,6,28,24.10,8.66,0
2045,6,29,23.57,8.10,0
2045,6,30,27.19,8.44,0.40157
2045,7,1,29.22,11.37,1.32027
2045,7,2,29.91,13.37,0
2045,7,3,30.02,13.31,0
2045,7,4,29.94,13.57,0.29219
2045,7,5,29.93,15.14,0
2045,7,6,28.20,14.00,0
2045,7,7,32.11,14.79,0
2045,7,8,32.28,16.67,3.58071
2045,7,9,30.45,15.58,1.71846
2045,7,10,33.38,15.81,0
2045,7,11,32.96,15.47,0
2045,7,12,33.75,15.69,0
2045,7,13,30.09,13.78,0
2045,7,14,27.22,13.41,0
2045,7,15,24.30,9.67,0.45884
2045,7,16,16.60,9.20,13.20231
2045,7,17,16.06,10.77,8.4574
2045,7,18,15.23,7.91,5.7688
2045,7,19,20.08,8.95,1.1241
2045,7,20,21.36,7.99,0.36269
2045,7,21,16.87,8.29,9.01855
2045,7,22,16.26,7.21,5.42912
2045,7,23,17.83,7.32,0
2045,7,24,21.60,5.78,0.54312
2045,7,25,21.75,10.97,3.37983
2045,7,26,16.67,9.59,0.47023
2045,7,27,17.91,7.69,0
2045,7,28,24.69,7.71,0
2045,7,29,28.70,10.74,0
2045,7,30,30.86,13.17,0
2045,7,31,32.05,16.80,0
2045,8,1,32.00,17.35,0
2045,8,2,31.52,16.21,0
2045,8,3,33.62,16.82,0
2045,8,4,34.26,17.46,0
2045,8,5,32.41,16.75,1.78648
2045,8,6,29.54,14.43,0.66511
2045,8,7,28.12,15.76,0.41383
2045,8,8,24.27,8.54,0.52948
2045,8,9,24.71,8.50,0
2045,8,10,30.24,12.17,0.38873
2045,8,11,31.44,16.79,0.91499
2045,8,12,29.67,18.64,0
2045,8,13,30.22,15.77,0.37088
2045,8,14,30.13,11.87,0
2045,8,15,28.61,9.84,0
2045,8,16,28.13,11.73,0.27974
2045,8,17,27.25,9.18,0
2045,8,18,25.18,10.29,0
2045,8,19,25.27,9.00,0
2045,8,20,27.99,10.29,0
2045,8,21,27.68,12.00,0
2045,8,22,27.02,9.54,0
2045,8,23,21.98,11.79,0
2045,8,24,20.22,8.36,0
2045,8,25,23.07,8.33,0
2045,8,26,24.49,12.84,0
2045,8,27,23.66,16.34,0.31129
2045,8,28,24.19,14.30,0.40423
2045,8,29,25.56,15.98,0.58778
2045,8,30,24.37,16.76,0.3424
2045,8,31,24.88,17.18,2.15283
2045,9,1,26.28,19.05,0.70299
2045,9,2,26.40,18.94,1.02468
2045,9,3,23.79,17.66,1.35234
2045,9,4,24.57,14.19,0.37107
2045,9,5,24.23,14.21,0
2045,9,6,23.16,13.03,1.90125
2045,9,7,23.04,13.66,1.78041
2045,9,8,21.71,14.93,1.79389
2045,9,9,21.24,12.51,1.25954
2045,9,10,21.54,10.19,0
2045,9,11,23.37,12.12,0
2045,9,12,24.00,12.72,0
2045,9,13,24.90,10.33,0
2045,9,14,23.62,10.40,0
2045,9,15,23.00,9.09,0
2045,9,16,23.37,11.08,0
2045,9,17,24.19,10.78,0
2045,9,18,24.53,9.79,0
2045,9,19,24.30,8.50,0
2045,9,20,18.48,3.19,0
2045,9,21,20.15,3.52,0
2045,9,22,21.83,5.73,0
2045,9,23,22.93,5.51,0
2045,9,24,22.52,3.24,0
2045,9,25,20.98,5.68,0
2045,9,26,15.56,4.52,0
2045,9,27,14.97,1.15,0.49283
2045,9,28,16.39,0.45,0.37321
2045,9,29,9.83,1.05,9.93356
2045,9,30,9.36,-0.79,0
2045,10,1,9.73,-2.27,0
2045,10,2,10.44,1.07,0
2045,10,3,8.81,-0.09,3.10066
2045,10,4,8.99,4.67,4.45722
2045,10,5,9.73,-0.78,0
2045,10,6,9.69,-1.26,2.51956
2045,10,7,6.46,1.60,1.84164
2045,10,8,5.97,0.04,1.22922
2045,10,9,6.08,1.44,0
2045,10,10,11.03,3.12,0
2045,10,11,13.43,5.77,0.83894
2045,10,12,14.49,5.89,0.43805
2045,10,13,13.97,6.50,2.14306
2045,10,14,14.15,5.52,14.69503
2045,10,15,9.17,1.42,3.05463
2045,10,16,5.36,-3.01,0
2045,10,17,8.72,-3.58,0
2045,10,18,8.73,-3.13,0
2045,10,19,8.79,-2.03,0
2045,10,20,7.32,-2.97,0
2045,10,21,7.54,-4.29,0
2045,10,22,7.86,-4.33,0
2045,10,23,7.70,-4.60,0.45936
2045,10,24,8.00,-3.45,0
2045,10,25,5.66,-2.72,3.38346
2045,10,26,0.30,-4.36,0.89602
2045,10,27,0.72,-3.52,1.59593
2045,10,28,1.11,-3.75,0
2045,10,29,1.02,-5.62,0
2045,10,30,0.02,-5.16,2.29625
2045,10,31,-0.28,-1.37,20.01868
2045,11,1,-1.08,-5.40,2.84401
2045,11,2,0.97,-5.89,0.49842
2045,11,3,2.13,-2.90,33.90257
2045,11,4,3.84,-2.86,5.78895
2045,11,5,-1.96,-6.41,20.35747
2045,11,6,0.40,-5.16,20.43019
2045,11,7,5.57,-0.50,13.56713
2045,11,8,4.29,-0.71,7.5308
2045,11,9,5.41,-0.96,6.16434
2045,11,10,5.56,0.13,14.2503
2045,11,11,5.69,-3.65,0
2045,11,12,2.74,-3.74,7.50599
2045,11,13,3.37,-0.28,2.44785
2045,11,14,2.14,-2.74,8.21662
2045,11,15,-0.25,-3.00,18.32017
2045,11,16,1.09,-3.73,4.8963
2045,11,17,0.67,-3.83,9.07495
2045,11,18,4.42,-1.32,14.75068
2045,11,19,4.49,0.86,11.46624
2045,11,20,4.44,1.22,40.06969
2045,11,21,4.84,-2.39,20.93442
2045,11,22,1.27,-3.62,0
2045,11,23,4.83,-2.62,0.66893
2045,11,24,5.98,1.06,10.56404
2045,11,25,4.34,0.06,1.96671
2045,11,26,5.76,-0.75,0.75804
2045,11,27,4.85,-3.79,0
2045,11,28,4.85,-0.91,4.14667
2045,11,29,4.13,-4.18,0
2045,11,30,2.67,-3.99,0
2045,12,1,3.10,-1.86,6.93602
2045,12,2,3.39,-3.06,0.62444
2045,12,3,1.68,-2.64,9.6113
2045,12,4,2.75,-1.55,6.97908
2045,12,5,3.69,0.09,4.26564
2045,12,6,3.81,-0.70,8.88953
2045,12,7,1.72,-2.07,8.42905
2045,12,8,3.10,-0.73,9.36899
2045,12,9,4.38,-1.18,12.78545
2045,12,10,8.49,1.79,43.68731
2045,12,11,9.04,1.65,63.55129
2045,12,12,5.71,0.06,9.93114
2045,12,13,2.64,-3.19,27.83972
2045,12,14,3.98,-0.96,14.22365
2045,12,15,3.09,-1.89,20.55511
2045,12,16,3.98,0.96,19.90874
2045,12,17,3.49,0.19,18.95257
2045,12,18,4.04,-1.38,20.65606
2045,12,19,4.46,0.52,8.70945
2045,12,20,4.78,-2.04,1.48128
2045,12,21,1.68,-4.51,0.30676
2045,12,22,-0.18,-5.08,0.63384
2045,12,23,-0.21,-4.98,0.3477
2045,12,24,0.14,-4.02,1.5661
2045,12,25,-0.52,-4.78,3.33346
2045,12,26,-2.55,-6.82,12.96443
2045,12,27,-0.54,-4.57,6.64696
2045,12,28,-0.21,-5.70,0
2045,12,29,-0.72,-6.35,3.65369
2045,12,30,-0.76,-4.93,6.07478
2045,12,31,-0.21,-6.37,5.12892
2046,1,1,-3.84,-5.99,20.27978
2046,1,2,1.93,-5.28,42.43556
2046,1,3,5.11,-0.45,65.98927
2046,1,4,9.87,6.80,104.83688
2046,1,5,8.69,2.17,78.91075
2046,1,6,3.30,-2.63,5.19457
2046,1,7,1.48,-3.86,28.94413
2046,1,8,-0.31,-3.45,29.29192
2046,1,9,-0.30,-5.31,4.60998
2046,1,10,0.62,-2.89,0.36312
2046,1,11,0.60,-3.82,0
2046,1,12,0.89,-4.76,37.58259
2046,1,13,1.62,-3.14,38.96858
2046,1,14,0.70,-3.90,37.81355
2046,1,15,4.87,0.20,121.3324
2046,1,16,4.08,3.47,68.11638
2046,1,17,2.97,-2.35,12.44674
2046,1,18,2.98,-2.38,12.54609
2046,1,19,7.50,-0.16,16.20621
2046,1,20,8.27,4.89,6.03456
2046,1,21,7.80,3.94,3.65798
2046,1,22,4.84,-1.41,3.64865
2046,1,23,3.52,-4.55,0
2046,1,24,2.69,-4.20,1.16201
2046,1,25,2.58,-4.11,0
2046,1,26,2.43,-2.67,0
2046,1,27,1.62,-3.21,10.91031
2046,1,28,2.71,-1.92,4.39104
2046,1,29,2.79,-3.86,2.4948
2046,1,30,4.38,-1.83,6.04606
2046,1,31,5.51,0.84,22.27375
2046,2,1,3.65,-2.51,8.71906
2046,2,2,2.93,-3.50,0
2046,2,3,2.65,-5.00,0
2046,2,4,3.66,-4.46,0
2046,2,5,4.28,-4.56,0
2046,2,6,5.71,-4.99,0
2046,2,7,6.06,-3.35,0
2046,2,8,4.13,-3.75,19.83277
2046,2,9,1.97,-5.57,0.38701
2046,2,10,0.95,-5.54,0.28367
2046,2,11,1.91,-5.21,0.28413
2046,2,12,2.66,-4.48,0
2046,2,13,2.48,-4.57,0
2046,2,14,2.20,-5.19,0
2046,2,15,4.04,-5.01,0
2046,2,16,6.47,-5.33,0
2046,2,17,6.85,-5.21,0
2046,2,18,6.82,-5.42,0
2046,2,19,3.44,-4.55,4.6769
2046,2,20,2.34,-4.82,17.83422
2046,2,21,0.31,-5.73,4.34652
2046,2,22,1.12,-5.66,17.37993
2046,2,23,-0.21,-5.70,11.32737
2046,2,24,1.24,-5.35,23.92434
2046,2,25,1.28,-7.36,24.07266
2046,2,26,2.19,-4.50,4.96532
2046,2,27,2.64,-5.66,2.61467
2046,2,28,2.89,-2.12,13.40887
2046,3,1,1.65,-3.61,14.047
2046,3,2,5.63,-1.47,50.33333
2046,3,3,5.77,-5.12,9.05964
2046,3,4,4.99,-3.43,2.14353
2046,3,5,4.31,-7.15,29.0606
2046,3,6,2.68,-6.12,28.65775
2046,3,7,1.25,-4.04,6.85842
2046,3,8,4.18,-8.31,90.74358
2046,3,9,5.57,-1.47,45.91323
2046,3,10,4.47,-2.09,108.33268
2046,3,11,4.04,-1.13,30.6666
2046,3,12,3.90,-1.53,13.24003
2046,3,13,3.87,-2.77,8.456
2046,3,14,4.27,-5.38,42.71458
2046,3,15,5.89,-1.51,35.12355
2046,3,16,7.60,-1.32,2.60874
2046,3,17,6.26,-1.47,11.97372
2046,3,18,5.58,-3.33,8.44056
2046,3,19,3.17,-3.81,3.0936
2046,3,20,4.76,-3.42,0
2046,3,21,8.24,-4.00,0
2046,3,22,8.31,-3.72,6.71474
2046,3,23,4.48,-1.43,8.50943
2046,3,24,5.69,-2.69,12.43982
2046,3,25,7.53,0.62,0
2046,3,26,7.34,-2.27,0.67916
2046,3,27,6.63,-0.31,13.247
2046,3,28,7.24,-1.71,2.61614
2046,3,29,5.85,-3.98,2.95763
2046,3,30,6.62,-3.31,0.95821
2046,3,31,7.31,-4.75,1.17141
2046,4,1,8.50,-4.58,2.91108
2046,4,2,4.72,-3.26,8.8386
2046,4,3,4.71,-5.03,15.69192
2046,4,4,5.51,-5.13,4.68056
2046,4,5,8.19,-5.39,0.82297
2046,4,6,8.47,-1.19,2.98557
2046,4,7,6.52,-0.76,6.43335
2046,4,8,8.19,-3.95,0
2046,4,9,8.84,-2.04,0.84629
2046,4,10,15.31,-0.80,0
2046,4,11,17.35,3.95,1.1083
2046,4,12,16.58,3.68,0
2046,4,13,15.04,2.67,1.18309
2046,4,14,8.44,-1.00,2.71207
2046,4,15,8.59,-5.47,0
2046,4,16,9.62,-3.63,0.34295
2046,4,17,9.75,-1.00,0
2046,4,18,7.87,1.27,10.67444
2046,4,19,8.45,0.32,6.58102
2046,4,20,8.27,-7.26,0
2046,4,21,9.55,-1.63,4.53137
2046,4,22,8.67,-0.92,4.45405
2046,4,23,7.96,-2.88,2.18104
2046,4,24,10.23,-4.32,0
2046,4,25,10.61,0.31,0
2046,4,26,10.88,0.75,0
2046,4,27,9.38,2.41,1.28163
2046,4,28,8.53,1.14,3.9355
2046,4,29,7.89,-2.41,0
2046,4,30,6.05,-3.19,3.69281
2046,5,1,5.17,-2.64,5.49177
2046,5,2,9.49,-6.85,0
2046,5,3,10.17,-4.33,0
2046,5,4,9.67,2.91,9.52782
2046,5,5,9.72,1.09,13.4291
2046,5,6,6.21,0.59,7.27059
2046,5,7,6.39,0.19,6.511
2046,5,8,12.23,-1.65,0.84023
2046,5,9,12.98,-3.98,0
2046,5,10,13.09,-1.05,0.85405
2046,5,11,12.70,1.29,0.56273
2046,5,12,11.83,-0.99,0
2046,5,13,11.27,0.33,7.58873
2046,5,14,9.57,-0.11,4.76392
2046,5,15,12.21,-3.53,0
2046,5,16,13.21,-0.71,0
2046,5,17,13.69,0.55,0
2046,5,18,13.44,0.40,2.59226
2046,5,19,13.88,-2.88,0
2046,5,20,19.90,1.49,0
2046,5,21,19.85,0.16,0
2046,5,22,18.66,0.78,0
2046,5,23,18.24,8.65,0
2046,5,24,14.54,4.01,3.64415
2046,5,25,9.19,1.64,4.06916
2046,5,26,10.12,3.18,1.16996
2046,5,27,10.78,1.48,0.29183
2046,5,28,12.91,-2.33,0
2046,5,29,12.54,2.18,4.61894
2046,5,30,9.22,2.28,2.8115
2046,5,31,10.11,0.64,0
2046,6,1,13.64,1.79,0
2046,6,2,16.33,3.18,3.65086
2046,6,3,16.33,3.07,0
2046,6,4,16.01,3.72,0.32286
2046,6,5,17.36,2.74,0.48004
2046,6,6,14.99,5.39,1.38625
2046,6,7,16.05,6.59,2.57258
2046,6,8,17.94,1.29,0
2046,6,9,17.94,2.77,0
2046,6,10,18.02,1.75,0.87602
2046,6,11,18.23,3.22,0
2046,6,12,18.10,5.13,0
2046,6,13,18.13,8.11,0.56227
2046,6,14,18.29,9.05,1.76917
2046,6,15,17.09,5.10,1.71572
2046,6,16,14.29,4.17,3.26885
2046,6,17,18.25,6.85,3.65856
2046,6,18,18.43,4.48,0.35288
2046,6,19,18.94,3.33,0
2046,6,20,19.01,4.62,0.29166
2046,6,21,18.31,3.19,0
2046,6,22,19.93,3.17,0
2046,6,23,21.18,5.04,0
2046,6,24,23.71,8.55,0
2046,6,25,23.66,8.76,0
2046,6,26,22.33,7.98,0
2046,6,27,19.59,4.00,0
2046,6,28,20.14,5.49,1.0079
2046,6,29,22.20,5.37,0
2046,6,30,23.92,7.93,0
2046,7,1,23.39,7.96,0
2046,7,2,21.64,7.99,0.46983
2046,7,3,21.90,7.54,0.28694
2046,7,4,23.61,8.72,0
2046,7,5,27.65,12.44,0
2046,7,6,28.21,12.70,0
2046,7,7,27.94,12.85,0
2046,7,8,26.06,9.53,0
2046,7,9,25.01,10.70,0
2046,7,10,24.69,9.79,0
2046,7,11,27.07,12.86,0
2046,7,12,29.28,14.46,0
2046,7,13,29.92,14.73,0.33302
