Year,Month,taMax,taMin,prcp
2006,1,-1.986774193548387,-9.719032258064518,246.50698999999997
2006,10,10.121935483870969,0.4764516129032257,116.74727999999999
2006,11,3.216666666666667,-3.084,354.14556000000005
2006,12,-2.544193548387096,-8.930000000000003,279.70272
2006,2,0.3675000000000001,-7.0564285714285715,371.21875
2006,3,4.639354838709678,-5.137096774193548,188.44017999999997
2006,4,6.181000000000001,-4.527,73.92603
2006,5,15.741612903225809,2.220967741935484,49.48932
2006,6,17.913999999999994,5.073999999999999,48.75261999999999
2006,7,21.957096774193552,9.068387096774192,55.43359000000001
2006,8,23.261935483870968,8.289354838709677,1.06312
2006,9,16.928999999999995,3.739333333333333,3.15472
2007,1,0.008064516129032287,-6.1648387096774195,284.92706
2007,10,7.103548387096774,-1.5525806451612907,88.14395999999999
2007,11,3.297000000000001,-2.5433333333333334,472.5828
2007,12,-2.2383870967741935,-9.052903225806451,398.41360999999995
2007,2,2.7621428571428575,-4.748214285714284,654.36713
2007,3,4.787096774193548,-4.435161290322581,304.61733999999996
2007,4,11.107333333333331,-1.0276666666666667,117.87499
2007,5,11.53741935483871,0.18193548387096722,125.41181999999999
2007,6,17.24,5.139333333333335,245.39887999999996
2007,7,21.956774193548394,7.5919354838709685,21.252709999999997
2007,8,19.150000000000002,6.193870967741935,13.60152
2007,9,16.66,4.3629999999999995,48.36041
2008,1,-1.6806451612903224,-9.713870967741935,155.73803999999996
2008,10,6.937419354838708,-1.129677419354839,144.60361
2008,11,1.269,-5.458333333333332,294.99408999999997
2008,12,-1.9470967741935483,-7.658387096774196,237.01427999999996
2008,2,0.20482758620689684,-7.141034482758619,328.71944999999994
2008,3,1.836774193548387,-6.170967741935483,251.24925
2008,4,5.303999999999999,-4.5326666666666675,332.0962
2008,5,9.884193548387099,-1.2725806451612907,123.42358
2008,6,16.561666666666664,2.845333333333334,12.77562
2008,7,19.884516129032257,4.840000000000001,6.226179999999999
2008,8,19.171290322580646,4.775806451612904,36.06807
2008,9,12.438333333333333,1.6013333333333333,25.84139
